,comment,info
10,日本人の私としては、アジア人への差別を経験した事があります。普段車通勤なので、乗り馴れてない雰囲気でバスに乗れば、運賃をぼったくられるし、そもそもアジア人の名前の履歴書は刎ねられると聞いた事があるので親日派のオーナーの現在の職場以外 何処にも引っかからなかったのも納得出来る。だから大阪ナオミが何らかの経験を重ねて育って来て、自分が何であるのかについて、誇りたくて立ち上がるのは、自分と何より両親を励ましていると思う。そう言うメンタルなんだろうなと思うから、私の白人の旦那がテレビでこのニュースを見て「鬱陶しい」と言っても、「何遍も聞いたかもしれないけど、お前には分からんよ」と言う。若い、自分の子供と歳が違わない子が「私は自分のレースに誇りを持ちたい」と言ってくれたら、自分も子供にそう言って貰えた気になって胸が熱くなります。ただ、警官は尊敬しているので、それに楯突くのは反対だけれど。,
11,"別に抗議活動自体は批判してないでしょ
ただその表現の方法として
棄権が適切か否の賛否があるだけで
そんな声を曲解して
「日本人は差別に疎い国民」などと
断罪する方が差別的だと思いますね

それと
何でもかんでも「世界的流れ」と言うが
世界の流れが必ずしも正しいとは限らない",
12,"彼女はそもそもボイコットするって言ってないらしい。この大会をこのままやってよいのか？ということを大会関係者に伝えたという話。バスケットも試合止めているしってことらしい。
アメリカでは当然のこと。とにかく言ってみる。それがアメリカ。主張しなければもっと怖いことになる。",
13,"彼女の前に、NBAでバックスがボイコットを発表し、結局その日は全試合キャンセルになったが、政治をスポーツに持ち込むなと怒るファンもいましたよ

ジャージの後ろにメッセージを入れていいということになり、Black Lives Matter とか、Equality, Justice Nowなどメッセージを入れるプレーヤーが多い中、スポーツに持ち込むのは違うとメッセージを入れないプレーヤーもいる

これは個人差がありどちらが絶対的に正しいというものでもない。ただ片方の声が大きいだけ。批判をする日本人は人種差別をしているというのは乱暴すぎますね。

ナオミちゃんの場合、彼女のアイデンティティに関わることだし、スポンサーのナイキが人種問題を取り扱うのが好きだからゴーサインは出てるだろうし、セリーナや周りもそうだから、お膳立ては整っているという印象",
14,小島さんのこの批判こそ実に不快に感じます。件の選手の行為を絶賛する人もいれば何か抵抗感が残る人もいるでしょうし、各人がそれを裏付ける理屈や情緒というものを持っていると思います。それは悪意が有るか無いかで賛否が分かれているものではないと思います。にもかかわらず、私はこう思うので賛成あるいは反対というのではなく、自分の意見と異なるものを一括りで「批判は的外れも甚だしい」などと、さも自分の意見こそ善であるように公言するのはどうかと思います。我々のような無名の一個人であれば何の影響力も有りませんが、一応名前も顔も知れ渡っている人ならそういった面にもっと気を配るべきだと思います。,
15,"表面的なことしかみえてませんねーこの方は。
この事件の背後にあるものをよく調べてから
的外れとか甚だしいとかの言葉を使われたがいいと思います。",
16,"正直なところ、記事は薄っぺらく、あまり意味の無い内容。

それはさておき、BLM語る日本人にはALMについて語ってほしい。
欧米でアジア人へのヘイトや差別は、日本と比較にならないくらい
未だ根強く残っている。それを無視してBLMしか語らない人は信用できない。",
17,"日本の人種差別は根深い?

何を言うか。
日本がなかったら人種差別はもっと酷いことになっていた。
かつて日本は人種平等の為に第二次世界大戦を戦った。
パリ講和会議で日本は人種平等を訴えた。
日本からは牧野伸顕らが出席したが、
直接パリに向かわずアメリカに寄って人種差別の現実を視察してからパリに行った。
結果は否決されたが世界中の白人を敵にまわした。
当時アジアは殆どが白人の植民地にされ、
アジアで植民地にされていなかったのはタイと日本だけ。
中国が白人に寝返り日本がアジアを代表して戦った。
第二次世界大戦では敗けはしたが、
相当な犠牲を払いながらも人種平等、アジアの解放は守った。
万人が望む平等にはならなかったけど、
それでも日本がなかったら人種差別はもっと酷いことになっていた。

これ以上日本にどうしろと。
人種差別を日本の責にしないでください。",
18,差別問題に抗議するためにテニスの大会をボイコットする（本人はボイコットしていない。主催者側が1日延期を先に決定したのだという報道もあり、どちらが本当かわからないが）のが正しい行為だと思っている人は思えばいいが、そう思わない人も多数いるということです。「的外れも甚だしい」ということは、多様な意見を認めないということにもなるので、表現には気をつけたほうがいいと思います。世界的に影響力がある人だから意思表示をする必要があるというのはよく分かりますが、別の方法でしてほしかったと思う人もいるでしょう。大好きなミュージシャンが黒人差別に抗議するといって予定されていた公演をキャンセルすれば、私なら落胆しますし、ドタキャン行動に賛同もしません。でも、それで良しとする人が大勢いるなら、それは勝手です。賛同する人の思いを「的外れも甚だしい」とは表現しません,
19,"自分も正直スポーツに政治を持ち込むのは如何なものかと思ってしまう
試合に関係のないところでならいくらでも言えばいいしそれは個人の自由だから
例えば試合で審判の判定が明らかに白人寄り、黒人不利みたいなものであったり観客が差別的なヤジなどをする場合は抗議の意味を込めて試合をボイコットっていうのもわかるけど自分のプレーやその競技とは違うところで起こった事でボイコットなどの行為は大坂選手やNBAのチームとか関係なくあまり意味のある事には正直思えない",
20,大坂なおみのこの行動に対しての否定的な意見については、「やるべきじゃない」とか「間違っている」とかいうものもあるが、大体は日本人として「なんか嫌だなあ」「見たくないなあ」「嫌いです」と言ったような感覚的なもののほうが多いような気がする。要は正しい・正しくないということではなく、好きか嫌いかを言っているだけで日本人はこういった行為が嫌いな人が多いと受け止めればよいだけの事。好きになる・嫌いになるはその人の自由だし、それを言葉に出しても問題はない。それをこの人のように批判する事こそ的外れでしょう。,
21,"トランプとかバイデンと書いたマスクでも許されるのか？
スポーツと政治は切り離したほうが良いと思う。
政治的な活動は他の場所でやったら良い！",
22,"多様な意見を排除するような言動は控えましょう。
誹謗中傷や差別的発言はよくないというのは大前提として、多種多様な考えそのものを「的外れ」と断言するとは、自分が全知全能の神にでもなったおつもりでしょうか？
勘違いも甚だしい。
自分が正義で、自分と違う考えは間違いである。
自称リベラルの間抜けが勘違いしがちです。",
23,抗議するならするで、その手段方法ってのも問われりのですよ、左翼の思想は自分に対する批判は受け付けず、批判されれば、周囲が悪い、あるいは差別差別と騒ぎ立て論点をすり替える事です。,
24,自分の意見は正しくて、自分の意見に賛同する人は正しくて、反対する人は間違いであるという差別主義者。多様性を認めない全体主義者。,
25,"彼女はテニスプレーヤーでテニスとは関係ない話でテニスを放棄した（しようとした）んでしょ。
主張の是非とは別の話でその行動への批判は的外れではないんじゃない？
興行でもある大会で人気選手が突然放棄したら大会の運営側は困るじゃない。
ケガ等の周囲が納得する理由ではなかったのだから批判がゼロの社会の方が怖いと思うけどなあ。
いつもの突っ込み待ちの記事だけど、これはレベルが低すぎるでしょ",
26,"100歩譲って、職場などの待遇などへの抗議の意味でのボイコットはわかります。
しかし、なんで人種差別の抗議でテニスをボイコットする？
関係なくないです？",
27,"思想信条はあるていど自由だと思うけど、それに関する活動はプライバシーでやればいいと思う。お仕事に個人的なものをもちこむとたいていもめると思う。なにもかもひとりでできてるお仕事でないかぎり、お仕事に個人の思想信条をもちこんでまわりの人をまきこまない方がいいと思う。お仕事がなりたたなくなって社会が混乱すれば、その抗議はうけいれられづらくなってしまうと思う。

大坂選手が本気で差別の問題にとりくむなら、今後すべての大会への参加をボイコットすると思うけど、そうでなければあまり支持されないし批判もされると思う。せっかく抗議するなら抗議の専門家になった方がいいと思う。",
28,"ボイコットした試合
その日の試合を観戦する権利を奪わられる
その日の試合で対戦する権利を奪わられる
その日の試合を開催する権利を奪わられる
その日の試合で宣伝する権利を奪わられる
その日の試合で関わった人達の権利を奪われる

差別をするなって訴えているのに、訴えることによって他の人の権利を奪う。
自分が考える正義がアメリカでは最優先にされ過ぎているから、差別教育をちゃんとしていても差別が無くならないと思う。

試合前か後のプライベートな時間に抗議活動すればいいだけの話し。",
29,この人は以前橋下徹の番組にも出ていたが、その時から薄っぺらさは変わらない。,
30,表現の自由。小島さんはクレーマーと紙一重。,
31,『みんなの命が大事』運動なら称賛されたかもね。,
32,的外れの的を決めるのは、小島さんあなたですか？,
33,思想差別甚だしい人の言葉は響かない,
34,"大阪さんの政治的な意見にちょっと待った発言が続いたのも　慣れない人はあまり無理をしないほうがいいのではくらいの意見だとおもう。彼女に対するそこまでの批判ってほんとうにあったの？
小島さん　あなたの過大解釈じゃあないですか。

元々日本人は政治のことを普段からいろいろ言わない。
だから政治的な話を語り合う場もできない。これは大いに問題のような気もする。
ただ政治のことをあまり問題視しないのは今の生活にそこそこ満足しているので声を荒げるほどでもないという逆説的な考え方もできる。

暴動や略奪も起こさずそこそこ生きていける日本はまあ良い国かなと思うんだけど。でも小島さんのような人にはこれだから日本人は！と批判されてしまうんだろうな。",
35,勘違いも甚だしい。,
36,"大坂選手を非難してる人なんて殆ど居ない。

居るのは発端となった事件に違和感を覚える方々だけだ。

問題をすり替えている、人種差別は悪いが人種で善悪を決めていたらそれこそ差別ですよ。

小島さん。",
37,勘違いしてはいけないが、こいつは共産党系というよりもＤＳ系かもしれない。,
38,小島さんがバッサリ言ってくれて気分爽快。そう感じてる人がたくさんいると思う。人種差別に立ち向かう大坂選手を、まさに人種差別を以て口撃する人たちは、“日本人らしさ”という歪な美意識を掲げて多様性を許さない。とても残念だ。,
39,一方の権利だけ声高に叫んで擁護し、自分とは考えの違う意見は批判し排除してる時点で論ずるに値しないけどね。,
40,"幼少期からアメリカで暮らしているので、本人も人種差別やその実情を身をもって経験しているはず。
だからこそ本気で抗議しているのだろう。
黒人の親は、子供に警察官に撃たれるから警官の前ではいきがるなと真剣に教えているのが現実である。",
41,"黒人差別を叫ぶなら黒人犯罪も同等に扱われるなら、いいのでは。
黒人だから犯罪が多いとか少ないとか、白人だからいいとか悪いではなくて、悪いことをしたのなら処罰はされなきゃ。
それを差別として叫ぶのは違和感あるよと言ってる人が多いような気もするけど。
大坂なおみが、名を挙げてる人には確かに差別を受けたと思われる人もいる。
でも、本とにその人差別受けたの？
なんにもわるいことしてなくてそうなったのって疑問に思う人が批判的になってるだけではないかな。
わかんないけど、自分はそう思ってる。
黒人犯罪の背景にいる被害者もいるのをわすれてはだめなのでは。
だからちゃんと事件の背景を確認して差別的なことを受けたなら主張したらいい。犯罪者が過剰な抑止をうけたとなれば、正直犯罪者だから手加減できないのか、差別的思想があったのなんか区別できないことも多いでしょ。警察官も命がけだよアメリカなら。",
42,"ボイコットしてもいいですよ。
なおみちゃんの意見はリベラルセレブや有名人と同じです。BLMを肯定して美化すること。私は賛同していないので、ボイコットされてもふーんという感じです。
BLMは絶対100%正義の団体でしょうか？保険が下りるからと商店を破壊する行為で多くの被害者が出たけど、それも良しと言ってます。白人警察が黒人の容疑者が、勝手に逃げても差別だから追いかけてはだめ、捕まえないって事ね。　そもそも警察要らないなら、警察呼ばなきゃこんな問題起きないです。黒人が起こしてる問題は自分たち自警で取り締まれば差別問題起きない。そうしてください。",
43,"この記事は最初から間違えている。
BMLは「黒人の命は大事だ」であり「黒人の命も大事だ」ではない。
AML「全ての命が大事だ」と主張した人がBML信者から暴行を受けている。それでもBML信者の大坂なおみを支持しますか",
44,"黒人によるアジア人差別、メキシコ人差別も一緒にやって欲しいですね。黒人差別だけが人種差別問題にするのは差別です。

中国によるウイグル人の迫害(強制収容、拷問、強制避妊など)だって相当なもんです。自分は黒人だから黒人以外の問題は取り組まないというのなら、日本人が黒人差別の活動に乗り気じゃなくても文句は言わないでほしい。

ＢＬＭ運動の厄介なところは善良な黒人の人権と犯罪を犯した黒人の人権を意図的に混同させていることです。善良市民は応援したいが、犯罪者の人権支援なんか知ったことではありません。",
45,"テニスの試合をやるかやらないかで、黒人差別は解決されない、全く。
プロスポーツは、スポンサーや観客、テレビ視聴者で成り立っているので、世間で気に入らないことが起こっているからやめるではなく、勝って、堂々とメディアに主張する機会を得た方がよい",
46,"＞大坂なおみは「ブラック・ライブズ・マター（黒人の命も大事だ）」と書かれたＴシャツを着て

「ブラック・ライブズ・マター」を「黒人の命『も』大事だ」と訳している時点で、この人は客観的に物事を見れない人だなとわかる。

犯罪者の尊厳を守るためにボイコットするというのもバランス感覚が悪い。
まあ、これは大坂の問題じゃなくてアメリカ全体がそうなので、アメリカ社会の一員としては当たり前の行為と言えるかもしれないけど、日本社会から見ておかしいと思うのも当然だろう。",
47,"人種差別を声高に叫ぶなら誰も反対しない。

彼女は黒人差別のみ反応するが、
黒人も黄色人種を差別する行動をとる。

そこはスルーなら単に黒人だけを擁護する
薄っぺらい活動だ。

彼女ほどメジャーになったら
トーナメント中にしなくても
試合後でも十分伝わるはず。

その時は黒人だけでなく
全ての人種差別に抗議して欲しい。",
48,"だから、人種差別やテニスについて
日本人が意見することが
そもそも無理なんだって。
関取が背中に
味噌味のちゃんこ不味い！
って書いて土俵入りしますか？
って比較するのが関の山。
お、四股名っぽい。",
49,影響力の有る大坂選手だからこそ黒人達に向かって犯罪は止めましょうと言って欲しかったです。,
50,"批判の声の内容を見ていないのがよくわかる。
大坂なおみも黒人が何をしたかを見ずに「撃たれた」だけでぎゃーぎゃーわめく。
要するに、人権やら権利をうたうやつらの大半が何も冷静に見ることができていないってこと。",
51,"日本人への批判をオーストラリア人？の人にされたくないよね。
嫌なら日本で働かないで、オーストラリアでおとなしくしていて下さい。",
52,"小さな事を気にするのは病気からだろうが
＞彼女を部下か何かと勘違いしているんでしょうか
そんな奴はいない笑　頭が昭和なんだね
ネットの拾い読みでの作文は別に構わないが、少しは取材するとかしてみたら？",
53,薬物中毒で死亡、グローブボックスにナイフとかを見て見ぬ振りのあなたこそ見当違い。,
54,"小島慶子の言うこと ＝ 常に間違ってる ＝ 真逆が正しいこと

ということは、大阪なおみのボイコット批判は正しい？",
55,黒人の命は大切だから私も仕事休もうかな？,
56,アジア人差別は見て見ぬふり。黒人犯罪者の名前を掲げて試合に出るようなバカを応援はしない,
57,"批判を批判する不思議
頭大丈夫？",
58,この人のしゃべり方、生理的に無理です。病気だったらごめんなさい。,
59,BLM運動がおかしな運動という事を知らないから批判されたんでしょうね？,
