,comment,info
10,"やっぱりヘンリーさんに愛はないみたい
いいのかヘンリー（笑）
利用するならもう少し大事にしてっていうかそう見せる努力もしないと
女優じゃのし上がれないからロイヤルってヤツですか
何かを成し遂げたいんじゃなくただただ有名になりたいだけじゃ人はついてこないでしょうね",
11,"イギリス王室って世界中から注目されちゃうから、こういう変なのが寄ってきちゃうんだろうね。
間違いなく彼女は、ダイアナ妃よりもイギリス国民の記憶に残りますよ。黒歴史として。

キャサリン妃を選ばれたウィリアム王子は、
本当に人間ができてる。",
12,メーガンの上昇志向はすごいな。そのとめどない上昇志向こそ、氏育ちが悪い証拠だと思う。成り上がり人生。欲の塊。悪いけど、親見てびっくりした。,
13,"目立ちたくなくて王室離脱して一般人になった、はずなのに、ことごとくカメラ目線でキメキメで写ってたのが腑に落ちるね…

服とか外側だけ真似っこしたところで、中身も生まれ育ちも違いすぎて無理よ。
それにしても野望が激しすぎて笑うしかない。",
14,"メーガン、精神的に狂っています。
メーガン英国王室を引っ掻き回しただけで無く、アメリカで付き合うセレブ達と一時は仲良しになるが、メーガンの傲慢さがアメリカセレブの傲慢さを超えてハイパーとなり、絶えず揉めて嫌われる・うっとうしい存在となるだろう。",
15,"そんな野望など持たなくても、メ一ガンさんは立派にダイアナ妃よりもビッグです。
態度のでかさ、厚かましさ、横柄さ、育ちの悪さ、冷酷な人間性、どれをとっても見事にダイアナ妃を圧倒しています。
最も、人としての一番大切なものでは、比較にも値しませんが。
ダイアナ妃の映像や記事は、今でも見たいと思うけれど、作り物のメ一ガンさんのものなど見たくもない。
他人を使って自分をよく見せようなどと小細工はせず、堂々と実力でダイアナ妃を超えてもらいたい。まあ、メ一ガンさんには逆立ちしても無理だけど。",
16,いやいや、ただ単に自分の野望を正当化する為にダイアナ妃の名前持ち出しただけでしょ。他人を利用してのし上がってきた女と貴族出身のダイアナ妃になんの共通点もない。同じような生き方も価値観もない。よくこんな見えすいた嘘を言えたもんだと思う。もしメーガンが本当にダイアナ妃に憧れていたなら、もっと上品で慎ましく生きる努力してると思うし、ハリウッド目指してアメリカになんかいないと思う。,
17,"「世界で１番綺麗なのは誰？」
と聞いている魔女のようなイメージを持ちました。
ダイアナを尊敬しているように思えない。そして、ダイアナを充分に研究していたのにハリーに初めて会った時はあまり知らないフリをしていたんですよね。メーガンは怖い人だ。",
18,"ダイアナ元妃よりビッグになりたいとか、
世界で最も有名な女性になりたいとか、
それは第三者に依頼する物ではありません。

ほんとに魅力のある人は自然とそうなるのです。
そうなろうと画策してる時点でムリなのですよ、メーガンさん。",
19,"ダイアナさんとは格が違うし人気の次元も違う。
超えるとかいう発想はやめて下さい。",
20,"確かにダイアナさんを超えたよね！
その悪名が！（笑）
これはこれですごいと思う。",
21,"アメリカで国連の親善大使の活動を少しやった程度のキャリアで、折角王室に入っても2年足らずでは何も実を結ぶ事はしていない。ヘンリー王子にピッタリ張り付いて愛想を振りまいていただけ。
まあ、ステイタスを掴むための準備段階のための王室入りだったのでしょう。
所詮、いつも誰かの力を借りてのし上がろうとしているだけ。
ダイアナ元妃やミッシェル　オバマさんやヒィラリー　クリントンさんに憧れて、自分もなれると思い込んでいるのでしょう。
コネに頼らず、自分で地道に足場を固めていく活動ができるなら話は別でしょうが…無理かな？",
22,"友達が、子供の頃泣きながらダイアナ妃のお葬式の中継を見ていた、と証言していたのに、婚約時のインタビューでは、紹介されたときハリー王子がどんな人だかよく知らなかった、と発言していた。
ハリーでなく母親のストーカー。
だから、キャサリン妃と扱いに差をつけられるのも我慢できなかった…この人、歴史に残るサイコかも。",
23,"この手のゴシップネタはどこまで本当かわからないけれど、
ただ、メーガンのような5流の女優は中途半端なキャリアしかないのに
自己顕示欲と承認欲求が異常に高い。
そのMe-gainな態度がマスコミを喜ばせるターゲットになっているんだけどね。
そして、裁判を起こしたりして。
彼女はつくづく貧乏性なんだと思う。",
24,"ロイヤルメンバーになって、人気者のなりたかっただけの人。
ある意味、小室親子のようだ。",
25,ヘンリーは利用されただけ。哀れだなと思う。英国の家族からも離れて王族でもない。メンタルが相当やられそう。もともと強くなさそうだし。,
26,"よくこんな図々しい事言えるよね。
ハリーとウィリアム王子がそれを聞いてどう思うかなんて頭の片隅にもないんだろうね。
恥知らずって言葉、この人の辞書にはないのかな。",
27,"たぶん、ヘンリーさんの事なんて愛していなかったのでは…
イギリス王室に入る為に、ヘンリーさんを落とすのは、結構容易な事だったんだろーなー
ヘンリーさんが独身であったのが、彼女には最高のラッキーでした。
そして、王室の遺伝子を持った子供まで持った。
描いたシナリオ通りになって、高笑いのメーガンさんの顔が目に見えるようです。",
28,"偉大な人は、基本的に偉大になりたいとは思ってないはず。結果的に偉大と評価される訳で。

芸能人や有名人は、とにかくビッグになりたいのも動機として良いのかもしれない。手段を問わないのも、一つの方法。でも実力や、実人気が無くてはお話にならない。

リンクのドレスも酷かったですね。二重の意味で、ダイアナ妃への冒涜だ。三重か？
ダイアナ妃の姪の結婚式に、だらしないドレスと帽子で失礼。ダイアナ妃には似ても似つかない。実家の祝い事に、息子の妻が非礼を働く。

ヨーロッパの王子から聞いたという事は、よその国にもお仲間のバカ王子がいるという事か。パーティーで他国に出かけて感染した人がいたなぁ。",
29,"ヘンリー王子、あなたはとんでもない女性に洗脳され、利用されているのではない？
あなたは生まれながらの王子ですから、ロイヤルの環境が、あなたに一番ふさわしいと思います。
根なし草のように漂っているだけでは、何の解決にもならないですよ。
ロイヤルとしての責任を果たすことを、ダイアナ妃に教えられたはずですよね？
離婚してロイヤルに戻って、ウィリアム王子、チャールズ皇太子、女王陛下をサポートしてください。",
30,"よく言えば向上心旺盛…そもそも、この人は何のために
王子と結婚したのかしら、ここまでくると、一生有名人でいるために
結婚したのかと思う。どんな考えの持ち主であっても問題ないが
振り回される周りは大変だろうなあ",
31,"ダイアナさんの上辺だけしか見てないんだね。
薄っぺらな性格。
ダイアナさんよりビッグになりたいなら
ダイアナさん以上の不幸せも
味わってみると良い！",
32,"ほとんど世界中で、ゴシップの焦点はもう夫婦じゃなく妻。ゴシップだろうと悪口だろうと、スポットライトを浴びるのは自分だけ、という状態はとりあえず手に入れた。なにしろ「もとお友達」には不自由しない体質のようだから、この方の暴露話が尽きることはないでしょう。でもまだ、不自由してないのは話題だけで、お金ではないみたいね。ときどきは夫とか息子とかを取りだして引き立て役にするんだろうけど、それよりも回数多く金づるに噛みついていて大丈夫かな。
ご主人はもう、「母より妻のほうが上」ってはっきり言えるようになってるのかな？　その競争がいちばん厳しいのでは？　11歳の自分を遺して不遇のうちに不慮の事故で死んだ美しい母、に勝てるかどうか。
今の路線についていくと、ご主人はいずれ、ヘンリー？　ああ、ダイアナの息子でメーガンの夫だったひと。でいまどうしてるの？　って言われそうだけど。",
33,"こう言っちゃ何だけど、産まれた時点で立ち位置から違うというか。あっちは貴族だし、配偶者にヘンリーを選んだ時点で次男の嫁。将来の国王はウィリアム王子だし、立派なキャサリン妃、かわいいお子さんも複数いるし、よっぽどのことがないとヘンリーは国王になることはない。

ダイアナさんは有名だけど、有名なのは離婚劇に悲劇があったからこそだとも思うし比較してビッグになるとかいう対象かしら？直接嫉妬するならキャサリン妃にだろうなー。若いし美人だし子供にも恵まれて、周囲にも受け入れられて褒められて見るからに幸せそうだもん。揉めた話もあったし、メーガンの一方的なライバル意識と嫉妬で、王室抜けた原因だと思う。二番手じゃ我慢できないけど、じゃあ次男を選ぶなよっていうね。",
34,"世界で最高のインスタグラマーを雇うとかPR会社を雇うとか
お金かけて相当一流どころを用意したんだろうけれど
それでも人気ダダ下がりで今ではヒール

世界でNo1の嫌われ元王子とその嫁なら射程距離じゃない?
ある意味歴史に残るヒールに成れそうだから、何にも努力の必要性もないから、そのままの性格で突っ走って下さい。

嫌悪感突き抜ける人だね。",
35,"何のコンプレックスの裏返しなんだろ？
本当に自分に自信があるなら、そういうの目指さない。
唯一無二の自分を育てる。
上昇志向が悪いとは思わんが、誰かの代わりは違うのよ。",
36,"何だかとても、この記事見て､メーガンさんに腹がたってしまう､ヘンリー王子との結婚すら､自分が有名になる為に結婚したのではと疑ってしまう
ダイアナ妃の足元にも及ばなですよ貴方は､王室を抜けたのも､キャサリン妃と比べられる事に耐えられなかったからよね？
野心家よね､メーガンさん､キャサリン妃やダイアナ妃の日本のファンの方はわかっていますよ､エリザベス女王は貴方は事をわかっていたから、可愛い孫ヘンリー王子に目を覚まして欲しいから､王室を利用してを許さず、抜けさせたと思うし",
37,"有名にもいろいろあるからなぁ。尊敬とか憧れで有名ならいいけど、中にはとんだ軽蔑やバカにされて有名というのもあるし、残虐や悪どい犯罪で有名とかね。
メーガンは有名ではあると思いますよ。世界中でその名や存在は知られてますもの。ただ有名なだけではなく、ダイアナのように、ダイアナ以上に尊敬や憧れの対象になりたいということ？
でも、自らそうなりたいなりたいと願ってる人はたいがいなれないのですよね。人ってあまり欲のない、淡々としてる方に惹かれますから。
見て見て！私！尊敬してよ！なんてあんまり押し付けられるとげんなりするものですよね。",
38,ダイアナ妃が完璧だったと言うつもりもないし、王室が善人の集まりだと言うつもりもない。しかし金や名声だけでは決して動かない人たちなのです。欲深い一般人であるメーガン妃には無理。,
39,"でしょうね。
ダイアナ元妃のように世界中から称賛され、ダイアナ元妃よりも王室から丁重に守られたかったんでしょうけど、あいにく未来の王妃と王位継承第6位の妃じゃ、扱いは違う。
キャサリン妃は王室に馴染む努力もしてて、守られて当然の立場。
一方、メーガンは王室や英国民に寄り添う態度も見せず、ただ贅沢・散財しただけの女。
嫌われるのは当たり前。",
40,"ダイアナさんも両親や継母との確執、チャールズ皇太子との破綻した結婚生活、境界性人格障害丸出しの言動など、いろいろ問題を抱えていました。

もっとも、
少女時代から慈善活動に熱心だったこと、
アンゴラの地雷原を自分の足で歩いてこの兵器の恐ろしさと犠牲者の悲痛な訴えを世界に広め、問題意識を皆に共有させたこと、
エイズ患者を抱きしめ「身体接触では感染しない病気なのだ」と認識を改めさせたこと
は、間違いなく偉業だと思います。

2007年の夏に没後10年を記念した特番が放送されて、その中で彼女が度々訪問していたというエイズ専門の病院の入院患者がインタビューに答えていたそうですが、
「ダイアナ妃は、心から真剣に活動に取り組んでいた」
「何か下心を持ったまま、やって来られても、こちらには分かってしまうのよ」
と言っていたとのこと。

「ダイアナさんよりビッグになりたい！」なんて下心丸出しじゃあね…。",
41,メーガン、あなたはダイアナ妃とは全くちがいます。何が違うかというと、あなたのハートです。全てに自分自分。そんなにでしゃばらなくても人徳のある人には周りが敬意をはらいます。,
42,"「ビッグになりたい」ってなんか矢沢永吉の成り上がりを思い出して笑っちゃったわ（矢沢さんすみません）。要するに「この人、テレビによく出てるけど、結局何してる人なの?」っていう安っぽいタレントみたいに有名ならなんでもいいんでしょうか？
世界一嫌な女性という部門ではNo.1になれると思う。",
43,"ダイアナ元妃は自ら行動して世界の共感を得ていた。セレブが集まるパーティーやイベントに参加するすることなく。「自分が行くことで注目が集まるから」と地雷撤去現場に装備着て入って行ったり、黒人問題や貧困問題に参加してましたよね。生前のマザーテレサとの親交も。メーガン妃にこれ以上のことが出来るのだろうか？
称賛ではなく悪名なら可能性は有るね。",
44,"もう既に失速気味じゃない？
ダイアナどころか、王室の誰よりも過去のひとだよ？？
ヘンリーに捨てられるのも時間の問題じゃね？？？",
45,"真実か否かは分からないけど、もしメーガンがダイアナ妃よりビッグになりたいと思っていたら、今すぐヘンリー王子と離婚して一般人になってほしい。
ダイアナ妃の事を馬鹿にするのは金輪際やめてほしい。",
46,"ダイアナ妃よりビッグは無理としてもビッグネームになるには死に方ではないですか？
メーガンさんは期待外れだったし、もう王家とは関係ありませんから。",
47,"十分ビッグでは。
主にデカい態度、壮大(らしい)野望、ツラの皮も厚く、ビッグマウスの自己中なおばさん。

ダイアナ元妃やキャサリン妃とそもそも同じ土台で比較できる人間ではない。",
48,普通　有名になろうとかの　野望がないと　とうてい合わない　白人社会の最もであるイギリス王室などに　嫁がない　それに　最初から　離脱目的で　注目を浴びさえすれば　女優復帰もあるし　いいとこ取りも　計算ずく,
49,ダイアナ妃は有名になりたいとかそういう野心を持っていなかったからこそのあの輝きだったと思うんだけどな。,
50,"ダイアナ妃がなぜ今でも多くの人たちの心に残り続けるのか。下世話なスキャンダル的な人気を全否定はしませんが、決してそれだけしかなかったわけではないと思います。彼女の生き様や彼女が人としてどうあろうとしたのか、そういったことが人々の心に何かしらを残したからこそ今でも59歳の誕生日を祝おうとする人がいるのではないでしょうか。

そのダイアナ妃について出てくる言葉が

「メーガン妃はダイアナ元妃より人気者になりたがっていた」
「ダイアナ元妃よりもビッグになりたい」

だとは……。ダイアナ妃のことが超有名インフルエンサーか何かとしか見えていないのでしょうか。なんというか、浅はかですし俗物すぎますし……呆れます。",
51,この人、自分が王室に受け入れられなかった逆恨みで「差別撤廃」「人類皆平等」を盾に、まずは英国、そして世界に残る王室制度廃止運動始めそう、ネタに尽きたら。,
52,"「ザ・サン」と言えばイギリスのゴシップ紙。
嘘や誇張の記事が多いけど、この記事は本当だろうし誰も信じてるだろう。
それだけメーガン妃は大衆から嫌われてる。",
53,そういう検討違いの野心ある人が王室でうまくやっていける訳ないわ。まあ無名の三流四流女優崩れがロイヤルメンバーのハリーと結婚したお陰で有名にはなったけど、希代の悪女という意味で有名になったと思うわ。,
54,ビッグの意味合いっていろいろあるから、今後メーガンさんは確実にダイアナ妃よりもビッグになると思う。,
55,気品は作れるものではないと二枚の画像に出てます。,
56,「差別や不平等と戦う」と言っておきながら、自分は特権階級に執着するという最大の矛盾。,
57,"メーガンはイギリス王室を侮辱して恥をかかせるつもりですかね。
ダイアナ妃より有名になりたいとふざけたこと言いますよね。
ダイアナ妃が生存していたら、ヘンリー王子との結婚に反対していたでしょう。
メーガンは顔に品がないんです。気が強く優しさが感じられないですね。",
58,"妄想するのは勝手だけど、ヘンリーも早く現実を見て離婚して。
ダイアナも憂いてる。
メーガンがまさかこんなにひどい人間とは！",
59,"で、浮気して王室離れてパパラッチに追いかけられて事故して死亡、か。

王室を離れる早さはダイアナより早かったから勝ったね。頑張ってくださいね、民間人。",
60,私には全然理解できない、me!me!me!の人だ。あの、アーチーの足だけ、とか手だけ、のモノクロが世界一のインスタグラマーの作品だと言うのか。ダイアナ妃と似てるという花柄のドレスは、写真は実際より悪く写るのかも知れないが、寝巻きを着てるように見えた。,
61,"野望があるのは勝手だが
これ以上ヘンリー王子を振り回すのだけはやめてやってくれにゃ・・・",
62,"ハリーはそのダイアナ妃の息子だから、結婚したのですね。
ダイアナ妃よりビッグになりたいって、身の程知らずですねぇ。",
63,強い白人コンプレックスがあるんやな笑　　ダイアナさんの服はダイアナさんにしか着こなせないんやから自分らしさを追及すればいいのに　悪いがキャサリン妃でもイマイチだけど、キャサリン妃はキャサリン妃の個性があるから素敵なんだよ　　メーガン、中身が三流なんやからダイアナさんは諦めた方がいい,
64,"王室にいたヘンリーを絶対的信者にする為、ダイアナ元妃を使ったんだろね。上手くいった様子。
あの時が頂点であり、今となっては…転がり落ちるのみだよ。カリスマ性もないし誰も相手にしなくなるもんね。。",
65,違う意味で注目を浴びている。2年で自ら夫の王子とともに王族離脱をして、イギリス王室をこきおろしている女性。,
66,ダイアナ妃は積み重ねてきた実績や努力があるから人気だったのであって、作られたものじゃない,
67,"身の程知らずとは、この人のためにある言葉ですね。お気の毒にすら思えてきました。王子は本当に見る目がなかった。残念かつ滑稽です。
この人にはダイアナのダの字も口にしてもらいたくない。",
68,人はそれぞれの自己実現のステージ(舞台)を求める。メーガンの舞台は皆さんご承知の通りだが、レベルは独裁者並み。,
69,そのような発言が出るということは、夫のヘンリー王子に対して全く配慮に欠けている印象を持つ。,
70,"すでに十分有名だしビッグですよ　悪名だけは。
夫と子供の邪魔ばかりして　ダイアナさんも敵わないくらい毒妻で毒親。
あ　いえダイアナさんは少なくとも自分の仕事はこなしてましたから。",
71,まず、ダイアナ妃と違って次男と結婚してるし、ダイアナ妃に憧れてた人が夫の母親を越えたいとか、矛盾してる。メーガン妃叩きした方が本が売れると思ったから書いたっていう風に思える。,
72,"はいはい。

違う意味であなたは世界中の笑者になっていて、有名ですよ。",
73,英国ほかの皇族の意味が分かっていない人である。ビッグになりたい=お金持ち、有名人位のイメージだけど、高貴な精神が理解出来なければ、単なる欲深な人だろう。,
74,"メーガーさんは、ダイアナ妃の様にはなれません。もう、たかが、一般の方が日本にがいこうに来ても日本国民は喜びません。笑
次男坊の奥さんは、長男の奥さんには敵わない。",
75,ビッグになりたいとか、なんだそりゃ… 態度は誰よりもビッグですけど…,
76,向上心というか身の程を知れと言うのか…開いた口が塞がるけど気持ちは開いた口が塞がらんな！,
77,"メーガン妃がダイアナ妃よりビックになれる訳がない！メーガン妃はわがままで自分勝手すぎる
から無理！勘違いも程々にと言いたい！",
78,"メーガンさんはダイアナ妃になれるわけがない　笑
容姿も素行も段違い。格が違う。",
79,"作為的な悪意ある記事だな。
そんな風には見えないし、むしろキャサリン妃の方が立場的にもそう考えていると思うよ。",
80,"悪名部門では、現在の世界の王家の中でもぶっちぎりでは。
良かったですね。",
81,？自分の立ち位置わからないのでしょうか？ダイアナ妃より上？無理です。,
82,ダイアナ妃もそうだけどキャサリン妃すらも越えられないですよ。次元が違いすぎる。,
83,"自己顕示欲のかたまり。
恐ろしく濃いメイクをみれば考えてることわかる。",
84,"そもそも第２王子と結婚しただけでビッグになれるわけないし、ダイアナよりなんて無理に決まってんじゃん。
野望はいいけど賢くないなあ？

知ってたけどw",
85,"ダイアナ元妃を超えるとか
夢の見すぎでしょう",
86,暴露本っていうか、想像を書き連ねている感じ。買う人がいるなら、それでもいいんでしょう。,
87,逆立ちしても、何をしてもダイアナ妃より有名にはなりません。あ、真逆で有名になりつつあるようです。,
88,もし本当にそう言ったのならこの人は本当に愚かだと思う。,
89,競争の苛烈なハリウッドでそこそこ成功した女優、自己顕示欲、負けず嫌いや主張はそりゃ強いだろう。,
90,ダイアナ妃の足元にも及ばない…,
91,痛々しい女だね。なろうと思ってなれるものではないでしょ。そんな腹黒さがあって、ダイアナ妃に到底敵うわけがない。とんでもない女を嫁にしたもんだ。,
92,メーガンは自身の願望と実力がかけ離れ過ぎてる。,
93,やはりこの人は、ロイヤルを、セレブや芸能人と同じ「のし上がる」ものだと思ってたんですね。,
94,この先、お騒がせ人生が続けば、ある意味でダイアナ元妃を超える！,
95,"ヘンリーはただ、利用されただけなのか？
イギリス王室がハリウッド女優(ただし二流)に利用されるだなんて・・・情けない。",
96,こうも大それた夢を叶えるため、なりふり構わないと、全くの他人だけど恥ずかしくなる。,
97,"あはは、ハリーは踏み台ですってことだよね。
誰もがわかってるけど。",
98,"この服、カーテンかと思った。
肌色とかじゃなくてとにかく帽子も服も似合ってなかった！",
99,"有名にはなるかもしれないが
敬意や憧れは抱かれまい
悪名は轟くだろうけど",
100,"> 花柄のサマードレスを着用した際は「そっくりすぎる」

絶対にない。
服が似てただけでしょ。",
101,"ある意味もうダイアナ妃より有名ですよ。
真逆のイメージでね.......",
102,言いたくないけど育ちが違う。メーガンさんについてはこれしかない。,
103,どうせなら、ちゃんと証拠用意したらいいんだよ。,
104,ダイアナさんの足元にも及ばないだろ！同じ土俵にも立てないよ。,
105,"「王室離脱」してからも、民間人のように仕事見つけて働くということはしないで、慈善事業のような場所へ顔を出し続けているメーガンさん。
結局、お金にも宣伝にもならない社会貢献をアピールし続けているのは、ただの有名人ではなく多くの人から称賛されるプリンセスになった気分なのでしょう。

そうすると、ただの一般人に戻るわけにはいかないので、北米で自由に暮らすけど、王族の地位や特権は維持したいという、都合のよい半公半民状態をやっぱり希望しているのでしょうね。

ここまで関係を悪化させていまさら何？というのが一般人の感覚ですが、メーガンさんは勘違いの天才で空気も読めないので、まだロイヤルのつもりかもしれませんね。",
106,ヘンリー、こんな人の、どこがいいの？,
107,"堕ちろ……ヘンリーはそれを許してるの？？？

身内なら絶対許せないな",
108,"死んだら有名になれる

ダイアナが生きていたら、叩かれまくってたと思う
悲しいことやけどね",
109,離脱したのに、王子と王妃なの？,
110,出会ったとき、ヘンリーを知らなかったって言ってたよね。尊敬してる人の王子知らないってんなわけないだろとんだ大ウソ,
111,自分が一番目立ちたいだけ,
112,"褐色の肌にブルースの花柄はにあわないね。

ダイアナ妃なんだ？

それで息子に近づいたのですか？

ますます嫌だわ",
113,ダイアナと同じ運命が待っているよ。,
114,なーんかとんでもないのと結婚しちまったねぇ。,
115,"じゃあ、離婚して早しにすりゃいいやん
何寝言言ってんだかw",
116,"既に有名人ではないですか！
悪名の方ですが(笑)
結婚してから人様に誉められるようなこと
していますかね？
私には思い浮かびません",
117,"ヨーロッパのある王子からの情報…気になりますね。ヨットガール時代の繋がりかな？
この自己愛性パーソナリティ障害の女性ならではの発言ですね。
馬鹿だけど優しいヘンリーさんと普通に王室でしきたりを守りながら公務をこなしてたら、それなりに正当な評価をされていただろうに、やはりお里が知れるというか…
育った環境の問題だけでなくMMは異常者ってこと。",
118,"長男の嫁でもないメーガンが、ダイアナよりもビッグになる方法は、黒人である自分が、王室に過去の奴隷制と黒人差別について、謝罪させることしかないのですよ。
彼女は、王室にそれをさせようとしているのですね。
嫁に行きながら、相手の家を批判して潰す。
まるで戦国時代のような遅れた手段ですね。自分の人徳と努力なら、見る目も変わりますが。
所詮、人種も性別も関係なく、手段を選ばない自分が批判されているのに。野蛮。",
119,"肌が汚くて労働者みたい。
なぜこんな人を選んだのか理解に苦しむ。
ダイアナ妃を亡くし王室への反発の結果としか思えない。
ヘンリーは冷静に自分の人生を考えるべきだった。",
120,"めちゃ笑った
どこの芸人のコントかと思ったわ。
世界一になりたいのなら自分の力で。
英王室に潜り込めたら世界一になれるとでも思ってた？
それにはヘンリーでは役不足で残念でした。
一流の人を雇っても本人に魅力がないのだから。
これが事実なら相当のバカと言うか、頭悪過ぎにも程がある。
周りが恥ずかしいくらいよね。",
121,悪妃メーガンではダイアナの足元……いえ名前すら出す事も汚らわしいと思う。きっとダイアナも怒りに満ちた瞳であなたを見てるでしょう️英国や王室に対してテロ行為や国家反逆罪 見たいな事をしてと………メーガンと️,
122,"貴女はもう、十分にビッグですよ。おめでとうございます。
私利私欲の強さ、わがまま、世間知らず、裸の王様、KY、…、貴女に似合う素敵な言葉を挙げれば枚挙に暇がありません。",
123,"この話が恐ろしいのは、ヘンリー王子はたまたま知り合ったセレブとかってわけじゃなくて最初から完全に狙いを定めて近寄ってったって状況証拠になることだね。
稀代の毒婦の座はゲットだ。",
124,お言葉ですが后様、后様の.阿保亭主とその阿保王子それからその奥方とはダイアナ妃は格が違いますります。,
125,身の程知らずにもほどがある,
126,"ひえー！！
ここまでとは、、
英国国民は出て行ってくれてホッとしてそう。",
127,世にも美しいお母様を見て育ったヘンリーの審美眼は節穴か？,
128,相手を愛して結婚したんじゃないのかよ。旦那もステータスくらいにしか見てないのね。アメリカ人のオンナらいしわ。,
129,"ぷぷ。。
もう笑いが止まりませんねー。
ダイアナ妃よりビッグになりたい！って何でしょうね？？（笑）
有名人になりたい病すごいね。。
よほど芸能界で悔しい思いをしていたんでしょうねー。一体何でビッグで、有名になるつもりなんだろう？？？",
130,"ダイアナよりビッグになりたいとか頭の中は
小学校低学年並ですね。",
131,本当にこの人は何を勘違いしているのだろう…。とんでもない悪女に騙されちゃったな。アーチーくんも人質でしかないし、イギリス王室と国民が気の毒すぎる…。,
132,"だいたいアメリカ人　バツイチ　野心の塊の二流女優を嫁にしたヘンリーが悪い！王室に入るべき女じゃない！イギリス王室はアホすぎる！許すのが悪い。

アメリカ女に引っ掻き回されてるイギリス王室
ずっと悩まされるだろなぁ。厄介な女に捕まったヘンリー",
133,死者にまでライバル心燃やすの？心の豊かさがなさ過ぎる。,
134,"ヘンリーが悪いと敢えて言っておく。
それでも手放さないヘンリーは、よっぽどこの女が良いものを持ってるんだろうな。
だから、メーガンが悪いのではなくてヘンリーが馬鹿。",
135,"もう、おなかいっぱいって感じだ。
メーガンも相当下品だと思うが、これを取り上げるHint-Potって
もっと下品だな。",
136,"何と己知らずな女。
格が違うことを知らぬとは。

本当にイラッとする。",
137,"もうここまで来ると精神的にヤバイ人。

有名なメンタルクリニックに行った方がよいよ、",
138,自己顕示欲と虚栄心の塊。動機が不純すぎて、品も何もない。,
139,身の程を知れ,
140,なんか、はずかしい,
141,"ダイアナ元妃よりもビッグになりたい……………


あほか((((；゜Д゜)))",
142,図々しい。,
143,メーガン、頭に何か湧いているんじゃなかろうか？,
144,何がビッグ？生まれも育ちも何もかもが天と地ほど違うのに。野望どころか、ただの夢（笑）,
145,もうねそんなことを考える心が小さいよ！！！！！！！！！！！！！,
146,ヘンリーの見る目の無さ,
147,絶対無理,
148,見た目も中身も終わってる,
149,ひたすら下品な人だな。,
150,"野望だけはビック！
脳みそは極小…",
151,ひたすら下品な人だな。,
152,"もういいからアッチ行け
シッシッ",
153,こんな奴が？,
154,ウケる～www,
155,"無理。
月とスッポン。豚に真珠。英国の薔薇と米国の排ガス。",
156,"ダイアナは白
メーガンは黑",
