,comment,info
10,"セーラームーンの髪の色は公式設定として黄色。しかも当初は銀髪予定だったのを、漫画のカラー映えのために黄色に変更した。アニメの肌の色だって普通に色白日本人のものだよ。
強引に白人優越主義にからめるなんて侮辱もいいとこ。",
11,"アメリカ在住ですが。

鎌田さんのおっしゃる
『「モデルマイノリティ」として振る舞おうとする。そのこと自体が黒人差別だと私は考える。』

ちょっと勘弁してくださいよー！モデルマイノリティーとして振る舞おうとしてるんじゃないんですよ、品行方正に生きていく、ていう日本人の国民性、もしくはアジア人各国の国民性からきている言動を「差別」って捉えるの、本当にやめて欲しいです。
差別主義者でもない、フェアーに生きている人間まで「差別主義者」のレッテル貼って、鎌田さんみたいな人達が差別を作り出しているってこと、いい加減気がつきませんか？

コロナがアメリカで広まり始めた時、たくさんのアジア人が黒人から暴力を受け、暴言を吐かれた件は無かった事になっているんですか？そういう勉強をされているのであれば、もっと公平な目で、事実を見て欲しいです。あなたの考えは、見たいものだけしか見ないで批判しているだけです。",
12,"鎌田さん!

失礼だけどアメリカに長年居ながらアメリカの州法を存じないの!?

酒類を提供するバーやパブ等では「必ず」運転免許等州が認めた有効な写真付身分証明書が必要なんですよ。

もし、不所持又は提示拒否又は無効な証明書提示の場合、店側は入店拒否出来る。

これはもし発覚の場合、店側が処罰され、最悪、営業許可が更新されなくなるから。

更に悪質と判断されると経営者が逮捕され未決囚として、Jailに収監される。

またアジア系警官と言っても、アメリカ人なのだから日本とか関係無いでしょうよ!?

変な屁理屈をやめて欲しいし、煽動しないでくれ!

UCLA Law School　修了生より",
13,"単純にカッコいいな、綺麗だな、と思うことも、肌の色が白人と有色人を均等になるように讃えないと差別なのか？
人種に拘らず、素敵な人は素敵なんだから、変な平等圧力をかけて違和感のある作品だらけにしないで欲しい。",
14,"知ってる？第一次世界大戦後のパリ講和会議で世界初の人種的差別撤廃提案したのは日本。
それを握りつぶしたのはアメリカ。
戦前、黒人解放の指導者として活躍するもFBIに捕らえられ歴史から消された中根中。

主語を思いっきりでかくして加担とか言わないで貰えますか。",
15,"基本的にはアメリカの国内問題といえるものを日本の問題にしないで欲しい。

もちろん、黒人差別の問題は人道の問題でもあるから解消すべき問題ではある。そういった人類的正義の話であると同時に、私たち今より先に日本人が人道的問題で困難を抱えたとき国際社会から助けてもらえるように、黒人差別解消は「情けは人の為ならず(巡り廻って自分のためになる)」という種類の日本人の功利的問題でもある。とはいえ、黒人奴隷制度に由来する差別問題はアメリカやヨーロッパが起こした問題だ。

筆者がいうように、アメリカの東アジア系移民(日系・中華系・韓系)の子孫がモデルマイノリティだ、というのはそうだろう。とばっちりを受けて黒人が不当に低くアメリカ社会で評価されてしまう面もあるだろう。だが、それは「黒人差別に日本の私たちも”加担”している現実」というような強烈な表現で日本が非難されるようなものか？",
16,"誤解を恐れず言えば、人間生活は差別心の上に成り立っている。

極論、結婚というシステムにしても容姿や性格で他人を選別し、それを選ぶ行為は差別そのものであろう。

問題なのは差別心ではなく、それを攻撃的な言葉や行動に移してしまう幼稚な精神なのだ。

差別心を発露し、他者を攻撃するという行動はすなわち「いじめ」と同じシステムである。

これは人類全体の根源的な問題であり、「黒人差別問題」とするのは偏った方向に矮小化させているだけである。",
17,"太平洋戦争時日本軍がベトナムをあっという間に陥落させ痩せた日本人がフランス人捕虜を扱っているのを見てホーチミンはアジア人でも白人に勝てると思ったという。
その後ベトナムは米国に勝利した唯一の国となったが植民地になっていた国は特に白人優越主義を感じ取っていたかもしれない。

有吉佐和子の「非色」、色に非ずの通り人より優越であると安心する意識も働くのだろう。日本では外国人は居心地が悪いと感じているようだし人はマウントを取りたがるものだ。
BLMについては日本は慌てず騒がず静観でいいと思う。",
18,"金をその店で使わない(酒を飲まない、金を払わない)から、追い出された。有効な証明書を提示しないから、追い出された。
鎌田さん、この二つが本当の理由。白人でも追い出される。マネージャーは従業員みたいに気楽にはいかない。法律に違反して刑務所行くのもマネージャー。
州によっては、日曜は酒を売らない、酒は紙袋に包んで売る、飲酒運転で人が死ねば殺人、個人宅で酒を勧めて客が死亡事故を起こせば殺人ほう助。
アメリカは酒には厳しいお国柄なのは昔から変わっていないのに、知識がなさ過ぎる。",
19,"東アジア系だけでなく、インド系など南アジア系も最近モデルマイノリティと認識されている。マイクロソフト、google、adobeなど、テック企業はインド系CEOは多数いるし、zoomなど中国系も増えてきた。アメリカのトップの大学はアジア系が人口構成比よりも多い割合が占め、企業の採用には有利と言われている。私の勤める企業でもアジア系の割合は白人を除くと突出して多い。給料を人種間で比較したとき、白人女性よりもアジア系女性の方が高い。バンブーシーリングは存在しなくなっているというのが最近の定説だ。
差別らしい差別を受けることも少ないので、他の人種が受ける差別に共感しにくいのかもしれないけど、それでもBLMを訴えるアジア系もたくさんいる。歴史を学んで差別の対象となる人に寄り添うことはできる。
ちなみに、バーでは写真付きIDで生年月日を証明できないと入れないのは当たり前なので、あれは差別とは言い難い。",
20,"キャラクターにいちいちスクリーントーン貼るのは面倒くせぇ。髪の毛にいちいちベタ塗りするの面倒くせぇ、それだけの理由で漫画には肌も髪も白色の人間が増える。SF作品の舞台に砂漠が多いのと同じ理由だ。

そして表紙作成やアニメ化の都合で着色する時に現代社会が舞台の作品でピンク色や赤色の髪にすると違和感が出るから、比較的自然な金色が選ばれやすい。次いで白髪や銀髪。

そういう事情の中でも、ピンク色や緑色の髪の毛が多数登場するセーラームーンの世界観は、人種云々とは別次元で作られているのは明白。全ては作者の才能に起因する色彩感覚でデザインされている。

昨今は愚にもつかない自説の箔付けで作家が人生を費やして生み出した創作物を平気で利用する文化的な強盗が多く唖然とする。内容がカスでも有名コンテンツの名前が入ってるとアクセスが増えて、その事実を棚に上げて自分の主張が認められたとでも思い上がってるんだろう。",
21,"！？あなたがバーで経験した事は人種差別の要素が全く無いです。バーの判断は至極まともです。

>（アジア人は）「白人優越主義」を強化し、「モデルマイノリティ」として振る舞おうとする。

これは賛成です。トップにアジア人がいない。白人優越社会の中で生かされているアジア人の構図の説明には納得。でも、

>そのこと自体が黒人差別だと私は考える。

これが全く意味がわからない。飛躍し過ぎていて説明不足。説明されてもおそらく同意しないけど…。

アジア人は黒人と同じように犯罪犯して麻薬密売して撃ち合いすればよかったの？なわけ無いよね。

アジア人全体の器用さや頭の良さは明らかです。一方、黒人の多くはスポーツや音楽に長けているけど勉強面では劣っている。これは人種間の違いであって人種差別では無い。奴隷制を経験していないアフリカの地でも歌やダンスは長けているが経済的な発展が遅れている事からも明らかです。",
22,"セーラームーンを描くのにそんなに深い意図があるわけないと思う。人がどういうことを好むのかは自由だと思う。
はっきりいって何を言いたいのか全然わからなかった。
人の趣向も差別と言うのでしょうか？
ひいきはあっても差別はないよ。",
23,なんとかして「日本人も悪い」という方向に持って行くのは“日本人差別”と言って良いだろう。,
24,">なぜ日本で描かれたセーラームーンは金髪、青い目、白い肌なのか
見当違いも甚だしい。
あれはゴレンジャーの様な戦隊ものと同じで認識能力の乏しい児童に色彩という分かりやすい分類方法でセーラームーンの仲間と区別させる為の設定。
AKB48やジャニーズのアイドルグループが全体的には似た様な姿でありながら服のデザインや髪型やアクセサリーで少しずつ違いを出しているのと根本は同じ。つまり人種由来ではなく単なるファッション。
こういう捻じ曲げ方で無関係な事象を都合よく切り取るんじゃねーよ。",
25,"鎌田華乃子という方に強く抗議します。セーラームーンを勝手に政治的な主義主張に利用しないで頂きたいです。セーラームーンという作品並びに作者やスタッフ、関係者やファンへの冒涜であり侮辱であると感じました。
この方はアニメや原作をご覧になられた上で記事をお書きになられたのですか？
セーラームーン公式ファンクラブは開設当初に入会しずっと会員です。アニメも劇場版も原作も全て視聴済みですがセーラームーンが白人であるという描写はどこにもありません。

鎌田華乃子という方にはセーラームーンを原作を全巻読了・アニメ全話視聴して頂きたいです。",
26,人種の問題は文化的に植え付けられた人種差別と国家間の対立やテロ国家など政治的背景を持つ人種差別があるだろう。また歴史的背景の中で二つの人種差別は不可分になることもある。,
27,"ある程度は仕方ない。
我々が暮らしているのはシュメール文明でもインカ文明でもなく、西洋近代文明だから。
連中が優越意識、こちらが劣等感持つのは、ある程度やむを得ん。
解消には時間が掛かる。",
28,ま、これも政治利用されてるんだろうか。アメリカの選挙で勝ち負けが決まった時、みんなきっと疲れてぐったりすると思う。,
29,"長くアメリカ都市部に住んでいて、こういうことにはなんとなく気付いているが、どう思えばいいのか、自分の中でモヤモヤしていた。人種について勉強されている筆者がすごく丁寧に表現していて自分の中で合致がいった。

自分自身もいろんな人に褒められて、ほとんど普通に差別なく過ごしている、アジア人のロールモデルの様な事は感じていた。でもその中でも自分や旦那はどんなに頑張っても白人の友人の様にコネでどんどん境遇が上がっていく事は無い。生活水準が下げられる事は無いが、トップに近い部分に近づけないのだ。

白人至上主義の中で自分たちは「ロールマイノリティとして生かされている」んだというのは間違い無く、真実だと思う。",
30,双方何も思っていなかったところに差別だという事を意識させて新たな火種を作る、こういう人間が。現代マナーとかで訳わからんものを勝手に作り出してマナー批判だとか言ってるエセマナー講師らに近い,
31,どうだっていいだろう！肌の色を同じにしろと言っても無理！それぞれにプライド持ってりゃ良いじゃん！,
32,"ここヤフーニュースでは白人を理想とする白人優位的な見方をしているのが散見されます。
例えば恋愛婚活記事に多いんですが(それも女性が書く記事に多い)殆どと言っていいくらい白人の男女の画像が使用されています。日本の中の日本人の事を記事にしているにも関わらずです。

記事を書く女性の中には自己アピール(マウント取り)したりする人もいますがそういう時には綺麗な白人女性のポーズから景色から良いイメージの画像を貼り、他者への悪口の時は嫌な悪いイメージの画像を貼っているので、私はコメントに 何故日本人の画像を使用せずに白人男女の画像を貼るのか？間違ったイメージを読者に植え付ける、という主旨の事を書いて注意した事があります。でも少し直してすぐ元に戻り改善しませんでしたけどね。

貴女は白人のクラスメイトからアジア系アメリカ人のモデルマイノリティについて①を聞いた時、何かご自分の意見を述べましたか？①↓",
33,よくもまぁ、この人に何かを書いて欲しいと思ったなぁ。ビジネスインサイダー？紙媒体なのかネットだけなのかは分からないが、知性が無いのは明らかだ。,
34,"セーラームーンなど2000万部程度しか売れてなく、ほとんどの日本人は読んだ事もない、漫画界ではしょぼい作品。

かたや影響力のある、4.7億部のワンピースをはじめ、ゴルゴ、ドラゴンボール、ナルト、コナン、こち亀、美味しんぼ、スラムダンク、ドラえもん、その他…の主人公は白人要素など皆無。

あるとしたらジョジョくらいか。

無理やりこじつけるにも程がある。",
35,"単純に白色は綺麗ってことじゃだめなんかね？
なんでもかんでも差別に結び付けようとするのやめようね、思考がレイシストそのものなんだよなぁ、怖いよ。",
36,"セーラームーンを挙げてみる。
↑挙げてみるなよw
それぞれの美的価値観と人種差別を混同するな。

日本は鎖国してる時代から
白粉(おしろい)はあったし
お歯黒もあった。
つまり白人至上主義じゃないと言うこと。",
37,物の色を肌の色と結び付けるような差別主義的な思考は日本には絶対に持ち込むべきではない。,
38,雇われ昇進の天井を差別の証明にするのは無理筋だと思う。,
39,ナルトは最初から海外ウケを狙って｢主人公を金髪碧眼｣にして、その対比として｢ライバルを如何にもTHE・日本人ってイメージの黒髪黒目｣にしたってのは、有名な話。,
40,建国して200年程度の国が作り出した基準を建国2000年の文化に当てはめればそれはおかしなことになるとなぜ分からないのか。,
41,妄想。考え過ぎ。何でもかんでも「差別」として解釈しようと必死になり過ぎ。もう少し冷静になれ。,
42,「インテリは言うことが違うねぇ」と感じたが、そう言ったら、差別だと断罪されそうで怖い。,
43,"日本人の知らない現実を丁寧に分かりやすく説明してくれて、そういう事か~と 府に落ちる所がありました。
あの アジア系アメリカンの警官の行動を見て、同じ感情を持ち 見ていてとても不快でした。
個人的に コロナ以前に アジア人として差別されてると感じたのは パブでビールの注文をする時、あからさまに後回しにされた事と クラブに入る時の身分証のチェック、幼稚に見えるんだろうけど....失礼なレベルのチェック。
コロナ以降は 差別は身の危険を感じるレベルです。
日本人は 日本から出なければ 多くのコメントにもあるように、静観 よその国の問題ですむかもだけど。国際社会の一員としは、すくなくとも問題を正しく理解するべき。",
44,語り方が明らかに左翼思想ということがわかる。,
45,こういう記事を書く人たちって、コロナウイルスが出始めたときにアジア系というだけでぶん殴られたり、罵声を浴びせられたのを知らないの？知らないふりをしてるの？,
46,"鎌田華乃子は典型的な「出羽守」にして「ポカホンタス女」。

長い駄文は読む必要なし。
タイトルだけでこじつけだとわかる。",
47,それ以前に被害者面をやめたらいかがですかね。,
48,この鎌田なんちゃらって人、そもそもセーラームーン見たこと無いんじゃ･･･,
49,コロナメリカ、ラテナメリカ。コロナは白人優先だぜ。コロナは白人。中国もブラックマタニティーでごまかし切った？止めないで。,
50,「マイノリティだけど差別されない特権に居心地の悪さを感じていた」というのは、人間として正常な感覚だと思います。このような感覚を持たない日本人がほとんどだとは思いますが。また「人間として扱われない恐怖」というのも、白人社会では、このような感覚を持っているからこそ、表裏一体の現実として受け止めることができたのだと思います。そんな感覚が生まれたときからマヒしている日本人は、白人社会で日常的にマウンティングされてもなんとも思わず、それだけにこのような記事を書く人への攻撃に走るのでしょう。,
51,レイシストに記事を書かせるな,
52,非常に良い記事。これは短期間アメリカで生活してました程度の人にはわからないかと思いますが、平たく言うと、モデルマイノリティは白人にとっては脅威にならない良く働き問題を起こさない便利な人々。黒人にとっては、機会を奪う目の上のタンコブ。BLMは全ての人種にとって大切な問題で、モデルマイノリティの我々の立ち位置からも何が出来るのか考えるべきですよね。,
53,"つくづくアメリカ合衆国って後進的な社会だと思う。
「欧米」と一括りに言うが、アメリカ合衆国だけは別世界。",
54,"> 人として見てもらえない恐怖

日本のことはみえてないんだよね、この人。

精神障害、発達障害、軽度知的障害の人たちは、戦後の歴史を通じてずっと「人として見てもら」っていない。",
55,アジア系アメリカ人の平均学歴は大学院卒ですし、平均年収もどの人種よりも高いし、犯罪率も一番低い人種です。アメリカの場合、高度な技術を持った人はマネージメント的な仕事をするよりも専門職で大きなプロジェクトを開発などに携わる方が収入面や待遇が優遇される場合もありますし安定してます。だからと言って差別されないかと言うとまた別問題で、社会認識としてアジア系アメリカ人は１９世紀から居るにもかかわらず、アメリカ社会の”人種”の中には含まれてないんです。アジア系移民がどんな貢献をしたか、どんな差別を受けたか等もアメリカの歴史の授業でもほとんど学びません。存在として一番認識されてないのもアジア系アメリカ人だと思います。,
56,"いやはや、こんなに心に響かない記事ってのもあまり見ないね。
BLMについての識者コメントを見てて思うのは、「黒人にシンパシーを感じる『心優しい自分』ってなんて素敵」って自分に酔ってるのが透けて見える。
肌の色が同じだろうが、同じアジア人だろうが、共感しない人間も大勢いることを知っとけよ。ましてや「差別反対」の名の下に、平気で他人に暴力を振るう奴らに共感してたまるか。
私にとっては「日本人」「日本人以外」の区別くらいしかない。我ながら、それも怪しいけど。",
57,"色の違いの差別は白人と呼ばれる人種特有の
白人至上主義たちが形成した考え方のひとつ

人間はどこにいても優劣をつけ
自分が優れているはずと勘違いするもの

勝手に色をつけ 色で分け 争い続けて
同じ赤い血が流れ続ける

誰が何を成し遂げようが

人間の感情や欲望がある限り
譲り合うこともことも
許し合うこともない

生きていくということは
自分と同じ人間はいないという
痛みを知ること",
58,現場に居たアジア系警官（表現に違和感はあるが）は、死亡した黒人の行為を見ていたんじゃないですか？その上で同僚の警官が拘束している訳だから、当然、警官の側で仕事をするでしょう。それがなぜ、「白人の側に立った」という考え方になるのかが理解出来ません。,
59,"黒人の一部はアジア人を差別している現実もあるかと
結局は人種だけでなく、生まれや国籍、学歴や資格、容姿や体型等々、あらゆるものの要素が差別に繋がる
それは誰しもが被差別側になることもありえるし、逆に差別する側になることもありえるということ
そしてそれら差別は決してなくなることはないかと
ただ差別を許さない社会を作ろうとすることは重要
故に心に差別心があったとしても、それを相手に向けなければいいし、自分からは遠い差別問題にわざわざ頭を突っ込む必要はないかと",
60,"アニメキャラクターを勝手に白人認定する思想が気持ち悪すぎる。
肌の色の問題だって日本人キャラや白人キャラが実際の本人の肌色と違っても問題にならないだけだろう、アニメの色味なんてのは背景に合わせてだとか全体のバランスで色味を変えるなんて事はよくある手法。",
61,"子供は敵意を示さなければ、外見に拘る事なく仲良くなれる。
他者を毎日比較して欠点や弱点を探してるとこんな考えになってしまうので気を付けた方がいい。
きっとご両親がとてつもないレイシストだった反動だと思うが、差別を楽しむ心は変えられないのだろう。
このような他者の弱みを見つけ揚げ足を取る事で自分を誇るようなレイシストは一人でも多くこの世界から消えて欲しい。",
62,"セーラームーンと広告で差別に荷担していると言うのならもうそれで良いと思う。

そもそも、まず白人警官が犯罪者であれそうでない者であれ黒人を不合理に殺害しないようにする、その一点に絞れば良いのに、ここぞとばかりに何でもかんでも差別、差別と騒ぐから、結局誰の支持も得られず何も変えられない。その辺りに気づかなければ、永遠に何も変わらないと思う。",
63,"日本人は「差別をしない」「差別をする」と考えることさえも嫌いです。

アニメの肌の色？真面目に答えれば肌が弱い日本人は白くシミの無い肌を好む傾向は大いにあります。
しかし、久保田利伸、バブルガム・ブラザーズやら黒人文化に精通している人たちも大勢いますよ。
黒塗りの黒人差別だとか、日本人としての誇りがないとか言い出さないですよね？

もう一度言います。多くの日本人が差別を意識させる人種がとても嫌いです。ストリートファイターやキン肉マンを見れば分かるように、その国の特徴（誤解のケースも）を捉えてエンターテイメントとして楽しめる民族です。差別をしてしまったら楽しみを失うだけ何も楽しくありません。
（国会議員や芸能人が日本人を侮辱、または、日本人のフリをし自虐する問題に直面しています）
あなたの発言はあなたの考え方がそう思わせるのです。あなたが発言、行動に差別を感じるさせるのはなぜか？一度再考を。",
64,アメリカのモデルマイノリティの問題はともかくとして、日本におけるセーラームーンに代表されるアニメやテレビのCM等で白人が多用される現実に違和感を持たない日本人の感性が鈍いものになっている指摘は正しい。かつて三島由紀夫が指摘したように、日本人には肉体に対する感性が無かった。そんな状態に白人の美意識を一方的に取り入れてしまった事が現在まで続く日本人の姿からの逃避を生み出してしまった。アニメ監督の押井守氏が1996年8月号のユリイカにて上野俊哉氏との対談で、日本のアニメ関係者は頑固として日本人の顔を描きたがらないという発言をしていたが、西洋と違い、自分たちの肉体を肯定的に表現する事ができなかった事が原因。だからこそ幼い女の子はリカちゃん人形のような日本人に見えない人形で遊び、女性の二重瞼整形手術の人気は増える一方である。,
65,"2014年にサッカーW杯で優勝したドイツは
その「多様性」が称賛されていたが…


「ドイツ人は、選手としてのボアテング
（サッカー･ドイツ代表、黒人）を称賛するが
隣人としては迎え入れたくないはずだ」


このあからさまな、黒人に対する人種差別発言を
した人が所属していた「ドイツのための選択肢（AfD）」は
W杯後の選挙（2017年）で大躍進
議席ゼロから、一気に第3党に躍り出た

これがドイツ人の本音

要するにアメリカに限らず
欧州でも黒人は忌み嫌われているということ

人種差別が嫌ならアフリカに戻ればいいし
大阪なおみなどはタヒチ国籍を選んで
タヒチを拠点とすればいいのだが決してそれをしない

それでは豊かな生活を送れないから

普段は自身の金儲けのことしか考えておらず
都合が悪くなると声高に人種差別を叫ぶ輩

それが黒人

イスラム教徒と並んで
地球上で最も嫌がられているのが黒人",
66,"鎌田さん、どこの国の方かわかりませんが何でもかんでも日本が悪い事にしないでくださいね。
アメリカにいらしてバーに行くまで日本人が差別されるって感じられなかったメンタルも不思議。ゲストとして米国に居るならともかく米国に暮らしていたらアジア人なんて黒い方達よりよっぽど下に見られてますよね。黒い方達からの差別、感じません？",
67,"「カラリズム」も「モデルマイノリティ」も、米国内における米国人の問題だ。
日本にも日本人にも何の関係も無い。
なのに、あんた、鎌田さんは、そのことに無自覚であることすら『そのこと自体が黒人差別』だと言う。
つまりあんた、鎌田さんは『日本人は米国内の闘争に介入し黒人に加担せよ、しないやつは差別主義者』と言っているに等しい。
別の言い方なら『日本人は、白人の下僕を止め、黒人の下僕になるべき』だ。

『白人優越社会の中で「生かされて」きたアジア系としての日本人』等という物言いからも、日本人やアジア人を一段劣る者と見る差別的意識があからさま。

その他にも、セーラームーン等の表現に関する理解、バーでの身分証明書不携帯、大学にアジア系が多い理由など、様々な点で無知っぷりをひけらかしており、この程度の理解の者を煽動に狩りだすとか、お粗末極まりない。",
68,その理屈で行くと成功した黒人自身もモデルマイノリティとして利用され、底辺の黒人たちは努力が足りないと示すことができるということ？,
69,"だったらもっと差別している白人を非難しろよ。何で日本人を非難する？
こいつみたいなのがいるから差別主義者の白人にナメられる。まさに言うことをよく聞くアジア人そのものだろ。",
70,"色白は七難を隠すという通り、日本古来の美意識であり白人や黒人は関係ない。
それに、日本人が求める色白は白人的なピンクスキンではなく、秋田美人のような白さ。",
71,"日本人だって「毎日職質受けました」と的場浩司が言ってた。
うちらだって服装や人相を見て
判断する。
増してやアメリカ人のほとんどは映画の字幕は読まないし白も黒も関係なくバカっぽい。
逆にヒップホップやジャズ、陸上競技などは
アフリカ系の人達にリスペクトする。",
72,"この人セーラームーンの色彩設定知らないで書いたな。
鎌田華乃子は実に浅ましいライターやね。

調べ物もろくに出来ない癖によく仕事貰えるね。
まぁどうせアメリカでも嘘ばっかり書いてるんだろう、実力のないライターは流行に合わせた嘘しか書けないからな。

この人は世界中のセーラームーンファンが失笑するレベルだわ、勿論アメリカ人のファンもね。",
73,確かにリトル東京など清潔で治安も良く評価が高いですね。でもそれは日本人がモデルマイノリティになろうとした訳だからではないです。日本は先進国で国民の教養もマナーも高くそれが普通のレベルで大抵どの人種からもリスペクトされています。それがどうして黒人差別加担？？？日本人に同情されなくても黒人は白人と同じアメリカ人ですし、むしろ黒人でも白人でもアジア人の方が嫌いで差別する人の方が多いですよ。異なる人種が住むアメリカで白人、黒人にかかわらず人種差別された経験のない人などいないのでは？人種かかわらず程度の低い人間はどこにでもいますし、それにいちいちショックをうけて人種別カテゴリーを作るのはどうかと？又アメリカ人、お客様は神様みたいな発想ないのでその状況でてけって言われたのは差別でも何でもないと思うのですが？むかついたら言い返せば良かっただけでは？相手が白人で自分がマイノリティって意識が強すぎたのでは？,
74,キモイわ～。何が何でも「日本人も悪い」という方向に持って行こうとする差別主義者はきもいわ～。正直それ自体が“日本人差別”だろう。差別主義者こそ差別をするっていう良い例です。,
75,"冒頭でデタラメを書いてる。
自分の主張のために嘘を書くような輩の記事に価値は無い。
むしろ、こんなヤツがしたり顔で差別を語るのは、真っ当な世の中のためには逆効果と断言していい。",
76,"アメリカ人「セーラームーンは白人！」
日本人「日本人だろ」
アメリカ人「悟空は超サイヤ人で白人になった！」
日本人「自分でサイヤ人って言ってるだろ」
アメリカ人「かぐや様は色白だから白人！」
日本人「今度はかぐや様かよ」
アメリカ人「アニメキャラはみんな白人！日本人は白人に憧れている！」
日本人「色白な日本人はみんな白人扱いかよ大した白人至上主義だな」
マスコミ「日本人は白人至上主義に加担している！」
日本人「消えろ！」←いまここ",
77,"日本人が白い肌を好むのは人種論なんかじゃありませんし
流行によって小麦色だったりガングロｗだったり
そんなもの短期にコロコロ変容します",
