,comment,info
10,"いやまぁブラックがホワイトへの反感があるのは分かるし、アメリカでのデモは分かる

ただ、ブラック(とホワイト)がイエローを差別している事実もあるなか、
自分達だけが一方的に差別されている側という意識はよろしくない。

国の気質が合わないのであれば、お里へお帰りください。
こちらも気の合う隣人となら仲良くできますが、癇癪持ちはご遠慮願う。",
11,アメリカでデモするなり、アメリカ大使館にならわかるが、日本でやる意味がわからない。日本は島国で閉鎖的で人種差別はあるが、警察の人種差別による権力の横暴に対して日本でデモしても、一体誰に伝えたいのか。もちろんこの問題は大きいし、アメリカに住んでたら白人以外は警察の権力の横暴さなんか誰もが経験するくらい酷いものだ。流れにのっかってお祭り騒ぎのようにデモするなり、他国の問題には首を突っ込む前に、自国の問題に目を向けて解決しようとデモでもしたらどうなのか。,
12,"国連議会の場で、初めて　｢人種差別撤廃｣　を提唱した国はどこでしたっけ？

我が日本です。
国民の皆様、自国の歴史を、もっと知りましょう。
きっと、｢日本もマンザラ、悪い国じゃあないぞ｣　　そんな気がするかも？

左派野党、偏向マスコミに囚われず、中立的、且つ、大局的に物事を洞察したいものです。",
13,群衆が威圧的すぎて怖い。共感できないばかりか、排他的な気持ちが湧き上がるのを抑えられない。,
14,デモを否定するつもりはないけど、これが原因でコロナがまた広がったら全部逆効果になるだけだと思うな…,
15,"「黒人の命は大切だ」その通りです、しかし世界で広げるならデモの前に「商店などを破壊するような行為は絶対やめましょう」と厳しくルールを作って始めてほしい。
そうしないと共感ではなく反感になる。
命は一番大切だが、コロナで傷んでいる店を壊された人たちも大切な国民です。",
16,ここは、1919年のパリ講和会議時点で世界史上初の人種差別撤廃を提案していた日本ですが。,
17,日本は移民を認めてはならないという思いを深くする。宗教観、人生観を初め、日本は他国とは相当異なる。政府は人口減少に対する施策をもっと積極的に推進しなければならない。,
18,日本でやってなんか意味あるのか？まあ表現は自由だから別に許可とってデモやるぶんには構わないと思うんだが、感染予防はちゃんとやっておいてほしい。見た感じ人数も大したことないしマスクしてるけど、ソーシャルディスタンスをちゃんと守ってデモしてくれ。あと手洗いもしてくれ。,
19,"世界で起きてると言う主張はそうかもと思うけど、
日本で起きてるの？
日本人は欧米に行っても差別されるでしょう。
変な記事だね。",
20,同じ事を、チベットやウイグルに関して発信してくれよ。利用されているだけですよ。,
21,"前科10以上、毎年のように出たり入ったりしていた、妊婦のお腹に銃を突きつけたこともある。犯罪記録は誰でも見られます。
これをひた隠しにしたいかのような報道。変だ。
あくまでも警察が殺人を犯したことには猛反対。
絶対有罪である。
が彼をヒーローのように扱う現在は何か変。

日本でこれほどにコロナ対策が成功してる時に集会はするべきでなかったし、呼びかけるべきでなかった。あんなに素晴らしい日本に住むことができてるなら、日本のために今できることは、違うこと。集まらないことだったのに。
遠くの故郷を愛する日本を見て、さすがだなと感心している私には今回の集会は残念でしかないです。
医療従事者の努力を無視するかのような行動ですしこの呼びかけに、今は集まらないほうがいいよ、という呼びかけはなかったんでしょうか。。

それにロヒンギャ、ウイグル、チベット問題ともっと身近にむごい差別はあるのに。残念です。",
22,"日本のインターナショナルスクールに通って、小学校中学年くらいにアメリカに戻ったアフリカ系アメリカ人の友達は、アメリカに帰ってから「黒人のくせに白人みたいな話し方しやがって。」と学校のアフリカ系アメリカ人の同級生によくいじめられたそうです。
それだって十分差別だと思う。
アメリカのセレブリティーとか、この運動を支持しているけれど、強奪等やめるように呼びかける人は少ない気がする。私が一部しか見ていないだけかもしれませんが。",
23,"「黒人の命は大切だ」を意図的に訳しているのだと思いますが、これではただ対立を煽るだけだし民族浄化がどのように行われてきたかを考えると何も解決につながらない、ただ周りで便乗し騒ぎ立てているだけです。余計な争いを生む事を目的としているならまだしも何も考えずにきっと掲げているのでしょうから直して欲しいです。

「すべての命が大切だ」と。",
24,"「黒人の命は大切」
大切だが黒人と同じ大切な
「ウイグル」や「チベット」の人達の命も大切なんですよ。
それらが全く出てこないところにある一部の人達に扇動されてるのが分かりますね。",
25,"肌の色だけで差別は撤廃すべき、なんだけれど、米でのデモの様子を見ていると共感が薄れる。
だだ世界各地でやってるという実績作りで他国の社会を巻き込んでこの時期に集まったり、相容れないものを感じる。",
26,"なんだか収拾のつかない事態になっています。
日本での抗議デモのようならわかるのですが略奪のほうが目当ての火事場の泥棒に大義名分を与えている気もします。
黒人以外の人種も入れて有色人種全体の、人としての尊重される法律を作らない限りデモは続く気がしますが、トランプでは・・。
アジア人のUCLAの入学がほとんどヘイトによって許されず、有色人種でも入学許可されている大学に入るしかなく、イギリスの大学に入学して
アメリカで就職する人も多くいるんです。
有色人種へのヘイトを禁止する法律を作って欲しいです。",
27,"日本でやっても意味ないでしょ。

やるなら、自分の国に帰ってからしてください。

デモしても何の解決にもならん。
デモが武力に変わり、反乱がおこり戦争がおこる。
今までの歴史でどれだけの方が戦争で亡くなってきたのでしょうか？
その教訓を生かして今を生きるのが現代社会だと思いますが・・・なぜこういう行動に走るのでしょう。
何を学んできたのでしょうか。

政治に文句があるなら偉くなってから対等の立場で語るべき。
自分じゃ何にもできないくせに、文句ばかりいうのはやめるべき。",
28,"コロナを含めたTPOを弁えれば人種差別反対を表明し行動に移すことを批判する気は、一切ないけど…


SILENCE IS VIOLENCE（沈黙は暴力）


こう言う事を言われるとちょっと反発してくなる器の小さい私。",
29,"とりあえず「こんなことやってます」と言いたいだけの日本人が多い気がするけど。
意識高いでしょ、みたいな。
本当に意識高い人はこんなご時世にわざわざデモに出かけたりしない。",
30,米警官の態度が悪いのは、米国内問題。米国内に黒人が多いのは奴隷制の後遺症。奴隷を使ってボロ儲けした先祖のツケを、子孫が払っている、みたいな感想かな。「差別」を肯定する気はないが、こんなデモする暇が有ったら、ウイグルとか香港とか「人権侵害」に対してデモするべき。個人レベルの差別など、好き嫌いの延長だから未来永劫、無くならない。それに対し「人権侵害」は今や、世界共通の価値観に反する行為で何倍も重大。子供の嫌いなピーマン、ニンジンって野菜の中で差別されてるの？。個人レベルの事でデモしてたらキリがない。裏に潜む別の組織的な工作を感じる。,
31,"東京では感染が収束しないでいるのに、こんな時に渋谷のようなところでで密状態で大声を上げたりしてあまりにも配慮に欠けます。せっかく感染対策を日々頑張っている日本人の生活はどうでもよく自分達さえ声をあげて満足できればいいのでしょうか。
少なくとも豪州ではデモを呼びかけた団体が感染対策防止令に背いたために罰金を科されましたが、日本ではそれさえもできないのは歯がゆいです。",
32,"黒人差別も大切な問題だけど
この抗議デモに参加している立憲民主党の議員は
日本で起こった拉致問題についてはスルーなの？
日本人であればそっちの方が自国の問題で
より高い関心がなければいけないと思いますが
渋谷の抗議に参加して
自らをアンティファと呼んで下さい！とか言っている
立憲の女性議員は危険人物なので議員を辞職して下さい。",
33,このような運動を日本で行うこと自体はいいことだと思う。でも、単にブームに乗っているという人も多いのではないか。人種差別はどこにでもある。逆差別もあるし、アジア人、イエロー差別もあるし、中国が行っているウイグル人の弾圧、迫害などもっとひどい。運動自体は決して反対ではないので、これを機会に自分で考え行動する機会となればいいと思う。,
34,アメリカの場合は殺人として訴追されています。日本の場合も、明らかに警察官の暴力によって怪我をしたのなら、弁護士事務所を通じて訴えて下さい。皆さんが東京でデモをするより、多くの方々に問題点が伝わります。日本の警察官にも横暴ではないか? と思われる言動をする人もいます。この様な人は日本人に対しても同様な行動を取りがちです。この様な警官は世界中にいるのではないでしょうか? 気持ちは分からないでもありませんが、少なくともコロナが終息するまでは、密をさけて欲しいと言うのが本音です。,
35,"日本でやる意味あるのかねこれ
デモを主導してる団体の資金や背後関係を洗ったほうがいいですね
アメリカとの分断工作を狙う中国の影がちらほら見えてきます
敵国の抗議行動を煽って弱体化を狙うのは常套手段ですから",
36,"デモに参加する人たちは、彼が警察に拘束された経緯を知らないなら、まずそこから調べて欲しい。
もし、経緯を知ってデモしているのであれば、深く軽蔑する。
日本にはいらない人間だよ。

どの報道も偏りすぎてるよ。

死亡したフロイドさん、偽札使用の疑いで店舗からの通報を受けて警官が出動、車から出てこなかったから引きずり出されたわけでしょ。
そりゃ、警官だって怖いよ。
なにしろ、アメフトやってる体格だしね。

おまけに、この人、妊婦脅迫・強盗事件を起こした前科持ちじゃねぇか。これこそがもっとも大事な情報だと思う。
報道に携わる人々は、一方的で扇動的な情報を流すことの罪深さを自覚すべき。安全な立場から混乱の種を蒔いているマスゴミこそ、タチの悪い悪魔だと感じる。",
37,"今の時期はまだ人が集まることに不快感を感じる人が多いと思いますよ。
もともと、アメリカでの略奪やらの惨状をみてこのデモ活動に不信感を持つ日本人が沢山います。逆手にとってのあえての今の時期ならば日本では炎上商法は下劣と判断されます。日本でデモ活動という手法を通して思想を受け入れてもらうには誤解されないよう完璧な聖人レベルの振る舞いが人種関係なく最重要かと思います。そこまでしますか？
デモ活動は日本人と相性が悪いので手段としては効率が悪いと思います。
本気で状況を変えるつもりがあるなら日本ではデモではなく別の手段をとるべきでは。
デモによるガス抜きが目的なら差別する側と同じでは。効果と結果がでることが必要でしょう。",
38,"人種差別反対ってどういうことだろう。
法律的な人種差別は違憲になるし、あってはならない。
ということは人の心から湧いてくる根本的なものかな
じゃあ無理だと思います。もしくは人間の交配が進んだ数百年後なら達成されるかも。
人種で人を差別することは好ましいこととは言えませんが。",
39,"チベットやウィグルで起こっている事を考えたら、人種差別なんて言葉は安っぽい感情論でしかない。

本気で人種や人権の事を考えるなら、声を向ける先が間違ってる。
だから、この運動がおままごとに思えて仕方がない。",
40,これは香港問題から目をそらすために中共がしかけた工作活動だと思います。,
41,"アメリカでコロナで多くの死者がでているのがわかる気がする。この密集を避けるべき時期に事件の起こっていない、黒人を奴隷にしたわけでもない日本で無理に集まってデモや抗議活動をする自己中心さに呆れる。
アメリカで商店を略奪、放火して被害を受ける人のことを考えないならず者連中と精神が全く同じ。あの狂気的な白人警官や暴力的なトランプ大統領と全く同じだ。こんなやり方では決して黒人差別はなくならないし反感を呼ぶだけだろう。本当に頭が悪い。アメリカは駄目になってしまったのだろうか？",
42,"何千年も解決しない問題に問題提起して変わるなら歴史的なキング牧師の演説した50年前に結果も結論も多少は出ていますね。
歴史は繰り返すから歴史的なのです。",
43,"差別はいけないが、日本人が感染拡大防止のために相当な我慢をしたことを台無しにするような結果となったら外国人に嫌悪感を抱いてしまいそう。
日本人は優先順位を守る習慣があります。
この時期にデモに参加した人はただの迷惑にしか思ません。",
44,"誰の命も大事(黒人､白人､黄色関係ないよね)

1人の警察官の独断で、例え対象者が犯罪者だからといってあやめるまでの取り押さえ方は間違い

って訴えたらいいのに｡

白人黒人黄色関係なく､銃社会のアメリカじゃこういう揉み合いの時ヤルかヤラレルかだからこういうことも致し方ない？",
45,"何故、これを日本に持ち込み、世界規模のデモにつくりあげようとする動きがあるのか、とても怪しいカンジをびんびん感じます。
まーた、世界対立をつくりだしたいのですね。
世代間対立、男女分離対立、人種間対立、民族間対立、お腹いっぱいです。飽き飽きです。手品のタネはもう見えてますよ。
はいはい、わかりましたー。もう、のせられないよーだ。",
46,"いまこの時世、このてのデモは迷惑。

コロナから日本を守りたい、家族を守りたい。
そういった日本人の気持ちや心を尊重していない日本人に対するする差別。",
47,"人の命は大切だって事なんだよね。
白や黒や黄色が仲良くする未来を望む。
黄色を蔑ろにするのもやめてね。",
48,本当にやめてほしい！そんな時期じゃないし参加してる日本人本当に勘弁して。,
49,ウイグルは？,
50,「黒人の命は大切だ」と言う言葉が唱えられること自体が理解出来ない。それなら「人類の命は皆平等」ではないか？,
51,"大勢でデモも略奪もやめて欲しい。
マスクもしないで、大人しくしてくれ、コロナウイルスが笑われるよ。アメリカは、何をしているのか？日本は、デモ何てするなあ。コロナウイルス対策をしょう。戦いは、コロナだ。
アメリカは、バカか？",
52,"毎年のお祭りみたいになってますね！
なんの解決せずにうやむやに忘れ去られてしまう",
53,"Black lives matter
個人的には、将来的には、「黒人の命も大切」、誰の命も大切、という訳になっていけばいいと思います。
これって日本語のいいところでもあると思うんですが、英語に比べて非効率だなぁと思ってしまいます。大切なのって、そんな訳じゃないよね？、とも",
54,"こんなご時世だからTwitter使えばいいのに。
検察庁法はTwitter使って、これは生身のデモ。

訳分からん。",
55,みんなの自粛の努力が水の泡。。,
56,派遣への差別凄いですよ、人間扱いではない。他国のことばかり。,
57,仮にさ、この集団でクラスターが起きても絶対に日本のマスゴミは伝えないんだよね。絶対に感染経路不明とか言って。,
58,これに便乗するANTIFA野党議員ってあいかわらずだね。,
59,うるさいわ米人さんよ、白人>黒人>黄色人みたいに普段からアジア系を馬鹿にしてやがるくせに何百年同じ事ぬかしてやがる？だから沖縄やらあちこちで犯罪しまくって逃げるんだろ？日本国内でデモ？勝手に帰国してからやれ。お前ら崇拝教育は終わったんだよ。大体原爆落としておいて下らないゴタク並べてるんじゃない。,
60,「東京アラート」じゃないの？デモなんて意味不明！デモは「密集」「密接」じゃないのか？,
61,百田さんの影響？なのか「チベットやウィグル」は言わないの？と書いてる方がいますが、こういう水の差し方をwhataboutismというらしいです。,
62,デモってする意味ないんでしょ？解決に繋がらないのにどうしてやるの？,
63,亡くなった方は前科5犯ってみんなわかってる上でデモに参加してるのかね？,
64,このデモをしている人達にも、もうたくさん。,
65,こんな時こそ自粛警察さん、ご出動願います。,
66,"鎖国したい
グローバリズムの終焉を感じる",
67,"今の時期に集まるなよ...
あと略奪や暴動も止めるよう訴えろ！
現状、ならずモノにしか見えない",
68,"ハロウィンと一緒
黒人問題をネタに騒ぎたい奴らが
この時期に集まる口実にして
集まって騒いだだけ",
69,コメント見てるとやっぱ日本人からは他人事なんやなーと思う(笑)まぁ、大概のことは他人事だもんねぇ。,
70,"今やることか？
そこの判断ができないのに、何を言いたい？
黒人差別を許さないデモをコロナ期間中にやることを許さないデモがおこったらどうすんだ？(笑)",
71,"おしゃれ感覚でやってる奴が多いだろう。

こいつらにSDGsとは何かを聞いてみなよ、殆ど何だか知らないから。",
72,とりあえずコロナが落ち着くまで集団でこういうことやらないでほしい。集団じゃなきゃ抗議できないの？,
73,ここは日本です。少し落ち着こうか。,
74,"ハロウィンとおんなじ。
お祭り騒ぎ。",
75,渋谷でやることで、どこの誰に何が届くのかね？,
76,どうして渋谷で行うの？,
77,身内の悪事にサイレンスな連中に黙るなとか言われるとクッソムカつくわ。,
78,日本ほど差別がない国で何をやっているの？ってな感じだな〜。,
79,デモがお祭りになっている,
80,"ブラックもイエローも切ったらレッド!!
てラップがかっこよすぎてくらった",
81,これ日本でやる意味ある？,
82,"渋谷？日本にもアメリカ大使館あるでしょ。

渋谷でやるのはアピールしたいだけ。組織を拡大したい極左暴力集団の人たちの手口かなと思う。",
83,なぜ日本でそんなパフォーマンスを？日本で黒人差別など聞いたことがないです。来日した黒人が逆に驚くほどです。,
84,"一般人ならともかく強盗その他の前科があった人が偽札使いましたってなるとね
差別だけでなく普段の行いが招いた死でもあるんじゃないかな",
85,"申し訳ないが、このやり方だとこの問題をファッション(流行)として扱っているように見えてしまうので、残念ながらあまり響かないかも。

そして、アジア人は白人と黒人の両方から下に見られているって事を、欧米に行った事無いからだろうけど、知らない人が国内にまだ多い。
日本国内では日本人に敬意を表す欧米人も、日本を出たら態度変わります。",
86,"その前に今東京アラート出てんだけど...(-_-)
もともと肌の色でなく、もともと犯罪を犯すことが多いからだよな？そこをまず改善する義務が人種全体にある！",
87,"『6/6渋谷署前抗議 のデモのあとの渋谷警察署
ビビりすぎやろ』
…と、警察官がいっぱい路上や警察署前にたっている画像を二枚載せているツイートに対し
石井孝明さん
『これ警察の対デモ戦術で数で圧迫するというやつだよ。デモ隊の方が萎縮しただろう。佐々さんの本に書いてあった。渋谷署前なんて監視カメラだらけなので飛んで火にいる夏の虫。参加者は社会的ご臨終。合掌　』

無知は怖い(〃´o｀)=3",
88,"その通りだと思います。
黒人にも色々いると言いたい！
肌の色関係なく…善良な市民に対し犯罪を犯しておきながら、黒人差別！と話しをすり替える。
真っ当に生きてる黒人に対しても迷惑だと思う。
アメリカで白人警官が黒人に殺され殉職する方も少なくない。
身の危険を感じる様な本当にヤバイ黒人も沢山いるし、日本人の私も黒人から差別的な事を言われたりした事もある。
アメリカでは有名人が手っ取り早く偽善活動に利用する手段でもあり、黒人差別に対して、敏感になり過ぎて逆に行き過ぎでる感じさえある。
有色人種って、黒人だけでしたっけ？
日本人はどうせ国内でデモやるなら、コロナの中アメリカで差別的被害を受けている日本人やアジア人に対して抗議したら？と言いたい︎
三密を避ける方法で！",
89,"慰安婦問題を欧米で抗議している連中と同じで、政治問題化しようとしてるだけでしょ
この連中は、中国のウイグル弾圧や香港弾圧は抗議運動してるの？してないよね？コロナで過激化した中国の黒人差別には抗議したの？

左側の連中は左側に都合の悪いことは抗議しない
中国やロシアに上手く利用されてる馬鹿なdupesたち",
90,"殺された黒人は偽札使用の疑いの上前科が相当あるみたいな話です！
確かに警官が悪いのは分かるけどその辺のところも触れて欲しいかなと思います(^◇^;)
全く罪のない人がそんな扱い受けるのと結構危ない人がそうなっちゃうのとだいぶ意味合いが違うと思うのですが。。。
アメリカの偽善となぜトランプが支持されているのかという本音の根源を感じております。
日本に生まれてよかった！",
91,"黒人がデモをする度に他人種は黒人をさらに避けるようになるだけです。黒人人口が20パーセント超えのアメリカ南部に7年住みましたが、基本的に白人は黒人を差別するのではなく「極力関わりたくない」が本音。黒人は逆差別で優遇されている面もあるし、白人は何らかの理由で人種差別主義者のレッテルを貼られたら終わりですから。
白人の友達が主催のパーティーでアジア系やヒスパニックはけっこういるけれど黒人を見かけた事は皆無でした。ちなみにアメリカで一番アジア人を馬鹿にして差別するのは黒人です。",
92,"デモしたいなら国に帰って。
場所間違えてる。
これじゃ間違えたこと今からするから差別してくれって自分達で言ってるようなもの。
日本はないです。
むしろ金落としてくれる海外の人どんどん入れてグローバル目指してはるからない。
今じゃ学校のクラスに外国人いるの当たり前だし。むしろ黒人はかっこいいみたいなことでさえある。なのに受け入れられてる日本でこれしたら逆に嫌われに行ってるようなもの。
時と場所をわきまえることは何人でも関係ない。おきてるとこでしてくれ。日本は今コロナで大変なんです。ここでおきてないことを日本でして日本に迷惑かけるのは違う。",
93,"日本にいる外国人とか日本人の女性を簡単に考えてるところとか差別なんかなくならないし
こういう差別問題って矛盾が多くなるから外国人と嫌でも交流が多いと嫌でも耳にするから素直に受け入れられない点も多い",
94,日本に住む我々には歴史も実情もよくわからないアメリカでの黒人差別。日本で反対を叫んでどうなるのだろう。違和感しかない。日本で差別と闘うなら、リアルに日本で立場が弱い人達に光を当てたらいい。私が思うには日本でのアジア系労働者は、差別というか、怖がられたり、蔑まれている気がします。,
95,"日本人は、こうゆう下衆な騒ぎをしてるのを見ると、その国は蛮国、その宗教は蛮教、その民族は蛮民、その人は蛮人だなと思う。それが、白人でも黒人でも黄色人でも日本人でも。
日本人は、相手次第差別。日本を日本人を自分を好きな相手は好き、日本に日本人に自分に害をなさない相手には害を為さない、日本の日本人の自分の正義やルールを守る相手は守る、日本を日本人を自分を嫌いな相手は嫌う、日本に日本人に自分に害を為す相手は害す、日本の日本人の自分の正義やルールを破る相手は破る。それが、白人でも黒人でも黄色人でも日本人でも。
ある意味、絶対的な価値観、容赦ない差別。だから簡単に表に出さない、裏が常にある、絶対的な正直。
そんな日本では、日本と日本人と相手を好きなら騒げ、害なく騒げ、正義とルールを守って騒げ。でなければ、出て行け。
かな？",
96,"差別は絶対に許されないと思うけど、いまの日本でこれをすると逆効果では？日本に来た黒人の方が警察に命を脅かされることがありましたか？アメリカ政府のように日本政府が人種差別の組織になって金儲けしていますか？
黒人の命は大切です。もちろんです。でも集まって抗議活動をするのはやめていただきたい。",
97,"人種差別はダメだと思うけど、これアメリカで起きた事だしコロナで日本人が向こうで差別されたときにさして行動も起こしてくれなかった人たちのために、わざわざ日本でコロナ広めるようなことして欲しくはない。

というのが正直な所です。ぶっちゃけ白人も黒人もゴーホームでお願いしたい。",
98,"日本でやったところで無意味。
日本人含むアジア人には、白人と黒人からの人種差別があるのにそれを棚に上げて何言ってんの？と思う。
然るべき国で訴えるべき相手に訴えてください。
日本が住みにくいならどうぞお帰りを。",
99,"黒人やそのとりまきのみなさん。中国がチベット人やウィグルにやっていることはもっとひどいことです。差別とかいうレベルではありません。
そっちの方にも気を配ってください。勝手に殺されて健康な成人の臓器が売られているという話です。
まだ、差別だとか言ってデモできるだけでも黒人の方がましです。",
100,新型ウイルスは当初アジアの感染症だとされ、ダイアモンド・プリンセス号の件では船籍国さえ何もせず日本に丸投げの挙句、日本政府の対応批判までしていた。そして、突然アメリカとヨーロッパで感染爆発したら、街ゆくアジア女性を屈強な黒人男性がいきなり殴りつけていた。鼻白むわ、悪いけど。,
101,"コロナ第二波をなんとか防ごうとしてる東京都内で人権派の名を借りたコロナテロでしょ。
最前線で戦ってる医療従事者の命は大事じゃないんですかね？本当に気持ちの悪い集団！こんな時こそSNSで活動すれば良いのに！",
102,"差別問題は深刻ですね。。。
世界中にはたくさんの人種差別があります。
特に、アメリカなど黒人奴隷があった国々において、肌が黒いというだけで痛めつけられ人間として扱われることのなかった人たちへのヘイトは、未だに残っていると聞きます。",
103,"コロナ対策優先の中、日本国内でやって欲しくない。黒人の命だけではなく、全人種の命が大事。
それに日本人が参加しているのも滑稽に見える。",
104,"主張の是非はともかく、国を挙げて伝染病の蔓延を防ぐ努力をしている日本の繁華街で徒党を組んで大声で叫ぶ行為はそれ自体が日本国民に対する暴力でしかないと思います。
無分別な方々はどうぞアメリカにお帰り下さい。",
105,日本でやる意味待ったくわからない、嫌なら国帰ってくれ、東京都民は夜の町の自主しないやつのコロナで大変な思いしてるんだ。これ以上経済自主なると日本が大変なことなる。渋谷だってコロナ蔓延してる可能性たかい。,
106,とりあえず、渋谷の路上で服売ってるこわい人達を取り締まってほしい。日本に黒人差別があるとしたら、あの人達が90%くらいそれを助長させてると思う。,
107,"街中でやるべきでは無いと思います。
街中で集まれば、密集、ゴミが増え、感染確率が上がるように思えてならない。",
108,"外見上中国人などと区別のつかない日本人のような黄色人種は、アメリカや欧州では黒人よりさらに下に見られる場合があるが、日本にいる日本人は自分たちを、かつての南アの名誉白人のように、白人並みだと勘違いしている場合が多い。これは福沢の脱亜入欧以来の伝統なのか。
だから日本人は、外は黄色いが中身は白い「バナナ」だと言われるが、アイヌや沖縄や朝鮮や、さらには部落やハンセン病などの現代に至る負の歴史を考え、今回のコロナ禍での差別事件の頻発を見ても、ゾッとするような根深い差別意識を心の底に持っているのかもしれない。
少なくとも差別などの加害行為に対しては、最近の日本人は非常に鈍感ではある。",
109,"ここはアメリカじゃない、黄色の日本です。
あんたら黒人の事情なんざ知らん。
アメリカの事はアメリカでやれ、デモといいつつ略奪まがいのことをやってのける君らとは関わりたくないよ。",
110,"わざわざ日本人しかいない島国に来といてデモ？
もっともっと人集めて略奪で一旗あげたいんでしょうか。

日本人が海外に行ったとき、アジア一絡げに見られてイエロー・チャイニーズって言われてるの知ってますよ。",
111,"唱歌「朝だ元気で」

【作詞】八十島　稔
【作曲】飯田　信夫

朝だ　朝だよ　朝日がのぼる
空にまっ赤な　日がのぼる
みんな元気で　元気で起きよ
朝はこころも　からりと晴れる
あなたも　わたしも　君らも僕も
ひとり残らず　起きよ　朝だ

「あなたも　わたしも　君らも僕も」の助詞「も」は「他と同様に、対等に、並列に」という意味である。

「黒人の命も大事」は「黒人の命は、他の命と全く同等・対等に大事」という意味であり、平等性を強調しており、決して黒人の命を軽んじているのではない。「も」という軽い助詞には重い意味の使い方があるのだ。日常語の語感（あれもこれも）に惑わされなければ、理解できるであろう。

「今日も今日とて」の「も」は重い。今日も昨日と全く同じ、一昨日とも同じ…全く変わりが無いという意味をズシンと伝える「も」である。決して軽くないのだ。",
112,アメリカでのデモの様子を見ると関係ない店舗を襲撃するわ略奪するわで黒人は怖いって印象になるね。黒人のアジア人に対しての差別はひどいらしいし。,
113,"これって主に日本に居る黒人が声を上げているんだよね？
それならまだ意味は分かる
日本人もこれを見習って朝鮮総連や中国大使館にデモをしようよ
しかしこれをやるとマスコミはデモで無く極右のヘイト集会と言って弾圧するから出来ないか！？",
114,黒人の命“は”大切……ね。それはアメリカでトランプ大統領にでも言えばいいのに……コロナと闘っている日本人の命も大切にしてほしかったです。,
115,言いたくないけれど、移民のおそろしさをつくづく感じる。すでにアメリカ国民になっている彼らは出ていけともいわれず、黒人支配、白人排斥でもしないと気がすまなくなっているのだろうか。,
116,"パヨク動員の糞デモなら
アメリカ大使館前でやれ
そもそも職質されるような不審行動を
とっておきながら都合のイイ時だけ
差別を口にするなよｗこの卑怯モンが
もうイイから難民申請取り下げて
他の国に行って下さいな",
117,"黒人男性のこれがどうでもええとは言えへんけど、もし人権ってことで声をあげてるんなら、その前に隣の国で行われてるホロコーストに目を向けるべきなんちゃうかな。
数百万人単位で虐待、迫害、虐殺されていってるんやから。",
118,渋谷で騒いでいた連中に、ウイグル族やチベット族だって大切だ、人間だ！とデモ行進しろって言いたい。,
119,"で？白人は元より、黒人たちによるアジア人や東洋人（←勿論日本人も含みます）への差別や嫌がらせに関しては言及しないで無視なんですねっ！

ホント、自分達の都合の良いことばかり。それに日本でデモをして何か意味がある？

まぁコロナの外出自粛で相当ストレスが溜まっていたんじゃないの？",
120,もちろん黒人だけじゃなく他人種の命も大切です。それは前提にあって、論点はそこではなくて、今回は黒人の人たちへの差別反対だけに論点がいってるんです。,
