,comment,info
14,"「“抗議しながら”優勝…刺激的だ」
違う。
彼女はコロナの自粛期間に、フットワークなど徹底的にトレーニングし、誰よりも努力し、戦う準備ができていたから勝ったのだ。観戦してフットワークやサーブなどどれも超一流、押されていても相手選手を圧倒的な力でねじ伏せた。正に女王。だから勝ったのだ。
「抗議」の姿勢は一人の人間として素晴らしい行為。一回り彼女を大きくさせてくれたし、アメリカ社会への主張とリスペクトを勝ち取った。
でも、抗議したから勝ったんじゃない
もう一度、勝つための準備を誰よりもしていたから勝ったんだ。
女王帰還！そこが凄いと思う。見ていて感動した。そして、「抗議」を通して真の女王としての資質も見せてくれた。",
15,今回驚いたのは優勝ではなく、彼女が自身の言葉を持っていたこと。いつもインタビュアーに質問されると「ahhhmm…」から始まり少し自信なさげに話し始めていたのが、今回のインタビューはほぼ全ての質問に即座に答えていた。まるで準備していたかのようだった。(していたのかも？)マスクについて「どんなメッセージがあったの？」と聞かれても「あなたはどう感じたの？それが答えよ」と返していて、ああこの人は自分の考えで行動し、またそこに確かな自信を備えているんだなと思って、本当に輝いて見えた。余裕さえ感じたし、内面から強くなったことが伝わってきて誇らしかった。,
16,"感動的です。

欠場が決まったフランスからはこんな声が報じられています：

「大坂なおみは100％受け入れられるよ」全仏欠場もレキップ紙記者が称えた勇気と尊厳（Number Web）",
17,"対戦相手は、プレッシャーを感じないのかな。
だって対戦相手が勝ったら攻撃されるじゃない？",
18,純粋な行動をおかしなジンケンヤーに利用されないようにしたいね。,
19,スポーツ選手の政治的発言に異論はないが、ナオミが抗議した内容のセンスがない。完全にクロじゃない事件。ナオミにはもっとセンスがあると思っていたので、残念。,
20,"優勝、おめでとう！
でも、もっと日本を理解して欲しい。
日本にBLMはいりませんから、巻き込まないでー！ELM(everyone lives matter みんなの命が大事)なら応援します。",
21,大坂さんのタミルライス印字マスク。１２歳でおもちゃの銃で遊んでいて警察に撃たれるって。かつ罪なし不起訴は。日本でも中国でもまず起きない事象。世の中は知らないことだらけ。有名人の人権問題に焦点を大衆に持たせる行動に尊敬を感じます。,
22,"優勝おめでとうございます。

大坂さんは、日本国籍を選択しましたが、ずっとアメリカで生活していたので、考え方はアメリカ人と同じです。
日本は、ほぼ単民族国家といっても良いですが（弥生系、縄文系、アイヌなどいますが、ほぼ、です）、アメリカは人種のるつぼです。人種差別の考え方が、今でも蔓延しています。
彼女の行動が日本人にしっくりこないのは、人種差別を実体験していないからです。
彼女の行動は、賞賛すべきだと思います。
黒人だ、と言うだけで、罪のない普通の人が、国民を守るはずの警察官によって殺される。あってはならないのに、現実に起きています。

私は、今後も、大坂なおみ選手を応援していこうと思います。",
23,"彼女が抗議の活動を始めた時期に、このヤフーコメントは罵詈雑言の嵐だった。

ファンの声はかき消されて、擁護すれば批判的なコメントで責め立てられた。

きっとそう言う人は人種差別などの問題もスポーツの試合などもどうでもいいのだろう。

社会的に最悪な人種を見た。

そんな気がした。


大坂選手は日本の誇りです。

何があっても応援します。",
24,"オリンピックでもこういうことに対して寛容になると、どこかのおかしな国が勘違いして変なことしそう。
独島は我が領土とか、慰安婦や徴用工のこと持ち出すとか。
そういうのは、今までどおりきっちり処罰して欲しい。
※大坂選手には賛同しますが。",
25,世界の頂点に上り詰めた気高きトップアスリートvs.日本村社会の底辺を這いつくばる卑屈で差別的なネット右翼。どちらが日本人としてふさわしいか明らかだね。,
26,"だから、尚更
WOWOWの犯した罪は大きい

『独占』を解除してNHKに譲っていたら
5000万人が視聴出来ていた

世界の先進国で日本だけ放映出来なかった
この馬鹿丸出しの構図…",
27,"本当に凄い人が出てきた
かくありたい",
28,大坂なおみは素晴らしいが、世界が称賛した途端に大坂なおみへのバッシングをやめたヤフコメはダサい,
29,彼女にノーベル平和賞をっ！！,
30,最初に試合をボイコットしたのがどうしても納得出来ない。仮にアスリートじゃなく会社員だったとして、アメリカで黒人が警官に射殺されたから会社休みますなんて身勝手な行動をどう納得しろと言うのか？誹謗中傷ではなく真面目に考えた上での批判すらも許されない雰囲気があるのが実に恐ろしい。,
31,"次大会は

是非とも
拉致被害の氏名マスクよろしく！！",
32,"マスクに名前を書くなら、黒人側に全く非の無い人の名前を書いてほしかったものですね。
撃たれても当然な行動をした人の名前を書くのはいかがなものか？",
