,comment,info
24,"彼らは住居のブロック内あるタバコ屋へ買い物に行く際もスーツネクタイで装って買い物に出かけるそうです。
単なる伊達酔狂で装っているのではなく、Ｔシャツ短パンでは警官に目標にされてしまうからだそうです。
日本はどんな真夜中でも、お酒やたばこが普通に気兼ねなく平気で買える幸せな国だと思います。",
25,"差別があるのはアメリカだろうが日本だろうが同じ事
資本差別は横行してるのに人種差別だけが取り上げられる事自体に問題がある
そして何より
直近の黒人問題は被害者が犯罪者であるという事を軽視している
人権問題は金になるからな
踊らせている奴は金目当ての権力者である事を教えないといけない
それがメディアの本来の役割だろうが",
26,"差別はなくならないのか。いや、意識を変えることは難しくても制度、システムは変えられるはず。
トランプが何もやっていないというのは嘘。大統領選を控えて民主党よりのメディアはこのような記事を飛ばすが、文春もそちら側。",
27,"「制度的人種差別」の中身がイマイチ理解できなかった。
本文を読むに収入格差がその原因の様だが、白人だろうが黄色人種だろうが貧乏人はいるものだろう？
貧困のために『負のスパイラル』にからめとられるならば、それは人種差別ではなく貧富による差別じゃないのか？
まあ、「その中でも黒人は特に不利なんだ」と言いたいのかもしれないが。",
28,"間違えてる人が多いですがジョージ・フロイド事件だけでBLMが起きたのではなく、近年、警察官による黒人殺害事件が続けて起きたためデモが拡大しています。

警察官が黒人を殺害する問題は1970年代から現在まで続く根深いものです。

2009 オスカー・グラント
2012 トレイボン・マーティン（BLM運動発端）
2014 マイケル・ブラウン
2014 ラクアン・マクドナルド
2014 エリック・ガーナー
2015 フレディ・グレイ
2016 アルトン・スターリング、フィランド・カスティール
2020 アマード・アーベリー、ブリオナ・テイラー

1991年のロドニー・キング事件から問題となる事件は映像があるものが多く、丸腰や危険性のない黒人への一方的な暴行です。
近年、問題が再浮上したのは、スマートフォンで暴行現場の動画が公開されるからです。",
29,"ジョージ・フロイド氏、妊婦の腹に銃を
つきつけて強盗した人だよね？
前科数犯あったはずだし、人種関係なく
凶悪犯には逃げられたら困るから厳しく
対応してもらいたい、というのが普通では？
アメリカの警察24時をアマプラで見たけど、
日本とは比べ物にならないくらい治安悪い。
この記事だと、白人と黒人とで、同じアメリカで
生活してるのに、待遇が違うことが分からないし、
正直、今のアメリカはポリコレが行き過ぎ。
トランス女性に配慮して「女性の子宮頸癌検査」
という表現がアウトになる。トランス女性は
子宮がないから、という理由。
アメリカの市民、根本的にやり方が
間違ってると思う。",
30,"この記事で触れていないことは二つ。
１つ目は、ブラックライブズマターBLM運動は、アンティファと同じ極左運動として2016年に既に公認されていること。
２つ目は、これまでも同様の黒人殺害の事件は無数に起きているにも関わらず、トランプ政権時代になると挙って騒ぐようになったこと。
強いて言うならオバマ政権時代にも無数の同様の案件があったが、オバマ政権時代にはほとんどメディアも眼を向けなかったにも関わらず、トランプ政権になると急に目立たせて政権批判に利用するようになったことだ。
米国に浸透している左翼の活動がここに現れていると言えよう。",
31,こういう記事見ると日本って宗教もそうだけど人種もあまり気にしない人多いよね,
32,"フロイドって人は　結局犯罪を犯してたのかどうかは　どうでもいいの？
悪いけど　そこが重要だと思うのですが　いつも　殺された　だけがフューチャーされて　何か　納得も同情も出来ない。",
33,"昔、寺島進さんが某戦隊で言っていた…
「遊びで命を弄ぶな！生き物に下等も高等も無い！」とな。

寺島進さんのこの名言をストーリーごと見せてやりたいな。
自分たちのやってることは、人間の敵である化け物以外だと言うことを思い知るだろう。",
34,"はっきりいって蓋を開けたら黒人にも問題がありましたってのが多過ぎて同情する気にならない。
真面目で清廉に過ごしてる黒人が可哀想だとは思うが。

まぁアメリカの警察が秩序的かが、白黒関係なく怪しいとこあるけどな。",
35,">米国の公立学校の財源はほとんどが固定資産税で賄われており、貧困地区と裕福な地区の極端な税収格差が…

これが正義なのか？
アメリカの暗部だ。",
36,「仕組み」がよく分からなかった。,
37,"で、結局なぜ殺害するんだ？
典型的なタイトル詐欺記事だな。",
38,"文集オンラインとは思えない内容。
「出羽守」「ポカホンタス女」「意識高い系ｗ」の勘違い女が書いているんじゃないかと思ったら、
案の上「堂本かおる」だった。",
39,">優位に立つ側はこの構造に気付かず、社会から取りこぼされて貧困、低学歴、犯罪といった負のサイクルから抜け出せない黒人を「怠惰」「無能」「犯罪者」と見下す。または音楽、スポーツ、体格などに限っては黒人を褒めそやす。

これ、この問題に関する記事のコメント、ほとんどこんなのばっかりだった。日本人はつくづく白人の側に立って黒人を見ているのだな、と思った。",
40,差別は根深だろうし、日本人の私には理解できん。けど暴動略奪はもはや「声を聞いてほしい要求」の副産物とは言えん気がするよ。,
41,"センセーショナルなタイトルだな。

確かに黒人の犯罪率って、白人より高いけど
貧困率とかも関係してるわけだし。

黒人＝危険って意識が、
白人社会に根強く残ってるんだろうね。

ただ、人種によって犯罪率に差がある以上は
ある程度警戒するのも仕方ないよな。

日本の警察の職務質問だって、
捕まってるのは男ばっかりだけど、
それもマニュアル通りだからねー。

犯罪者なんて、圧倒的に男のほうが多いんだから。

もちろん不当に疑って、過剰に攻撃するほうが悪いけど、アメリカの警察官は命がけって感じだしなー。

疑われる側も、行動に注意しないとね。",
42,黒人人口が20%を超える米南部に7年間暮らしましたが最近の黒人は聖人君子の差別の被害者かの様な報道は疑問に感じます。黒人はアファーマティブアクションによる逆差別で優遇されていると感じました。仕事でも平気で必要書類の発送を忘れたりいい加減な事をしていてなぜこの担当者はクビにならないのかと疑問に思った後に本人に会うと黒人女性だという事も度々でした。人種差別主義のレッテルを貼られるのが怖くて誰も注意や指導ができないのです。お店を経営する日本人の友人がバイトで黒人を雇ったら、今日は歯が痛いから働く気が起きない、次の日は胃が痛いから、と全く働く気がないからクビにしようとしたら「自分が黒人だからクビにするんだ！差別だ！」と騒がれて辟易したと言っていました。今回の騒動で黒人から距離をおこうとする非黒人はますます増えると思います。ちなみにアメリカでアジア人をいちばん差別自分馬鹿にするのは黒人です。,
43,"厳密には「何故白人と黒人の経済格差はなくならないのか」ってタイトルの方が良い気もするけど、黒人は貧困から抜け出せないから犯罪に走る者が多く、結果黒人＝犯罪者のレッテルを貼られ白人警官に殺害される率が高くなるって事だと思う。

実際アメリカは富裕層と中産階級、貧困層の住む地区がはっきり区分けされ、彼らが交わることは殆どない。
一旦貧困層が住む地区に生まれたら、物心ついた年頃に彼ら彼女らが手本にするのは年上のギャング連中だったりするので、道徳観や学ぶべき社会ルールが自然と犯罪者視点になり、法を無視する事を当たり前だと思ってしまう。
なので黒人差別問題は我々日本人の皮膚感覚ではなかなか理解出来ない根が深い問題だと思う。",
44,"そもそも個人の識別に、肌の色、目の色、髪の色を導入している。そして犯罪率の分類項目として存在する。
実際、犯罪率が高いと分類されれば警戒せざるを得ない。
日本にも外国人犯罪率はある。それを否定するわけにもいかない。
白人女性に嘘の通報をされた黒人男性のような自衛も今は必要。",
45,"日本人が知らない差別の仕組み、、って
江戸時代には日本にもあった士農工商えた非人のように
恣意的に被差別対象を作り、白人の最下層の人たちが
政府や自治体に不満を持たないよう心理操作するって
ことだろうか。本気で黒人差別を解決しようとしていると
思えないもんな。。",
46,"割と日本人は知ってる事だらけだと思う記事だった

モーリーロバートソン
「米の警察は裕福な層ではない階層で言えば貧困黒人層に近いその警官が命の危険を感じて黒人貧民街をパトロールするプレッシャー故に過剰な警戒行動をしてしまう事は理解できる」この見解は知らなかったので興味深かった。",
47,日系だって、外国いけば差別される。日系は白人社会で対等には扱われない。おとなしくて勤勉だから、事件にならないだけ。差別発言になるけど、私は、出会った黒人男性で気分がいいとおもった人少ないです。もちろん、友達になれる人もいる。女友達でイギリス系の黒人女性もいる。しかし、印象としては国柄もあるんだろうけど、独特の癖があって、白人やアジア人とは違う。それに黒人男性は日系女子をかなり卑下して差別してると思うな。,
48,"その警官のした事は過剰防衛だったと思いますが、殺された黒人男性はいわゆる「札付きのワル」だったのでしょう？　警官の方だって怖かったんだと思いますよ。これで警官になりたがる者がいなくなったらどうする気なんでしょう？　自警団でもつくるつもり？　しかもその警官の供給源は「貧困層」なんじゃないの？
問題は貧困＝犯罪になる社会構造の方で、貧しくても真面目に働いていれば家族で暮らせる仕事のある社会なら、自ら犯罪者になろうとする者はいなくなるのでは？　ともあれ麻薬の蔓延をどうにかしたら？　何か欧米人って言っている事は立派なんだけど、やっている事が足が地についていない人が多いんだよね。いつもそこで問題起こしている気がする。",
49,"読んで損した。差別は無くせないが結論では情けない。
どうしたら、差別は無くせるのか、経済格差や教育格差が無くせるのかを述べて欲しい。それが出来ないと結論してしまう様では、知性と教養を疑う。
さもなくばトランプ大統領と同じで、偏見と格差を継続させた方が自分に都合が良いとしている方々の範疇だろう。

格差是正策をとるとらないはにかかわらず、もうじき米国の白人人口は少数派に転落する。とくにヒスパニックの増加率が多い。
現在でもカラードの入学枠や就職枠の優遇があり、差別を訴える声がある。白人層が少数派になればますます是正策が強調されるだろう。そうなれば、白人も差別に気づいて欲しいとデモする日が来る。
南アには貧困白人集落が前からあり、貧困から抜け出せない構造がある。
豊かさや貧困が永遠とか絶対に変わらないとか思うのは、思考が貧困だと思う。",
50,社会の制度的差別と警察官による黒人の殺害は違うと思う。犯罪者や不審者は裁判手続きを経ずにその場で殺してしまってもいいという考え方が白人警察官の一部に中にあるのだろう。日本の警察の凶悪犯であってもなるべく生かして逮捕するという方針とは逆だ。,
51,普段から黒人の犯罪多いんじゃないかな？それで、お前は危険だ！って肌でレッテル貼り。逆にそうしないと反抗されてる場合もありそうだし。こういうのは、あるポイントでいきなり変わったりしないと思う。黒人側の生活の質、待遇向上、警官側のレッテル貼りを徐々に剥がしてくしかないかな。,
52,"だから、ミッシェル・オバマやオプラの様な裕福な有名人が先頭に立って、黒人の子供の教育に手を差し伸べなければいけないんだ。
黒人の社会全体の教育や経済環境を底上げしないとどうにもならない。
白人社会を変える事も大切かもしれないが、裕福な黒人社会から変えていって、ユダヤ人の様に、もっと同族を自分たちの財産を使ってサポートしていかないと。
テレビに出ていかに金満な生活をしているかアピールしたり、マイケル・ジャクソンの様にネバーランドを作ったりするより、黒人の子供すべてがより良い教育が受けられる様に行動し始めるべきだ。
秋からリーモート・スクールが始まるところも多い。
タブレットをもっと寄付しろ。
WiFi環境を作ってあげろ。
朝、昼用のランチを届けろ。
5カラットのダイアを一つ売ればなんでも出来る。
鬱になっている暇はない。",
53,米国では、黒人の犯罪率の問題があります。警官は自分を守るため、黒人を見ると犯罪者かもしれないと身構える可能性が高くなります。この方も犯罪歴があるため、残念ながらそのような過度な対応になったのではないかと思われます。,
54,"タイトルが白人に対する差別になってるの気づいてます？
差別がいけないと伝えたいのなら、このタイトルはだめでしょ。
黒人も黒人を殺してる。
黒人も白人を殺してる。
黒人の方が殺されているのは、それだけ犯罪を犯している人数が多いからでしょ。",
55,"この手の記事が出ると、胸糞悪いコメが乱立するなぁ。
自分が何色に生まれるかは偶然の産物。
自分が何処の国に生まれるかも偶然の産物。

親を選んで生まれた子供は居ない。",
56,"何故白人が上なのかが理解できない。

知能、身体能力においては黒人のほうが上だろう。
といっても逆もありえるのか。
白人がアフリカ大陸に移住し始めたら、白人差別はおこるか。",
57,留学中2回強盗に会いました。全て黒人です。他の民族は、貧乏人でもよく働きます。しかし昼間から遊んでる黒人男性沢山います。しかし黒人女性は、一番よく働きます。バスの運転手とか、親切な黒人女性沢山います。黒人男性の犯罪は、すごく多いです。,
58,"無抵抗の黒人を殺害したなら大問題。
ですが、逃げる、暴れる、武器を奪うなどをしてアメリカで撃たれないと？",
59,"筆者はアトランタ辺りで警官を取材してくればいい。
黒人の銃撃戦は日常茶飯時、自分に危害が及ばない日本からならなんとでも言える。",
60,タイトルに比べ、中身が無い記事。肉体的に白人は黒人に恐怖感を持ってるいるとか、アメリカの黒人は日本人に差別感あるとか、日本人が知らない事を記事にしてるかと思ったが、残念。現地に行って、生活して記事書いたら？,
61,タイトルだけ見ますと、「白人警官が黒人を殺害するのは、すべて警官が悪い」という風に取れますが、ホントでしょうか？,
62,アメリカで黒人を1番多く殺害しているのは白人ではなく黒人だと言う事実,
63,黒人警官も何故白人を殺害するのか？日本人も知っている差別の仕組み。洋の東西を問わず「差別は宗教から」宗教の基本は「差別から」,
64,黒人の中には性善説で語れない行いをする人も多いかも。アメリカじゃないけど、アフリカの黒人はまだまだ人間がすることとは思えない犯罪とかする。,
65,"ハッキリ言って黒人が普段から外で銃器を持っていないので警官から舐められているんだよ。
米国民の権利で、理不尽な暴力に銃の使用は合法なんだからね。",
66,"罪を犯したからだろ
犯罪率の高さは死んだこととは別に考えなきゃならんことだろうに",
67,大学とかで「黒人枠」があるとも聞きますが。(´・ω・｀),
68,日系人は財産没収のうえ収容所に入れられたけど暴動や略奪はしていない。,
69,しかしその黒人の中にも我々アジア人を差別する人がいるから複雑なんだよな～！,
70,"黒人黒人ばかり言ってると黒人だけ特別扱いする社会になるぞ。

ゆくゆくはなにをやっても無罪放免になりそうだな",
71,白人警官がなぜ黒人を殺すか？というより白人警官対黒人というだけでニュースになってるだけ。,
72,黒人が悪いことばっかりするからだよ。そして警察官の言うことを聞かない。素直に警察官の言うことを聞いていれば殺されたりしない。黒人が悪い。,
73,アメリカが、と言うより、白人そのものがそんなもの。,
74,今子供が黒人差別について作文を書いているので、興味深く読みました。,
75,黒人に殺され殉職した白人警官は何人いるのか。それも報道しろ,
76,"差別とかじゃなくて
黒人が怖いんですよ
自分がやられる前に
やらないと…",
77,"ゆーて犯罪者だらけやんアフロアメリカン。
自業自得だろ。",
78,DNA,
79,文春ってバカなの？それとも無料版はバカっぽい事と知ったかぶりで本命は本を買えって事か？こんなものを読まされて購買意欲がわくか？あほ！,
80,後ろのでっかい顔半分が青鬼に見えた。,
81,まあ黒人はアジア人馬鹿にしてるから同情する必要は無いよ,
82,日本で言うところの上級国民と底辺家庭の差みたいなもんだな,
83,死んだのは気の毒だが偽札所持してヒーロー扱い信じられん何かトランプまともに見えてくる,
