,comment,info
10,"昔、アメリカの白人至上主義者達と会話して、彼らなりの主張を全部聞いたけど、「そこまで白人としての強い誇りがあるなら、誇りある先祖の地であるヨーロッパに帰還しようって考えないの？」って聞いたら黙り込んでた。

こいつらガチじゃないなって感じた…",
11,"BSの「町山智浩のアメリカの今を知るテレビ」(漢字うろ覚え)という番組でこの人見たと思う。
確か今のアメリカではKKKが顔出しで普通に集会開いてる、という話の流れでこの人に行ってたような記憶…
流暢な日本語で普通に会話してたと思ったら、紳士的でにこやかな態度のまま普通に
「黒人は知能が低いですから教育しても無駄です」とかさらっと言い出して驚いた。
町山さんもぎょっとして
「無駄なんですか！？」と何度も聞き返してたが、結局撤回せず。
正直怖かった。
BS TBSはなぜこの人を選んで招いたのか…",
12,">現在はテイラーが暮らしていた1960～70年代とは比べものにならないほど人種や民族が多様化している

民族を人種や出身地で分類するのは、いかがなものかと思う。
町内のインドネシア出身の両親の子供が小学校に通っているが、みんな日本人として接している。",
13,">その白人至上主義者を識者として尊ぶ日本。

ちょっと待て、識者として呼んだのは日本のテレビ局であって日本ではない。
主語の部分をこういう風に過大に表現するのは本当にやめろや。",
14,でも均質度が高いから人種や民族の違いを理由とする揉め事が起こりにくいという点はあると思う。,
15,こういう思想を理解していない日本人が、単に相手が日本語がわかるから日本を好きだからという理由で容易にインタビューしたり彼らの姿をテレビでうつすのは本当にマズイ。それは彼らの主張を暗黙に容認していることになる。ロゴやシンボルを出して沈黙のメッセージを出してることだってある。日本アゲをしていれば何でもありって、テレビ局ってつくづくそこまでわかる頭のいい人が制作側にいないんだなと思う,
16,"＞ 「メキシコとの国境に壁を建てる」「米国にいるビザ無し移民推定1,100万人を全員強制退去」など、トランプの荒唐無稽な公約

本稿の趣旨には反対しないけれど、この部分には違和感を覚える。
国境警固と不法移民防止は国家の基本で、少なくとも、トランプの公約を「荒唐無稽」と切り捨てることはできないと思う。
アメリカが移民により発展してきた歴史的事実はあるとしても、安価な労働力と消費人口を増やすために不法移民を受け入れてきたご都合主義の「リベラル政策」のほうが邪道ではないかな。法治国家が不法行為を追認している訳だし。
その意味では、日本の移民政策や外国人技能実習制度のほうがまだマシだと思う。",
17,"今の外国人財の規制緩和は、アジア諸外国の人々を安い労働源とする、政府の移民政策だと思う。
移民政策は島国の日本にとって将来難しい問題を抱える事になるだろう。",
18,"報道1930は報道番組としては良質な部類だと思うけど？

極右の出演がダメって論調だけど、この番組は極左も出演してるし、何より司会者がリベラルなのに、ちゃんと保守派の意見も聞き入れてコメントする点で他とは大違い。

あと民族という定義がこの記者の中でどうなっているかは分からんが、日本人の特徴として、ある程度均一な価値観を持っている、というのは確かなことだと思う。

自分は日本はこれから移民との摩擦が増えてきそうで、とても不安だ。

だって結局移民と上手く生活していけてる国なんて皆無だから。
移民擁護派は薄っぺら過ぎるんだよ。",
19,"オルタナ右翼には日本が、隣りの芝生は青く見える。んじゃないの？
あっ…そう…としか言えない。
人種的に、文化的に均一なのは、ド・ゴール大統領でさえ羨ましがった大陸から海や大洋に護られた場所だからじゃないの？
南北アメリカ大陸も海や大洋に護られた場所だったけど障壁が低かったから白人が来て混乱を起こした。",
20,"排斥はしたいと思わないが、ルールを破り主張する人は好かない。
あくまでもルールを守り法に則りルールを変えていくのは納得する(ヒトラーのような例は良いと思わないが)しかしだからといってマジョリティーがマイノリティーを圧迫するもの良いとは考えない。
大きな原則の中仲良くできないものなのかね。
日本は今まで通り日本であって欲しい。
外国人はもちろんウェルカムだがルールを守って欲しい。",
21,"不思議なんだが何故反トランプは移民と不法移民を同列に扱ったり、BLMデモと略奪や暴動を一緒にしてしまうのか？

主張が正しいから不法行為も許されると考えているならば、それはテロリストやファシストと同じだ。",
22,"高学歴の知識層と言っても思想の偏向はある。と言う良い例だろうし、ジャレッド・テイラー氏が、日本を「人種的、文化的に均質」である。とした認識は正しい。なぜなら、

戦前、日本を「有色人種による、有色人種の、有色人種のための国」と評したデュボイス、
J・エドガーが最も恐れた黒人扇動家、中根中やブラックパンサー党の結党メンバーの日系人リチャード・アオキetc、歴史的に黒人からも高い評価を受けてる活動家を輩出してる事がその左証である。

故に、白人至上主義者を識者として尊ぶ日本。と言う堂本 かおる氏の認識は正しくはなく、ジャレッド・テイラー氏の意見は、あくまでも白人の立場での参考意見。としてバランス良く、冷静に聞く態度が必要。",
23,"なんで称賛されるのかわからんけど普通に日本は土地も狭いし、他の国からも
狙われてるし、移民はむり！
移民はデカイ国が受け入れて下さい！
中国みたいに外国人でも全て監視できるとこならいいけど日本ではそれもムリですよね？
最近日本はカムチャッカ半島より小さい、
と知ってショックだった、、
北方領土くらい返してくれよ〜",
24,日本を蔑みたいんだろうが、もはやマスコミの誘導で世論が動く世の中では無いのに気づけよ、堂本さんよ。,
25,"ブラック・ライブズ・マター　の中心人物にも　左翼系白人が
多く参加していることも、忘れてはいけないと思います。",
26,"アドルフさんも和服姿の写真を撮ってますからね。
親日家の白人至上主義者はかなりいるでしょう。",
27,日本人の多くは、今回の問題を日本に持ち込んで欲しくないと思ってるだろう。Black lives matterも白人至上主義もよそでやってくれって。,
28,"最近はアメリカリベラルの歪みこそ酷いと思いますね。
白人至上主義者に対抗するあまり、黒人至上主義者化している。
アジアンへの差別はほとんどが黒人によるもので暴力差別がほとんどだが、アジアンが黒人による暴力差別を言及してBLMではなくALMだと言うと「黒人が血を流してる時に他の差別の話をするのは黒人差別」と言ってコリアンタウン襲撃略奪への非難を封殺した。
また、リベラルは黒人優遇する為に大学受験で黒人に200点加点して、アジアンにはマイナス200点つけると言う機会不均等な差別を公的に行った。

黒人の暴力差別に晒されるアジアンからすると、共犯者のリベラルより白人至上主義者の方がマシだと言う状況になっている。",
29,"日本が単一民族国家であることが、オルタナの憧れの対象となっている？？？
それよりも、日本という国が、どんな人種や宗教を信じる人たちでも、彼らを日本人にしてしまう、その魔力に神秘性を感じているのではないか？",
30,"自分たちの文化を守りたいだけなんじゃないかと思う。
ところが白人が絡むと全て人種差別と見なされる。
実際差別的な人もいるから誤解されるんだと思う。",
31,"この様な記事も、衆目を集めるための瓦版。

キリスト教信者にある選民思想。結果、ユダヤ人は弾かれた続けた歴史。
この選民の範囲は今も変わっていない。この中に入りたがる日本人。

そもそも、右だと左だとか呼べば、知識人と勘違いしてこんな記事を書く。

共同体をどう運営するかの手法として、独裁・民主主義・絶対君主と言う制度があるだけなのに。

共同体と言う性格は、独裁・民主主義・絶対君主でも、共同体が無くなれば、意味を成さない。

共同体が前提で成り立つ、民主主義、経済、社会保障、安全・安心。

故に、どんな政治体制でもあろうとも、共同体を守る事は、右や、左と言ったイデオロギーの問題ではない。共同体の持つ本質。

民主主義を、個人の自由や権利が罷り通る事だと勘違いし、個人の自由権利で、他者の受けるべき自由や権利を無視する。「私」が「公」より優先するのが民主主義だと勘違いし煽るﾒﾃﾞｨｱ。",
32,"この記者、何言ってるのかな？
僅かな時代が流れても、人種や民族が多様化するわけないじゃん。
それは、単に移民になる者や、それに伴う混血がすすんで、多少あいまいになって来たってだけだろう。
そんなに人種差別が嫌なら、どんどん人種・民族の交配・混血を進めていって、人種とか民族と言う概念を”浄化”してしまえばいいんじゃないだろうか。",
33,"ニュージーランドのモスクで大量虐殺を起こしたオーストラリア人テロリストも犯行声明で日本を称賛していました。
悲しいかな、欧米の右派にとって日本は「排外主義的で男尊女卑の気風を現代に残す極めて稀な単一民族の保守反動国家」として憧憬の対象になっているのです…。",
34,どんな方面であれ主張が激しいのはまぁ厄介ではあるわな！,
35,日本で多いのは移民ではなくて密入国してきた不法滞在者じゃないの？,
36,問題のある団体かもしれないが、国家が同じ人種、同じ文化、同じ言語で作られるべきという点には賛成だ。国というのは、そのような同種の人たちを守る為に先祖が血を流して作り上げたものだ。他民族国家で仲良くやっていくのが理想なんて幻想を、真面目に主張しているのか。追及している世界が違うのに、同一の利益を守れるはずなどないのは、小学生でもわかることだ。日本も移民を受け入れるべきではないし、日本は日本人の利益を守る為に国際社会で戦っていくべきだ。,
37,"文春さんは、何としてでも白人至上主義者と日本を結ぶ付けて
レッテル張りしたい、みたいですねぇ。",
38,1920年代のKKKは禁酒法下での飲酒（キリスト教はワインを儀式に使うため、宗教的な行事に伴う飲酒は禁酒法でも認められていた）やネズミ講的な会員集めが主目的で、「白人至上主義」といってもそんな頻繁に暴行はしていなかった（むしろ反社会勢力のように「何かするかも知れない」と思わせておいた方がいい、と考えていたようだ）とも言われている。,
39,唐突に日本が移民国家であると言っているがその根拠を示さないといけない。国津神と天津神まで遡るのか。,
40,まず「白人国粋主義」なるものは変な“造語“であり、存在しない。国粋主義は日本生まれの日本にしかない日本の右翼思想であって、普遍性はない。英語に国粋主義に該当する単語は存在しない。ナショナリズムは近い概念だが、全く同じではないし、周知のようにナショナリズムの訳語は、国家主義、国民主義、民族主義・・等々さまざまだ。国粋主義に該当する英語は存在しないし、白人の国粋主義は字義が可笑しい。,
41,"ネオナチだろうがアカだろうがテロリストであろうがテレビに
出演してコメントする権利はあるだろうになにナチュラルに差別してんの？",
42,事実を書くと「日本アゲ」と表現する「ゆがんだ」受け止め方しかできない人はどこの国の人？,
43,おいおい、親日＝レイシストみたいなレッテル貼りをしたいわけ？そんなことばっかやってるか、いつまでたってもマスゴミの一角としての扱いしか受けないのだよ。文春さん。,
44,日本下げしまくるマスコミと芸能人著名人に自称知識人たちはどこの人？,
45,中共に憧れるのはいいのか？,
46,100% WHITEのワッペンがジワジワくる。,
47,テイラー氏の主張は、至極まっとうなもので、とくに問題があるとは思えないんだけどね。,
48,"所属する団体はともかく

武器を持たないフロイド氏を警官が殺害したこと自体は正当化できない
としながらも、フロイド氏の身長と体重を持ち出し、大柄なフロイド氏が逮捕に抵抗した結果であると主張。

別におかしな事はいってないじゃん 論理的",
49,"「右翼か左翼か」ではなく
「ナショナリズムかグローバリズムか」
で区分けしたほうが良いと思います。",
50,ケント・ギルバートのことかと思ったが違ったわwww,
51,自分は民族差別主義者も穏やかに生活しているのであれば思想信条の自由として認められるべきだと思っている。但し過激な言動を繰り返し争いの火種を作り出す愚か者は自由を履き違えている単なる馬鹿なので何らかの制裁の対象になるべきなのは当然と思う。,
52,確かに有名な学者が調べたところ、アジア系、白人、黒人の順で知能指数が高いという結果がでたようです。ただ私が思うには知能指数検査にしても、精神分析にしても元祖は白人が作ったものです。西洋人の精神状態を元にして作られた心理学で日本人はかれるのかなと疑問に思います。知能指数検査にしても男女とか人種とかで得意分野が異なる傾向は人種差別がうんぬんでなくあると思いますで、その結果で誰が秀でているかというのは一概に決められないと思います。ただアメリカは白人が作ったシステムですから法律や秩序を決める際に白人民族の傾向が反映されていると思います。日本は第二次世界大戦後にアメリカを見本に国が作り直されましたので、白人と価値観が合うのかもしれません。ただその価値観に黒人を蔑視するものが含まれていたとしたら、それは引き継がない方がもちろんいいと思います。,
53,"ＫＫＫは昔から日本を評価しています。

アジア人でありながら、単一民族で白人国に伍していることが理由ですね。だから、アメリカも単一民族であるべきと彼らは考えています。良し悪しは別だけどね。

さて、「日本が移民も多い多民族国家であると、自ら世界に知らしめていく」のは無理というか、事実ではない。日本と朝鮮半島で混在していたような1000年の昔の話は別ですよ。半島由来と思われる地名は多いですけどね。

現在の最大の移民人口は、いわゆる在日といわれる人たちだが、50万人とされていると記憶する。記憶だから違うかもしれないが、桁が違うとは思えないな。

日本の場合は一億超の人口のなかで、外国人は極めて少数であって、「移民も多い多民族国家」ではないですね。今後は判らないし、良し悪しもまた別ですけどね。",
54,他の先進国に比べたら日本なんて多民族国家なんて呼べないですよ。まだまだ単民族国家と呼んでいいレベル。あとなぜか白人警官が黒人を銃で殺してしまうとトップニュースになるがその他の場合は特にニュースにならない。誇張して報道するアメリカのメディアにも問題がある。,
55,"ゆがんだ思想は、白人至上主義者も、BLMも、両方だ

そもそも、偽20ドル札を使用したとして(真偽不明)、ジョージ・フロイドを取り押さえた白人警官は、白人至上主義者ではない

白人警官の妻は、ベトナム人だし、妻の前夫との子も、遺伝子的には生粋のベトナム人であるが、その子も引き取っている

ジョージ・フロイドの事件は、白人至上主義者、黒人の差別利権団体の双方に、いいように利用されている",
56,KKKもあり。それだけ米国民の表現の自由、言論の自由、集会の自由は厚く保障されているということ。反日ヘイトはやりたい放題、嫌韓ヘイトは損害賠償請求され、裁判所が認めてしまう後進国日本との差を感じる。,
57,"え、日本で生まれ育ったのに、アメリカにめちゃくちゃ固執してるじゃん。
IQで人をジャッジしているところがもはや時代遅れというか。。。
白人至上主義だから日本の文化が好きだろうがなんだろうが、日本人にも差別はする人間なわけで。アメリカに固執せず、白人の出どころであるヨーロッパにでも行けばよいのだと思う。",
58,"アメリカの人種問題は複雑で、いろいろ表に出ない裏の事情もあるんだろうと思う
生粋の日本人の自分はうかつに論評できないわ",
59,"白人の褒めには弱い日本人。昔、ラジオのパーソナリティが、「昔は、外国人（白人）が、イケてる日本人を表現する言葉で“バナナ“っていうのがあったんだ」って真剣に紹介してたが、これは蔑称。皮は黄色で、身は白い。
白人至上主義者は、日本に憧れなど抱いてないよ。",
60,日本人はアジアで最も遺伝子に人種的特徴が少ない。つまり混ざることを太古から繰り返してきた結果の民族なのだ。純粋な日本人という考えが既に間違い、これからも新しい血を入れて進化する。,
61,"実際はゴリゴリの白人至上主義者なんて少なくて、移民から仕事も文化も奪われたくない人達の方が多くて、そんな人たちを利用してるのが白人至上主義団体なだけ。
数千年も移民に支配されたこともなく、伝統文化を大事にしている国に憧れるのも当然。
売国奴自民が入管法改悪したせいでそれも崩壊しつつあるけどな。",
62,"TBSって毎日だよね。何でまた‥？　それならTBSが何でこの人を起用したのか、理由を聞いてもいいんじゃない？
ちなみにDNAで調べると、日本は近隣の民族（中国・韓国だけじゃなくて）が複雑に入り混じった、かなりの混血種らしいです。",
63,"そもそも元々は白人が黒人を奴隷として無理やり連れてきたんやんか

それを何？奴隷制が終わって使えなくなっちゃったから自分らが無理やり連れてきて、英語しか話せない人に帰れっていうのか？

さらに言えば最初に入ってきた人類はネイティブアメリカンの人らやん",
64,"ヨーロッパ系の白人、という時点でそもそも移民だと思うけど。

お前らネイティブアメリカンを迫害して居座っただけの盗人の子孫じゃん。

むしろ、こういうレイシストを一ヵ所に集めて「白人居住区」でも作ればいいんじゃないの？",
65,"考えるのは自由だし、発言するのも自由だ
だが忘れて行けないのは、白人の罪は白人全体の罪である、白人至上主義でもいいんだ
君達の行動が民族全体を汚してるということを
わすれないでほしい、だからヨーロッパの
白人達から入国禁止になるんだろ",
66,"ここで中韓に対して差別している人も似たようなもの。
当然中国人、韓国人でも悪い人はいるが殆どがまともな人。
日本も悪い人がいっぱいいるが良い人の方が多い。
必殺「中韓がするから区別しているだけ」とか言っているが
無関係の中国人や韓国人に対してのヘイトに「中韓がするから」
とか言っても何の説得力もないし、実際に悪い人に対して批判すれば
いいだけの話。",
67,日本に外人が入って来ても彼らが日本文化を尊重し日本人らしく、真面目に働き日本社会に溶け込み誠実に生きてくれたら日本人と認めよう。,
68,白人至上主義者の日本アゲは確かに迷惑でしかないが、堂本かおるの主張する多民族国家日本も多くの日本人が求めている姿ではない。,
69,"好感の持てる、なかなかイイやつらじゃないか。
記事の中の、日本は単一民族の国ではないと言うなら、その根拠を示せ。だいたい、民族と言うあいまいな定義の言葉の意味をまず説明しろ。",
70,"アメリカ人は移民だろ笑
勝手にイギリス諸国から来て住み着いとるだけやないかい。
インディアン迫害して。あ、その時からなる脈々とした差別ですな。",
71,"日本アゲしてる白人とかは旅行とか外の国が好きな人ばかりで大多数じゃねーからな
ネトウヨやパヨクが自分たちが大多数と思い込んでるとの違いねーから
多数は黄色人なんて下位の存在だと思いこんでるし
日本の外に行ったこと無い奴は、わざわざ日本に来た外国人しかしらねーからアゲてもらってると勘違い
一部だけ見てそれは恥ずかしいわ、未だに黒人より黄色人差別の方が多い現実を旅行して見てこい",
72,"日本人は人種で差別しない（子どもはある意味残酷だから、イジメはあるだろうけど）が、言語で差別する。
日本語さえ喋れれば好意的に受け取られます。",
73,"アメリカの差別主義者に憧れられるような国なんてとても恥ずかしい。
流石は外国人技能実習生と搾取するだけのことはある。
ましてそんな差別主義者を親日として持ち上げてるんだからこの国は救いようがない。",
74,"白人はアメリカからヨーロッパに帰ればいい。アメリカはアメリカ人のものだ。ヨーロッパ人のものではない。
アメリカ白人は、全員移民だ。",
75,"はっきり言ってテイラー氏の言うことが真実であるのは内心誰でもわかると思うね。
ただ、今それを正直に言うと差別だ何だと騒がれるから多くの人は言えないだけ。
日本が戦後にこれだけの復興を遂げ経済大国になったのは、日本人という勤勉な人種のほぼ単一民族国家だったが故。
多民族社会などというのはきこえはいいが、結局まとまらず社会的混乱だらけで分裂していくのは世界の常。
黒人は白人がつくりあげたアメリカという国が嫌なのであれば自分達のルーツであるアフリカにかえればいい、どうせ自分達だけではまともに暮らしていけないのは自明の理だがなw",
76,"アメリカ行って取材してきたのか？
＞ブラック・ライブズ・マター抗議デモは今も続いている
もう既に黒人は全く関係ない白人極左による暴力運動に成り下がってる",
77,"外国人労働者を受け入れするなら
断種手術とセットにしてから受け入れたら？

日本来てポゴポコ子供産まれても困る。",
78,俺は差別主義者では断じて無いが、日本や日本人の為に、朝鮮系と中国系は、これ以上は嫌だし減って欲しい。,
79,日本人は白人ではないので白人至上主義者の肩を持つ義理はない。,
80,いやいやいや、なら先住民から奪った領土を返還して白人の皆様はヨーロッパにお帰り下さい。自分達が移民して来て移民反対って訳がわからない。,
81,TBSは四半世紀経ってオウム当時の手口に回帰したのかな。相変わらずの外患誘致癖は健在らしい。,
82,"黒人だけではなく、白人警官も黒人ギャングに殺されている。
白人の命は大切ではないの？",
83,アメリカは先住民のものだと思う。,
84,KKKの人に日本人を認められても、全然嬉しくない。,
85,KKKを持ち出すなら、ブラックパンサー党も出さなきゃね。,
86,"ノルウェーのウトヤ島の銃撃犯もなんか日本をほめてましたよね。
要するに、「日本は単一民族」だとかそういう事実に反することを発信する人のせいでそうなってるのでは？
それと、ネトウヨが首相までやってる国ですしね。",
87,オルタナ右翼は頼もしい人たちですね。力を合わせてポリコレリベラルを打倒しましょう。,
88,"ほんなら日本サゲてる連中はええのかって話よ
そっちにも言及せえよ",
89,アメリカと言う国自体が移民国家。全国民が祖国へ帰りな。勝手にアメリカとか呼ぶな！,
90,"日本が移民が多い多民族国家という説は初めて聞きましたが？
そうなの？",
91,そうなると白人至上主義者なのかなんなのかわからないな,
92,悪いのは医者と軍隊だ！,
93,"日本は単一民族ではないことに、激しく同意。

昔から、アジアモンゴル系の他民族国家。
見た目が近いから、そう見える。

そして同質同一を強制する日本文化により、そう見える。
その文化に恭順したならば、アフリカ系でも日本人。",
94,"・・（いいえ）

単一民族よ。。♪

（国民性。。好きじゃないけど）",
