,comment,info
77,"キング牧師の息子が、そんな事を言っているのに「失望」です。
黒人なら何でも許されると思ってるのか？彼女はイメージを悪化させた部分がある。そもそも差別してたら結婚出来てない。

強いて言えば、マイケル・オブ・ケント王子妃が黒人女性のブローチを付けた時は、大批判食らってました。私は歓迎にも取れると思ったけど、白人女性が黒人女性のモチーフを胸に付けるのは、人種差別で奴隷制を彷彿とさせ時代錯誤だと。

息子と父は別人だし、息子さんがどんな人か知りませんが。

素朴な疑問で「若い白人男性が黒人の子供と一緒に～」って、男女差別にはならないの？好意的に解釈するならデモが危険だから女性は出なくていいって事？差別を批判する人間としては、女は必要ないとか、引っ込んでろとかにも取れそうだけど。",
78,人種ではなく、彼女の行動が問題にあったと報じられている内容からは読み取れるが。,
79,"差別差別と騒げば　何でも思い通りにワガママ放題していいと
キング牧師の子どもは言ってるのか。

そんなのとまともに話は出来ないよな
そら王室もスルーするわな　関わらないのが一番",
80,メーガンヘンリーの浪費には目を向けない。,
81,"本人の行いが悪いからなのに
それを人種だからって言うのは
韓国とやり口が一緒だよ",
82,BLM基準だとキング牧師は差別主義者のレイシストだぞ,
83,キング牧師は偉人かもしれないけど、息子さんはもしかして馬鹿なのかしら？,
84,"黒人だからじゃない
本人の資質の問題
何でも人種問題にするのはおかしい",
85,"有名な人権活動家の息子というだけの何もしてない人の発言なんかどうでもいい
こんなにぶくぶく太っちゃって
というと、肥満差別かな？テヘッ",
86,"キング牧師、の息子さん、
これは人種問題ではありません。",
87,人種は関係ない。彼女はロイヤルファミリーにはなれなかっただけ。,
88,キング牧師の息子に失望。。,
89,日本の皇室よりはよっぽどマシだと思うよ。,
90,王室が妃に失望しただろう。,
91,"差別差別って、、


黒人ばっかりじゃなくてさ、黄色人種は？",
