,comment,info
14,色々な事が重なって起きたように思います。この試合だけに限っても、観客がいないことが大坂の精神的な切り替えにプラスに働いたかも知れません。また、虚空を見上げたのも、観客がいないスタジアムでは自然だったかも。そしてマスクでコロナとＢＬＭを結びつけて静かな問題提起をできたのも今回ならではでしょう。今回の全米では運命の星が大坂に輝きました。,
15,"マスクに名前を示す行為は、スポーツの政治的な中立の原則に照らし合わせても、ギリギリセーフな手法と思う。
あくまでマスクに示されるのは個人の名前。
自分の恋人や両親の名前を示す行為と変わらない。
そこから調べて何を感じるかは、あくまで観客の自由だから。

BLM問題に対する個人の意見表明と、スポーツの政治的な中立のバランスを考えた、良く考えられた手法では。

あと、未だマスクの着用が少ないアメリカでは、マスク着用に対するPRにもなりそう。",
16,優勝した直後に「キング」レブロン·ジェームズから祝電ツイートが入っていたね。その他に沢山の著名人からも。本人意図したかどうかは知らんけど、なおみはテニス界を声た存在になりつつある。,
17,ウエスト&サザンオープンの準決勝の危険を発表した時の問題は、無抵抗の人が7発撃たれて下半身付随になったが、射殺されてはいないでしょ。事実関係の間違いはその記事の信憑性に関わるからよく調べた方がいい。,
18,"この年でグランドスラム2勝とはもはや日本の解説者が解説できるレベルを遥かに超えていて、またいろいろな意味でますます日本人離れした遠いところへ行ってしまった感がしてならない。
明らかにゴルフの渋野選手とは違うな。",
19,"勝てなくては言えないことを、勝って言い放ったなおみに、心から敬意を表する。
間違いなく全米オープンの社会的ステータスを上げ伝説を作った。",
20,"すばらしい。感動です。
もちろん今までも応援していたが、彼女の人種差別に対する行動を
100％支持したい。
すっかりファンになりました。",
21,"NHKが放送しないなんて論外。
今、NHKは次期総理大臣のことで大忙し。他のことに頭がまわらないシングルタスク単細胞メディアなんでしょうね。",
22,優勝してなかったら、ボロくそ言われただろうな。それくらいの覚悟もってたんだろうけど。水刺すけどさ、いくらNYが第二の故郷とは言えども、日本人がアメリカの問題に首突っ込むなって思うかな。日本人としてならな。まぁ、第三者的な感覚としてだけど..,
23,"確かに日本人には「対岸の火事」だったこの問題が
大坂選手やバスケの八村選手も抗議を行っているというニュースで
話題に上がる頻度が高くなったのは間違いないと思います

日本人に対しても黄色人種としての差別が未だに残っています
人種の壁を越えて切磋琢磨しあうスポーツだからこそ
政治的な思惑のない純粋なメッセージだと感じました",
24,今から101年前、世界で初めて人種差別の撤廃を主張したのは日本だったという事実をご存じだろうか？そしてその主張はアメリカのウイルソン大統領によって潰された。そしてアメリカは未だに人種差別から抜け出せないというわけだ。大坂なおみが自身のアイデンティティーを日本人だとするならば「人種差別の撤廃は日本人の悲願ですから」と言ってほしかった。,
25,たぶん大坂は自分のやっている黒人の命がいかに粗末に扱われていることに抗議する運動に対して日本のメディアやファンの中では理解されない人が多くいる可能性や　そういうことををやってもしかしてスポンサーや日本のテニス界などから干される、問題視される可能性などにすごく悩んだろうことと思う。　そのようななやみというのは米メディアやファンにはたぶんわからんだろうが日本のメディアファンにはわかるとおもう。アメリカだってBLM言い出しっぺのNFLのフットボール選（コリンキャペルニク）は干された。　そういったなか自分が言わなきゃならんということで、あえてリスクがあるが自分を貫く道を選び、そうして中でUSオープンを戦ってしかも勝ったということは、　値千金ほんとに彼女のような日本人が生まれたということを日本人は誇りに思っていいと思う。　日本全体で祝っていいと思う。,
26,"人種差別、黒人差別に抗議するのはわかる。
でも、今回の件は100%白人警官が悪いわけではないでしょう。

それに、こういうことが起こるたびに黒人による暴動。
これやったら結局意味ないと思うが？
今度はこの暴動を抑えて知的な解決策を唱えてみては？",
27,きちっと事実に基づいた抗議をして下さい。差別なんかしてない白人はたくさんいるのですから。リトルロックナインに学んで下さい。,
28,"黒人？白人？黄色人種？関係なく
日本国は、ある年齢になったら二重国籍は、認めていない？

だから彼女は、日本人では無い？
ただそれだけ。",
29,"マスクは絶対に許せない。
黒人だけが悲劇でも特別でもない。
著名人だけに言動には注意したほうがいいと思う。
デモや暴動の煽りの首謀者にしかみえないよ。
警察官の正当防衛をも批判して。。。",
