,comment,info
10,"金の亡者・メーガンは、今は政治活動が１番お金になると判断したんでしょう。
適当に聞こえの良い事を手振り身振りのドヤ顔で喋ったらいいだけだし。

ディズニーは売り込んだところでナレーションどまり。
ハリウッドと言っても実績ゼロ、かろうじてテレビ「スーツ」のチョイ役どまり。

そうやって考えると政治にお金のにおいを嗅ぎ取ったに違いない。",
11,"ミシェルさんにあやかり自分ものし上がりたいんですね。
この方いつも他人の褌を利用してませんかね。立派な発言されますけど、行いが行いなのでインチキ臭いです。
自分を超えた発言は良い大人が背伸びしてるようでみっともないかなと。
そして、今の貴方はあくまでイギリス王室のおかげ。勘違いされてませんか？",
12,"英国の貴族の称号を有する人物が、アメリカで政治活動をする。
憶単位の援助金を英国から受けながら、英国のために働かないで、アメリカのために活動。メーガンさん、非常識の達人なので、こういう非常識な話にも慣れてきましたが、なぜ、政治活動に注力するのか？

メーガンさんは、勘違いの天才でもあるので、バイデン大統領誕生に貢献して論功行賞にあずかりたいと思っているかもしれませんね。
バイデンさんは、相手にしないでしょうけど。",
13,"メーガンもさることながら、その政治的発言を許してるハリーにこそ問題があります。王室のプロトコルの何を学んで来たんでしょうかね。ここは絶対に止めなきゃいけない場面です。理解してないのか、もうメーガンを制御出来ないかはわからんが。

いずれにせよ王室側はハリーとメーガンを早急に切る決断をすべきです。見直し時期まで待っていたのでは英国の世論を抑えられなくなりますよ。",
14,政治活動をするなら完全に王室から手を切らないと。,
15,"いつからミシェルオバマの友達なの？
本当に何から何まで図々しいし、何勘違いしてるんだか。
話してる内容も意味がなくて何も響かない。
こんなの政治活動なんてできないね。
いい客寄せパンダ。しかも今だけ。
それに政治活動するのなら、自分の身（ぼんくら夫も）きれいにしてからにしたら？
英国の自宅の改修費返して、全ての称号返して、パパからのお小遣い拒否して。",
16,"自分には影響力がある、自分が発言することで事態を動かせる、と勘違いしてるんでしょうね。
あくまで今の立場にいられるのは、英王室やヘンリーのおかげであって、この人自身に何の価値もないのに。",
17,"イギリスの公爵夫人がアメリカの選挙投票に関して口を出すのは明らかにおかしい。英国民に非難されて当然ですよね。

個人的には、PR会社を使って不自然な上げ記事を出し自身の印象操作をするメーガンさんは信用し難い。
このスピーチに触発され投票に行きますというアメリカ人、いるのでしょうか。",
18,図々しいなんて そんな生易しいものでは無いと思うし これは英国の爵位を利用し英国王室も米国で起きた黒人運動も利用し剰え人間の心理さえも自分の都合良くなる為に利用しようとしてるんでしょう️メーガンは王室の権威も金も裏社会さえも自分の為に利用しようとしてるだけ………随分と甘く見られたもんだよね️最低最悪️,
19,"ワオ！ポニーテールの顔つきが、上からの嫌な感じです・・・
こんな人にたくさん税金を使われた英国民は本当に嫌な気分でしょう。
王室に、さっさと対処してもらう以外、溜飲が収まる道はないでしょうね。
これから米国の政界はどうなるか？
そして確かに、ザクラウンの著者が言ってるように、もっと時間がたたないとハリーメ―ガンが歴史的にどの程度の位置づけのものだったのか、今はまだわからないですね。メ―ガンが口で色々言っても、自分のためには他者を切り捨てる、他者のために絶対自分が犠牲にはならない気持ちでいるのは、確かだ。",
20,"> 開口一番「私の大切な友人であるミシェル・オバマのサミットに出られて幸せです」と

コロコロ友人が変わるな、この女は。
つかあんたみたいな一素人の政治の意見なんて誰も求めて無いから、マジ引っ込んでて欲しい。",
21,"> 解決しようと試みないのなら、あなたは問題を作り出す側のまま。

家族との問題、マスコミとの問題、全部作り出す側の人が他人に説教。誰が聞く耳を持つのでしょう？アメリカってクレイジーな国だな。こんなスピーチが億のお金になるなんて。",
22,"""あなたは問題を作り出す側のまま""
って、その言葉はブーメランですよ、MMさん。",
23,"これは内政干渉でしょう？
心の中で応援するのは自由。
でもイギリス国内でも王室は国政に口を挟まない、挟んではいけないはず。
オバマ、バイデンラインを応援するって事はトランプを敵に回すの？
もしトランプが大統領に再選されたら英国王室と大変気まずくなる…そこまで考えないとダメでしょ。",
24,"別に公爵夫人だからと言って、アメリカ人が、彼女の話を聞くとは、とても思えない。
無駄な努力が多いよ、この人たち。",
25,オバマさんとか周りが注意すべき。ちゃんと王室と縁を切ってから一緒にしましょ！って。当の本人は自分がやりたいことしかしないから、全く聞き入れないけど、親友のオバマさん、あなたがちゃんと叱ってちょうだい。,
26,"ディズニーのナレーションも素人かと思う感じだし、今回のインタビュー映像もジェスチャーが多く目をそらして話す。

本当に女優か

と思いました。",
27,"政治は税金で運営される事が殆どだと思うので
まず、イギリスで請求されている
国民からの借金等を身奇麗にしてからの方がいいのではと思う

今、この人に政治関係で動かれるのは
身内側とされた友人達？にマイナスになるのでは？と思います

まず自分の問題解決をしてから一緒に活動しましょう
と言える人がいないのも不安材料

ハッキリ言うとこの女性には関わらない方がいい",
28,ヘンリー王子離脱の時の演説…「私達2人はイギリスのために誇りを持って先頭に立ち私達の役割を遂行する為にできる限りのことをします。この国を支え慈善団体や軍関連の団体を支援する為に人生を捧げます。私は常に祖母、最高司令官に最大限の敬意を払い続けるでしょう」今思うと口から出まかせだったみたいね。特にメーガンの目はアメリカの政治ばかり見ていて政治活動に前のめりになっている。口と行動が一致しないのは王室にいた時からだけど、本当に嘘つき。暴露本も散々な評価みたいね。幼稚だと。この幼稚な人たちがアメリカの政治に関わる気満々なんだから恐ろしい。,
29,"私の大切な友人ミッシェル・オバマ夫人?。メ一ガンさんがそう思いたいのは勝手だが、オバマ夫人は、メ一ガンさんのことを友人などと思っていないと思うけど。
バイデンさん有利と見るや大統領選に参戦。あわよくば、バイデンさん当選の暁には、某かのポストを狙っているのでは。
失礼だが、過去のメ一ガンさんのことを知るにつけ、本当にこの人は計算高く、実利主義なのだと思わざるを得ない。節操がなく、なりふり構わず、自分を売り込むことに全身全霊をかけているような。
如何せん信念がない。だから、評価されず批判され、軽蔑されるのだ。
政治活動だショ一ビズだなどと目立とうとせず、ひっそりと慈善事業に邁進されたら如何だろう。ひょっとしたら、誰かが気付いてくれるかも知れない。あれ、メ一ガンさんじゃない？って。",
30,"イギリスの批判が、ハリー夫妻に大甘な女王や皇太子の目を覚まさせてくれますように。
しかしアメリカからしたら、なんでアンタが出て来るのってならんのかな。",
31,"自ら悲劇のヒロインになろうとしてますね…

外に向けば向くほど、声を大きくすればするほど、イギリスからもアメリカからも疎まれるだろうに…
ダイアナの二の舞にならないよう、せいぜい一家で気を付けて生活する事ですね…
このままだと、悲劇のご一家になるかもしれません…
権力のある人たちが外に出て安穏な生活を送る事が難しいからこそ、一流のＳＰが必要な事を忘れてはいけない。

政治的活動は、他者を貶めプライバシーを主張してばかりの、視野の狭い人が遊びでする活動ではないですよ",
32,オプラをはじめ、ミシェルオバマが現在進行形でメーガン飛躍の為の踏み台なんだろうな。こちらは太いパイプだけにジェシカみたいに簡単には切らないというより、切られないよう注意を払う相手にも伺えるけども。とりあえずもう爵位をはじめ王室の肩書きと王位継承権、パパからの援助も切るべき。ハリーが半端に未練がましく王室に関わってるから勘違いして分不相応な態度と発言をしてるんだよ、メーガンが。英国の未来を担うウィリアム夫妻や、その子供たちの邪魔でしかない。,
33,"この方は野心家
ハリーと結婚した事で
凄く高い踏み台を手に入れた

ただの人気TV番組の俳優では
誰もメーガンに注目しない

だからチャンスをモノにして
王室の血をひく息子も手に入れた

しかし、英国王室では次男の嫁
一番手には成れない

だからサッサと見切りをつけて
自由の国アメリカに舞い戻った

メーガンは
時勢を読み、政治に介入するかもしれない

頭の悪いハリーはマインドコントロールされ
メーガンの鞄持ちかベビーシッター

英国民の批判なんて全く気にしないだろう
あらゆるものを踏み台にしていく

落とし穴さえ話題に変えそう",
34,自分の利益になる人は会った瞬間から「友達」ですか。何がなんでも人の上に立ちたいという強欲さ。恐ろしいね。,
35,"暴露本でキャサリン妃も元ダンナも自分の面倒をみてくれなかっただの、助けてくれなかっただの不満たらたら。
キャサリン妃は子育て真っ只中でおまけに妊娠中でも公務にフル稼働だから自分の事が精一杯。元ダンナもドラマの出演が決まったらSNSで一生懸命宣伝してあげて、テレビドラマの役を取ってきてあげてもメーガンは不満を周囲にぶちまけて。
2人に共通するのは決してメーガンに対して公に不満を言う事なく淡々としている。

こんな人に対する思いやりも感謝もなく、ましてや実績もない、他人のキャリアに土足で乗り込んで我が物顔でデカい顔しているメーガンをアメリカ人は受け入れているのだろうか？

万が一バイデンが大統領に当選した時に、負けた腹いせにトランプからイギリス王室からの政治介入があったと非難されないことを祈るばかりだ、",
36,ロイヤルじゃないの、彼女はアメリカの市民なの。子供を得て王子をさらって、称号ももらって、市民としてアメリカで力を持つの。それでビジネスして稼げたらいいのよ、旦那が遊んでいようが、私に付属していてくれたら文句ないわ…としか、見えません。,
37,メーガンは米国籍なので、選挙権は持っているから選挙に参加するのは当然の義務だと思うけど、大っぴらに選挙活動に参加するのはどうかと思う。仮にも英国王室ゆかりの称号を有し、英国の税金で生活してるのであって、『君臨されど統治せず』と王室メンバーだった夫を持っているのであれば、他国であっても政治に干渉すべきではない。,
38,"ほんとにこの方は王族の品位を落としすぎですね
あんまりこういうことをしているとイギリスでも革命が起こりそうです
王侯貴族としての品格や義務を全うしているから存在が許されているのを忘れちゃ駄目よ",
39,"あれだけ差別だ女性の権利だ何だと声を上げるメーガンが、差別と弾圧の限りを尽くす中国に擦り寄るバイデン候補の応援するなんて、自己矛盾もいいとこ。
結局彼女の行動は信念に基づくものではなく、ファッションなんだろう。",
40,"大切な友人？あなたの一方通行に気づかない愚かさ。恥ずかしい限り。是非聞きたい。昔ながらの友人、親友は居ますか？
ハリーと結婚したから、友人、親友ができたんでしょ。肩書きなくしては回りに相手にされないのがなぜわからない。",
41,"アメリカの女優からプリンセスに、グレース・ケリーのようになりたかったのかな？結局なれなかったから、今度はミシェル夫人のようになろうというのか。
どちらにせよ、王室から与えられた爵位を返上してから政治活動したほうがいいのでは？",
42,"自分の得になる人物、良い思いさせてくれそうな人物に片っ端からちょっかい出してますね。そのうちのどれ位がお望みに叶っているのか。思い通りにならない関係は片っ端から切る、しかもまるで後ろ足で砂をかけるようにして。そんな事を繰り返し最後に残るのは一体何か、欠片程も考えた事なさそうだ。
そういえば一時期「支持します」と言っていたセレブ達はどうしましたかね？まだ支持してお友達してるんでしょうか？そしてメーガンさんは憧れのアンジョリーナ・ジョリーさんとは仲良くなれたのかな？政治的活動にまで手を延ばしてしまったのなら、ハリーさんはもうこのままでは祖国の土を踏ませては貰えないでしょうね。英国国民の批判が高まれば王室としてもそれなりの対処を迫られるでしょうし。",
43,ヘンリー王子はともかく、今後メーガンが英国の為に何かをしても余程の事がない限り好感度回復は難しいでしょうね。,
44,"こういう行為って、王子であるハリーにも失礼だし、ハリーの立場も悪くしていると思うんだけど、そういう発想にはならないのかなあ？
英国の王子に嫁ぐということは、単なる有名人と結婚するというのとはわけが違うと思うんだけど・・・そんなことはこの人には関係のないことなんでしょうね。。。いつでも自分のやりたいようにやるんだなあ",
45,"この人は何がやりたいのかな。
鬱陶しいだけだ。イギリス王室からの援助貰いつつ豪邸買ったりアメリカに対する政治発言したり訳が分からない。
い王室からの援助貰わず、王位継承権辞退してイギリスに使わせたお金返してから何か言ったらどうかな。早く隠居してくれたらちょっとは尊敬出来るかも。本当に愛する人と家族と静かに暮らす為に。",
46,"王室もこのカップルのはちゃめちゃ掟破りを他国で行っているので、正直ほっとしていることでしょう。
王族が豪邸買ったり、勝手気ままに慈善活動したり、人種運動に政治活動したらもう大変です。
そういうことが分かってない二人。女王は王冠を捨てた叔父さんを見て育っているから、全部想定内です。叔父さんは敵国ヒトラーを応援したくらいなので、メーガンはまだまだ。
まあそれにしてもハリー、ここまで腑抜けになるとは驚きました。
魔女に魅入られ、家族も親友も母国も捨ててこれからどうするのでしょうね。幸せになるとは思えませんが、あまり無茶しないでほしいです。なんと言っても世間知らずなおぼっちゃまですから。",
47,ハリウッドの一線級で稼ぎまくってる人達と比べるとスター性みたいなものは感じないよね。欲は身を滅ぼす。王位継承権の端っこの方とはいえ、そこに入り込めたんだから満足すれば良いのに。こんな女にはなったらダメだし、こんな女を嫁にしたらダメですよってイギリスのちびっ子たちに教えた方が良い。,
48,"現状に満足しているならば、問題を作り出す共犯者。

メーガンの共犯者の呼びかけに、どれ程の人が内容を理解して、
共感しているでしょう。

このようなメーガンが英国にいたら国民も王室も
あまりにも過激発言で混乱するでしょう。",
49,"チェンジと叫んだオバマ元大統領は歴代の中で最も評価されない大統領の一人である。

チェンジと叫んでいるが言っているほどチェンジもなく国際社会への貢献もないとの評価だ。",
50,"どうせトランプが再選されたら、出戻ったアメリカに居ずらいから熱心なだけ。
この人の場合、何を語りかけてきても、自分に酔ってるようにしか見えない。実際、そうだろうし。",
51,トランプ大統領はヘンリー王子夫妻の警備費をアメリカ政府は負担しないと言い切ったから。お金を出してくれなかった大統領は敵なんでしょうね。,
52,他人の褌で相撲を取り続けられるほど、アメリカ社会も甘くない。,
53,"あらゆる物事の真意真相なんか理解せず､ただただ前に前に出て目立ってチヤホヤされていたいだけの人なんでしょう。
ただでさえ一般人では無い旦那の立場や子どものことを考えたら､周りの助言も聞かないでこんなこと出来ないよ。
利用したかっただけだよね､ロイヤルバリューを。",
54,"解決しようと試みないのなら、あなたは問題を作り出す側のまま。

英国でのご自身の事を言ってますぅ？
解決しようとせず、問題を作りっぱなし。
そしてそれは今も続く。。。。
どの口が言ってんだか。。。。。",
55,"この人の辞書に「黙る」の文字はないんですね。
なんか言っとかないと気が済まない。
ムーブメントがあれば、その中心にいないと気が済まない。
それって王族に求められる資質と真逆だと思う。
これじゃ王族が務まるわけがない。
遅かれ早かれ離脱は避けられなかったんですね。",
56,"ウィグル族に酷い弾圧をしている中国から、利益供与を受けていた疑惑のあるオバマ氏や、親中派のバイデン氏に、擦り寄っていくなんてあり得ない。
イギリスだって、コロナで多くの死者をだしていたし、チャールズ皇太子は感染していたのに。",
57,"When　We All Vote サイトを見てきましたが。

【メッセージ動画の再生回数】
セリーナ・ゴメス　　　20,016 回
メーガン・マークル　 　1,280 回

事実は語るｗ",
58,"色々な活動を基盤に最終的には政治家に転身し、いずれは大統領選に打って出て
あわよくば大統領になってやろうと野望を抱えた野心家だ。
間違いない。",
59,"テレビドラマの端役の頃、もしくはそれ以前からミシェル・オバマの友人だったのかい？
英国王室を政治利用していますよね？",
60,"本当に何様のつもり？
陳腐で滑稽がどこまでゆくのか楽しみです。",
61,究極の目立ちたがり屋。人を利用して、傷つけてでも、のし上がりたいのがみえみえすぎ。ダイアナさんが健在だったら良かったのに。チャールズ皇太子とメーガンは見たくない,
62,"個人的な感情のすれ違い、周囲との軋轢を暴露本で表現するのも良いが、政治は辞めて。

この人同情する部分もあるけど、、、、ここまでするの？って感じ。
流石ヘンリーさんの選んだ人。
人は特権階級のおもちゃじゃない。
真剣に一貫性のある、道徳を持った人がねえ。",
63,以前周りの人たちに「大統領になりたい」と言っていたそうです。その布石作りを着々としているということでしょう。子供の頃の洗剤の広告を変えたとかで、すっかり自分が初めて世の中の何かを変えたというのが大好きなようで、自分がその初めて成し遂げた人として注目されるためなら手段を選ばない図太い神経の持ち主だということは確かですね。目指すは史上初の女性のアメリカ大統領でしょうか。,
64,">解決しようと試みないのなら、あなたは問題を作り出す側のまま。現状に満足しているのなら、問題を作り出す共犯者です

多重債務状態のおばさんが何を言い出すのかと。",
65,メリットは手放さず　他の国の政治に口を出すのは公爵夫人としては違うかと思います,
66,"行動するか否かは、個々人が決めること

彼女の発言は”押し付けがましさにあふれている”といっても
言いすぎではあるまい

少なくともひとつ明確に言えることは、

”キャサリン妃はこのような発言はしない”",
67,"この人、今までの人生、いろんなとこで騒動起こしてきた気がするわ。

ハリーは兄貴の助言聞くべきだっと思う。",
68,こんなやり方では、地位とお金のために、短期間にロイヤル入り→ロイヤル引退をしたと言われる。このかたの言動は、批判覚悟でやってるの？？ヘンリーも、どうかしている。,
69,"ﾒ―ｶﾞﾝさんに１つ言いたいのは、少しでも「ヘンリーさん」を愛してるなら彼を地獄に巻き込まないで欲しいな～と言う事。

故、ﾀﾞｲｱﾅ妃はﾍﾝﾘｰがこんな事になってると知ったら悲しいでしょう。王室離脱など。なんの為に自分が我慢したのか",
70,"自分に陶酔の演説ヤバすぎる
しかし顔変わったね
豪邸だけじゃなくメーガンのお直し代もけっこうかかってるんじゃない？",
71,"イギリス王室がバイデン支持に見えそうな案件を王室は黙って見ていて良いのか？
タイのようにロイヤル不要運動になりかねない事案ですよ。英国民の血税がアメリカ大統領選に湯水のように注がれしかも、野党バイデン支持に流れてね",
72,"何でもコロコロ変わって対応する人ですね！

落ち着きがないと言うか、そんなんだから内容はかなり薄いと思いますわ！",
73,"あなたは問題を作り出す側…

メーガン、自分が問題を作り出す側なのをお忘れでしょうか",
74,"動画、みてきた。

確かに、反感かいそうなしゃべり方だ。

大げさなのかな。アメリカ語で大層にしゃべるから…そら、非難されそう。

だけど、非難されてもあまり気にしなさそう。",
75,"結局は図々しいのしか、国際社会では生き残れない。
日本の奥ゆかしさは美学だけど、
実際には役立たない。

ただ、まあ、表面上の話だけどね。
その表面上の話が理想を滅ぼす。

いやはや、なんともだけど
これがこの世の摂理なんだろうな。",
76,"イギリス人自らがイギリス人は日本人に似て、ずけずけとものは言わないが、根に持ったり、後で文句を言ったりする性質だと聞いたことがあります。確かにメーガン妃に対する中傷もなぜか日本的にねちこく、挙げ句の果てには「少し太ったんじゃないか」は笑った。
もっとも、メーガン妃はねちこくではなく堂々と批判されてもいいくらいどうしようもないけどね！",
77,"なんで　こんな人と結婚したんだろう…
せっかくの伯爵の称号が　無駄に使われている。

誰か、教えてやらないと",
78,プライバシープライバシー言っているわりに目立ちたがりだよなぁ。,
79,"英国をこれ以上侮辱しないようにセカンドは思っている。
貴方は誰と結婚したのか？
政治家と結婚したわけではない。
政治活動は即刻やめるべきだろう。",
80,"イギリス国民からしたら、おいしいとこだけつまみ食いしてると思われて当然。
なんていうか、人に嫌われる天才って感じ。
ヘンリーも変なのに入れ込んじゃったな。",
81,"共和党支持ではなく民主党支持のメーガン。
そしてチャールズパパからおこずかいもらって。
メーガンがどの政党を支持するかはイギリス人には知ったこっちゃないけれど、
イギリスをほっぽり出して”一般人””になってアメリカの一部政党を支持とやりたい放題。そりゃ怒るわなぁ。
これで民主党が負けたらメーガンは疫病神といわれるよ。きっと。",
82,"メーガン妃でなく、メーガンさん。
王室離脱したのだから、もう、称号をつけることはない。",
83,"一国の王室につながり貴族でもある者が
民主党の（しかもよその国の）支援とはいろいろカオス",
84,"このメディアの海外ニュースは、
この人達についての噂話だけしかない。
現業は、三流ゴシップ誌を目指す五流ゴシップ誌と言ったところ。",
85,"これをやりたいなら、離婚しなきゃ。なんのために離れたの？
批判されて当然。おかしい。",
86,こんなにしょっちゅうSNSに登場して自分の考えをペラペラもしゃべりまくる妃って珍しいですね。本当によくしゃべるね。ヘンリー王子はほとんど登場しなくて、この人ばっかりしゃべってる。,
87,"オバマ経由で中国マネーの取込みの為でしょう。
王室から排除されたので贅沢三昧継続の為に必死です。",
88,"王室の人間が政治活動をしたらアウトじゃなかった？
追放案件じゃない？？
ハリーがいる限りエリザベス女王は英断しないかな",
89,"オバマのイメージダウンにしかならないよね。

英国民は気の毒だわ。",
90,"何の専門性もない人が…自意識だけ。
滑稽だね",
91,自分の同僚がメーガンの性質に当てはまりすぎる。タゲられるとホントにメンタルやられる。,
92,この人は言動以外に人に嫌われる何かをもっている。,
93,"行動や思考はイマイチ共感出来ないけど、メンタルの強さは尊敬する。
こんな人実際見た事ない。",
94,もうこの際、公爵って地位も取り上げてしまいスッキリさせた方がいい。単なるお騒がせアメリカ人がなんか言ってるよ〜って感じです。,
95,イギリスのために働いたらどうだろう。言い方悪いが養ってもらっているのだから。,
96,他国の選挙に口を挟むなら、イギリスの税金は帰そうよ。まあこんな人に選挙応援なんかしてもらいたくないよね,
97,はい!裏でうごめくチャイナマネー本当に危険です,
98,"旦那さんがもうすでに蚊帳の外に…
ベビーシッター扱いか？",
99,"なんか、いつも上から目線。
色んな人がいるのにね。",
100,二流の女優さん何をやっても二流です。,
101,"何様のつもりなんでしょう？
英米間にいらない溝を作りかねない。",
102,イギリス国民は本当に気の毒だな…,
103,ロイヤル売名か　　下位互換が日本にも居たような…,
104,今度は大統領夫人でも狙ってんのかな？,
105,"イギリスを逃げ出して一体なにやってんの。
何の役にもたってないじゃない。",
106,髪の毛短くした方がちょっとは良くなるかもよ,
107,全てに於いて、だからなんじゃないか？,
108,"ミシェルに
あんたなんか大嫌い！
て言われちゃえばいい。",
109,メーガンは好きじゃないな、嫌い。,
110,"金返せ

By英国民",
111,ヘンリー王子は早く離婚した方が良い,
112,自分がメーガンに何かされたわけでもないのに、どうしてこんなにも憎々しさでいっぱいのコメント書けるのかな。偏ったメディアからの情報をここまで簡単に鵜呑みにしてるみなさんにビックリです。,
113,メーガン妃のスピーチはいつも堂々としていてはっきりと自分の意見を述べていて清々しいです。基本的に正しい事しか言ってないし。このような女性を嫌う人間の多い日本ではまだまだ女性の社会進出は望めないわけです。イギリス王室の閉鎖性、保守性、人種差別から妻を守るヘンリー王子も素晴らしい。未来に希望を与えてくれます。,
114,"成金この手の血筋は
｢図々しいにも程がある｣な人多いんですよ。",
115,たとえ税金を使おうと当然のごとく公務に勤しんでる女王をイギリス国民は尊敬をしている。今の年齢になられてもできる範囲であくまで王室、女王として生きているクイーンと比べ、する事、慣例、しきたり等を守らず住みもしない家に無駄に税金で改装させ、挙句強い自己主張を正しいと思っている無知な彼女をイギリス国民が支持をするわけがない。,
116,"メーガンは壊し屋だしサゲ☓☓だから逆作用しそうですねぇ～
「お前が言うか!!!」と言う内容だし、ミシェル・オバマといつから友達になったの?
メーガンなんて米国で然程影響力はないだろうけれど、バイデンさんも有難迷惑なんじゃないかと思います。

それにしても英国の爵位を持ち王子の配偶者で、その王子は米国に(多分)観光ビザか家族ビザで滞在している身の上で王子はビザの関係で英国へ帰らなければならないかもしれないと言われている時に堂々と米国の大統領選に口を挟めるものですね。
豪邸もメーガンの会社名義で支払いヘンリー側、所有メーガンらしいから怖い物なしなのかな?",
117,"政治活動だけは、あかんやろ…　ハリーや息子は英国王室の継承順位１桁の王族やぞ。
高校程度の学校教育で習うはずやし、王室に嫁入りするに当たって政治的発言はご法度って厳しく教えられたはず

英国王室の金をアメリカで散財して、アメリカで政治活動ですか…　こんな活動はお目付け役の王室スタッフが絶対に許さなかっただろうな。自由に政治活動がしたいなら、英国王室から金銭的にも身分的にも完全に離脱しろよ。ハリーはこんなとんでもない女を止められないほど腑抜けなんだな…",
118,"問題を作り出し、解決どころか良い所取りして好き勝手、英国王室に恥かかせようと企み暴露本出版に係わるが、内容は夫婦ともにひがみ根性満載ばかりで、こんなの読んで同情なぞしないし、夫婦ふたりのあほさを際立てただけ。
言動不一致ばかりなのに、のうのうとスピーチ出来る厚顔無恥ぶりが笑えるよ!",
119,わぁー！本当だ！スピーチしてるの見たら、本当に何様？って感じ！そんなにアメリカの政治に関わりたいなら、イギリスの身分捨てろよ！内政干渉だろう？！バカな女！,
120,"日本の皇室はその点まことにつつましいですね。

メ―ガン妃については英国の称号を保持したまま米国の大統領選に口出しするのは倫理的に問題があります。
また、このような人がBLM運動に参加してもアフリカ系の人々の地位向上には貢献しないばかりか偏見を助長しかねません。",
121,"同じBlackで女性、そして地位と名誉とほどほどの（かなりの？）お金を持つミッシェルオバマさんと絡むのは、得だよね

政治的中立で言いたいこと言わずに、お金にもならない公務よりこういうことがしたかったをだろうな
ステップアップしたね",
122,自分自身も立場を全く弁えず次から次へと問題を産出しているくせに、社会の問題を解決しようとしなければその人も同類です、って、どの口が言うかね。もはや、ムシズが走る。,
123,"アメリカ人はもっとメーガンの行動を潰しに行った方がいい。
歴史を知らないメーガンは知らないだろうが、イギリスの王族や貴族がアメリカの政治に口を出していた時代を、植民地時代と世界では呼ぶ。
メーガンが行っている行為らまさに植民地時代のイギリスのそれそのものだ。
アメリカ人よ、あなた達が勝ち取った自由と独立を、サセックス公爵夫人は再び冒そうとしている。
また、サセックス公爵はそれを止めてもいない。
サセックス公爵家を許すな。
自由と独立のために立ち上がれ！",
