,comment,info
14,"ヘンリー王子は以前からこのような話し方でしたか？何だかアメリカに染まった変な発音。軍にいた為、王宮の英語ではなくウィリアム王子とも違うのですか？
内容というより発音にショック…少しベッカム化した音に思えます。",
15,"前々から夫婦のコメントは上から目線を言われていた。
ハリーはメーガンの論調を模倣しているのだから、そうなるのは当たり前。
母親が黒人だからと言って、今起こっている問題に乗っかって世の中に名を売ろうとするから、可笑しくなるんだよね。
過去の歴史や黒人に限らず有色人種への扱い等を含めて意見や活動をしないといけないと思う。
二人は過去、現在の著名な活動家の言葉を拝借して
いるだけなんだよね。
要は人権問題をアクセサリーかまたはビジネスツールに利用して自分が目立とうとする野心？があるから複雑になると思う。",
16,"所詮は差別や貧困を知らずにきた王子が語る内容ってことなのでは？
どうしたって一般人の、それも差別を受けてきた人や貧困を経験した人の立場で考えることはできないでしょう。
そのうえ影響を与えてるのはメーガン、この人の経験したことだって偏ってる。
ヘンリーの言葉に重みはないのに、その立場から騒動にはなりかねない。
そういう中途半端な立場であることを自覚した方がいいですね。",
17,"何様テンション上げ放題に上げっぱなしの嫁のマネして得意になってるんだろうけど、ヘンリー王子って、ホントにホントに本当に、自分の立場で言っちゃいけないことがわかってないのね。
今まで考えたことすらなかった問題だろうに。
ここまでアタマからっぽとは思わなかったわ。",
18,"『この流れに今すぐ乗るべき』
これ、メーガンが自宅で年中言ってるセリフなんでしょうね。
「今はこの運動が盛んで注目を集めてるわ！この流れに今すぐ乗らなきゃ！！」って。

夫婦は似てくると申しますが、そんなメーガンの口癖がポロリと公の場で出ちゃったんだろうね、ハリー。
元々パクリ名人のメーガンの、更にパクリだから、上から目線でも説得力ゼロだよ、ハリー。",
19,未成年の時にはナチスの扮装をして叱られ、大人になって軍で働いてある時には、人種差別用語で同僚を呼んいたヘンリーなんかに、他人に人種差別について説教する資格なんて無い。,
20,"｢この流れに今すぐ乗るべき」って、ブームとみればしゃしゃり出る、いつものメ一ガン流じゃないですか。
説教じみたのも分かるような気がする。メ一ガンさんに日夜教育されている、そのメ一ガンさんの口調を真似てるだけでしょう？。
もっともらしいことを言っているようで、その実、本人も理解できていないので相手にも伝わらない。だから、抽象的にしか聞こえない。
しゃべりはメ一ガンさんに任せればいい、好きなんだから、でしゃばるのが。ヘンリーさんは偉ぶらず、黙々と行動で示せばいい。案外、形勢逆転になるかもよ。",
21,他人の差別に文句言ってる暇があるなら、自分の問題を解決するのが先決では？,
22,"ハーリー、自身が、
特権階級で、生まれたこと、
今でも、
分からなければ、
いくら発言しても、
茶番。",
23,"もともと王族として社会問題に関する公務をしていたとしても、ヘンリー王子がこれまで人生の中で真剣に品行や差別それに環境問題について学んだり考えたりしたことがあるように見えないです。
頭が悪いのはみんなわかっていても王室メンバーで王子だからそれでも価値があったわけで。
メーガンさんもそうですが発言すればするほど浅はかさがにじみ出てしまっているので、チャリティーとか社会問題には関わらない方がいいと思います。
どうどうとお金もうけに走れる実業家としてやっていく道を探した方がいいんじゃないでしょうか。",
24,イギリス王室はもう、完全にヘンリーと縁を切った方がいいのかも。,
25,"こういう価値観を発信したいのなら、全て捨ててから発言すべき。

人種差別、身分差別があって大英帝国の繁栄があったのは事実。
その傘の下にいるのに、差別はダメだ！なんて誰が聞く耳持つ？

発言に説得力もないし、王室からの仕送りで生活してる人に言われても何も響かない。

誰に向けて発言してるの？本当に差別に苦しんでいる人に届けたいと心から思っているの？？自分しか見ていないのでは？",
26,"メーガンさんはご自分の育ち、環境を哀れに表現しすぎだ。誇張している。
本当に差別を受けたことがある人にすれば、失礼な話ですね。差別を何処まで差別とするのか？小さい子供は自分以外の人と違いを認めるのに時間をかける子供もいます。そこは差別ではないはずです。差別を誇張すれば、嘘に聞こえてくる。黙って回りから認められる人間となって欲しい。",
27,"今までも差別などのレクチャーは王室から受けてると思うんだけど、ハリー王子には届いていなかったということね。
上から目線の説教芝居はメーガンの影響だと思うけども、今まで興味を持てずにいた社会問題に向き合うことが出来たなら喜ぶべきなのかもしれない。",
28,"今まで王室と言う箱に守られて来たから自分の行動や言動をマジで批判される機会が無かったんでしょうね。
今度も、王室から自由になったんだから何でも言えると勘違いしてる事がただただ哀しいです。
また、説教じみた事を言えるだけの人生経験無いでしょ。言えば言うほど薄っぺらくなる夫婦だなー。",
29,"彼ってたぶん、英国の歴史とかまったく勉強してこなかったんだと思う。
お勉強が苦手できらいなんじゃないかな。

何が言いたいかっていうと、勉強なんてしなくてもいいけど、
よく知りもしないでいい加減なこといってんじゃないぞってこと。
歴史勉強してて、本当に差別をなくそうとしてたら、謝罪なりが反省なりが先に出てこないのかな。",
30,もうこれ以上、自分の頭の悪さを全世界に広めないでほしいと思います。最近は見ていて痛々しいです。,
31,同じ人種に親しみを持つのは当然だし、違う人種に違和感があるのはお互い様のように思う。無理して仲良くやろうと気を使っても、疲れてしまうし、仲良くやれる人とコミニュケーションを取ると、争うこともないのでは？,
32,へンリーは昔から問題児だった。少年時代に薬物に手を出したこともあったよね。王室引退も家族になんの相談もしなかったみたいだし、色々勘違いをしてると感じる。そもそも王子じゃなかったら、世間から相手にされない人間じゃないですか？,
33,イギリスは薩長に大量の武器を売って大儲けをし、明治維新後には日本の金をタダ同然で大量に奪っていった国です。,
34,"> 黒人の母を持つ妻のメーガン妃が、その立場から人種差別を撤廃しようと明快な言葉でメッセージを繰り出すのは理解できる。しかし、ヘンリー王子が発すると非常にデリケートな問題が生まれる可能性もある。

はい、これもまた人種差別です。",
35,世界中からじゃあ王族を抜けて、って言われそう。,
36,"あと数年もすれば、賢いジョージ王子達はいろいろなことが分かってくるよね。

その時、彼らの目にこの叔父さんはどう映るのだろう。",
37,"いやいや、この人はもう炎上商法でしか食べてゆけない人だから、どんどん過激発言していけば良いと思うよ。

そんで落ちるところまで落ちればいい。",
38,"奴隷貿易と植民地支配で、散々儲けてきた英国王室のおぼっちゃん

説教したいなら、爵位を返してからにしなさいよ

特権階級が差別を説いたって、なんにも響かないよ",
39,"以前は、ヘンリーの目が覚めて
一人で王室に戻れたら良いと
思っていたけどもう無理ですね。
ここまで浅はかなお馬鹿さんだったとは。
喋れば喋るほどそれが露呈する。",
40,これではジョージ殿下の引き立て役にも値しませんね,
41,なーんにも実績も行動もしてないのに座学や感覚だけで知識人気取ってるから「説教じみた話」になるんだよ。ほんとこのカップルを使う催しは炎上狙いかと思うよ。近いうちに攫われるぞ。,
42,どうせメーガンの受け売りでしょう,
43,"信念なんてあるのかな？
嫁に言わされるとしか思えないけど。",
44,"“信念”ですか?
豆腐の信念に思えますが…
BLMだけが差別ではないの知っているかな?ハリーさん",
45,ヘンリー、あなたがここまで残念な人だとは思わなかったわ。結婚相手選びを間違えると人生終わってしまう…。,
46,この歳になってもまだ自分の立ち位置理解できてないなんて頭悪すぎ,
47,もう一般人なんだから専門家とやらがとやかく言う筋合いではない,
48,"奴隷貿易と植民地支配により、巨万の富を得た大英帝国の頂点が英国王室。
その富の恩恵をずっと受けてきたヘンリー王子が、英国王室の称号や爵位など肩書、特権を維持しながら黒人差別に反対するというのは、矛盾ではないですか。

単純に嫁の言うことを、無条件で信じて行動しているだけでしょうけど、このままでは、女王もかばいきれず、称号や爵位等すべてを失う展開になりますよ。
そうすれば、皮肉にも矛盾は解消されますが、それでいいのでしょうか？",
49,"「今すぐ流れに乗るべき」
メーガンの言い回しそのもの。
自分の言葉で語れないなら対談なんてやめとけばいいのにね。
おつむ弱いんだから。
以前別の記事でメーガンのおかげで人寿差別に気付いたって本当に今まで何を勉強して生きてきてな？って呆れる発言してたよね。
そしてお店で白い顔の人形は売ってるけど黒い顔の人形がない事に疑問を感じたって言ってたけど、そんなん店主の趣味もあるし、偉そうに人種差別の事言うのなら何で黄色い顔の人形がないのかも疑問に思えよ！
まさか地球は白人と黒人しかいないと思ってる？
もうこの辺からして人種差別を語る資格もなし。
メーガンの操り人形。",
50,"お坊っちゃま。あなたに頭を下げていたのは、あなたがイギリスの王子だったからですよ？　今現在何の仕事も出来ないおっさんの話なんて、誰が耳を傾けるのでしょう？
母親を売って　同情されて満足ですか？
イギリスを裏切り、女狐の色仕掛けに見事にはまった哀れな男に成り下がりましたね。",
51,"Mに洗脳された、頭がアレな残念王子。
喋れば喋るほど足りないのがバレますよ。
数々の矛盾は皆さんが指摘していますよね。",
52,"イギリス皇室とはもう縁もゆかりもない一般人ならどうでもいい話。
そうでないなら、イギリス王室も早く除籍するべきだな。
どうなってんのかは知らんが、王室に属しているうちは何言われても敷かないよ。
イギリス人の税金で生活してんだし。
国の象徴でもあるんだろうしな。
最悪、国が強制的に身柄を確保してもいい話だろうし。
でも、除籍されてもう正真正銘「ただの一般人」ならどうでもいいです。
ただびとに文句言う時間のほうがもったいないと思う。
もうただのアメリカ人だと思えば腹も立たんと思う。",
53,"悪い意味でのおぼっちゃま。
基本は純真無垢なんだろうけど、ここまでくるとただのおバカ。
メーガン色に染まっただけで、しかも今まではすべての人間が頭を下げて従ってきてくれた環境にいたんだもの、謙虚さがなくなったらただの暴君。
ヤンチャだけどチャーミングなヘンリーは過去の人になりましたってだけ。
気がつけばなんて夢を抱きたいけど、案外今の彼がノーマルなのかもしれないね。",
54,ハリーは王族だけど、超とっぴなメーガンと結婚して考え方も何が飛び出すかわからない、特別な個性、場合によっては犯罪に関わってるかもしれない、正体不明の生き物、ですから、何を言ってもそういう生物がそういう言葉を発している、と思うだけです、もはや。,
55,"この人を早く英国王室は、とめるべきだと思うのですが。
全世界にものすごい恥さらしをしているwww
多くの国を植民地化し、奴隷としてあつかってきた国の人間が差別を語るな。

今、ハリー王子は、世の中に差別があることを知ったのかもしれないが、何百年も前にあなたの祖先が先人をきっておこなってきたことをまずは知るべきだと思う。",
56,"みんな書いてるようにお前が言うな、だと思う。
メーガンを女王が嫁として認めたのは黒人の血が入ってるからに決まってるでしょう。メーガンの育ち（父親や異母兄姉があれ）で白人なら待ったがかかったに違いない。逆差別だけど。
この結婚を認めることで、イギリス王室の黒歴史の贖罪と新しい王室のアピールが出来るはずだった。メーガンも王室にいて上手く振る舞えば、パワフルに活動出来たはずが、やることなすことリトルカリフォルニアでしかなく、頭が悪すぎ。",
57,"英国で守られてれば、アホでも何とかなったのに・・
可哀そうに、頭の弱さが隠せなくなってきた。",
58,"髪の毛をストレートにしたり、白黒ハーフでもかなり白人に寄せていってるメーガン。色の黒い白人にしか見えない。
そんなに差別を受けてたんだろうか。それにその夫のヘンリーは黒人から搾取した王族。その地位を捨てないで、差別とか語っても全然実感が伴わない。息子も白人にしか見えないし。",
59,"「この流れに今すぐ乗るべき」？？？　頭痛がするような発言だ。
何の解決にもならないし、ブームで騒いでるヤッピーな連中と変わらない。
サセックス公爵は、リーダーに向いてない資質の人間らしい。",
60,"洗脳されて、知性の低さに磨きがかかってきましたね。
やっちゃな弟キャラとして、少しアホでも微笑ましくみんなが応援していたのに。",
61,"「バカなんだから黙ってろ」

と言いたいんでしょう",
62,アタマ悪そう…,
63,ヘンリー 一家の全て(称号・爵位・特権・親子共々の王位継承権)や完全永久追放するべきです️,
64,無知でおバカで純粋なハリーの、真っ白なカンバスにメーガンが好きなように絵を描きなぐっている。,
65,イギリス人のしかも王族に言われたくないよね…矛盾のかたまり。昔植民地や奴隷の上に立った王室だもの…,
66,"ヘンリー、だから言ってるだろ。
中学のやつでいいよ、社会科教科書の大航海時代あたりから読めよ、って。

非業な奴隷貿易、植民地支配、海賊船を後ろで操った君の祖先のおじいちゃん王やばあちゃん女王たちが何をやったか。搾取の頂点にいる英王室の人間が、何を寝ぼけたことを言ってるんだ。",
67,君は黙っていたまえ。,
