,title,url
98,FBS福岡放送,https://news.yahoo.co.jp/media/fbsnews
99,FINDERS,https://news.yahoo.co.jp/media/finders
100,FINEBOYS Online,https://news.yahoo.co.jp/media/fineboys
101,FINEPLAY,https://news.yahoo.co.jp/media/fineplayv
102,FNNプライムオンライン,https://news.yahoo.co.jp/media/fnnprimev
103,footballista,https://news.yahoo.co.jp/media/fballista
104,Football ZONE web,https://news.yahoo.co.jp/media/soccermzw
105,Forbes JAPAN,https://news.yahoo.co.jp/media/forbes
106,FORZA STYLE,https://news.yahoo.co.jp/media/forza
107,FRIDAY,https://news.yahoo.co.jp/media/friday
108,Full-Count,https://news.yahoo.co.jp/media/fullcount
109,FUNQ,https://news.yahoo.co.jp/media/eipub
110,Game Spark,https://news.yahoo.co.jp/media/gamespav
111,GAMEクロス,https://news.yahoo.co.jp/media/gameasahi
112,GetNavi web,https://news.yahoo.co.jp/media/getnavi
113,GINZA,https://news.yahoo.co.jp/media/ginza
114,GISELe,https://news.yahoo.co.jp/media/gisele
115,GLOBE＋,https://news.yahoo.co.jp/media/globeplus
116,GLOBIS知見録,https://news.yahoo.co.jp/media/globisv
117,GOAL,https://news.yahoo.co.jp/media/goal
118,GOETHE,https://news.yahoo.co.jp/media/goethe
119,GQ JAPAN,https://news.yahoo.co.jp/media/gqjapan
120,HARBOR BUSINESS Online,https://news.yahoo.co.jp/media/hbolz
121,HBCニュース,https://news.yahoo.co.jp/media/hbcv
122,Hello，Coaching！,https://news.yahoo.co.jp/media/biz_coacha
123,Hint-Pot,https://news.yahoo.co.jp/media/hintpot
124,HOME広島ホームテレビ,https://news.yahoo.co.jp/media/hometvv
125,HOMINIS（ホミニス）,https://news.yahoo.co.jp/media/hominis
126,HONZ,https://news.yahoo.co.jp/media/nhonz
127,IBC岩手放送,https://news.yahoo.co.jp/media/ibciwate
128,IGN JAPAN,https://news.yahoo.co.jp/media/ignjapan
129,IMA ONLINE,https://news.yahoo.co.jp/media/imaonline
130,Impress Watch,https://news.yahoo.co.jp/media/impress
131,INDO WATCHER ビジネスプレミアム,https://news.yahoo.co.jp/media/indowatch
132,InFact,https://news.yahoo.co.jp/media/infact
133,ITmedia Mobile,https://news.yahoo.co.jp/media/zdn_m
134,ITmedia NEWS,https://news.yahoo.co.jp/media/zdn_n
135,ITmedia PC USER,https://news.yahoo.co.jp/media/zdn_pc
136,ITmedia エンタープライズ,https://news.yahoo.co.jp/media/zdn_ep
137,ITmedia ビジネスオンライン,https://news.yahoo.co.jp/media/zdn_mkt
138,ITmedia マーケティング,https://news.yahoo.co.jp/media/biz_it_mk
139,Japan In-depth,https://news.yahoo.co.jp/media/jindepth
140,JBpress,https://news.yahoo.co.jp/media/jbpressz
141,J-CASTニュース,https://news.yahoo.co.jp/media/jct
142,J SPORTS,https://news.yahoo.co.jp/media/jsportsv
143,J-WAVE NEWS,https://news.yahoo.co.jp/media/jwave
144,KAI-YOU.net,https://news.yahoo.co.jp/media/kaiyou
145,KHB東日本放送,https://news.yahoo.co.jp/media/khbv
146,KKB鹿児島放送,https://news.yahoo.co.jp/media/kkbv
147,ＫＫＴ熊本県民テレビ,https://news.yahoo.co.jp/media/kkt
148,ＫＲＹ山口放送,https://news.yahoo.co.jp/media/kry
149,KSB瀬戸内海放送,https://news.yahoo.co.jp/media/ksbv
150,KTNテレビ長崎,https://news.yahoo.co.jp/media/ktn
151,kufura,https://news.yahoo.co.jp/media/kufura
152,ＫＹＴ鹿児島読売テレビ,https://news.yahoo.co.jp/media/kytnews
153,LEON.JP,https://news.yahoo.co.jp/media/leon
154,LIMO,https://news.yahoo.co.jp/media/toushin
155,Lmaga.jp,https://news.yahoo.co.jp/media/lmaga
156,m3.com,https://news.yahoo.co.jp/media/mthree
157,magacol,https://news.yahoo.co.jp/media/magacol
158,MANTANWEB,https://news.yahoo.co.jp/media/mantan
159,MarkeZine,https://news.yahoo.co.jp/media/sh_mar
160,MBC南日本放送,https://news.yahoo.co.jp/media/mbcnews
161,MBSニュース,https://news.yahoo.co.jp/media/mbsnews
162,Medical DOC,https://news.yahoo.co.jp/media/medicald
163,Medical Note,https://news.yahoo.co.jp/media/medical
164,MEGABRASIL,https://news.yahoo.co.jp/media/mbrasiln
165,Meiji.net,https://news.yahoo.co.jp/media/meijinet
166,MEN’S CLUB,https://news.yahoo.co.jp/media/mensplus
167,MEN’S NON-NO WEB,https://news.yahoo.co.jp/media/mensnonno
168,MINKEITV,https://news.yahoo.co.jp/media/minkeiv
169,MLB.jp,https://news.yahoo.co.jp/media/mlb
170,MONEY PLUS,https://news.yahoo.co.jp/media/moneyplus
171,MONEYzine,https://news.yahoo.co.jp/media/sh_mon
172,MONOist,https://news.yahoo.co.jp/media/it_monoist
173,MonoMax Web,https://news.yahoo.co.jp/media/monomax
174,MOTA,https://news.yahoo.co.jp/media/autoconen
175,motorsport.com 日本版,https://news.yahoo.co.jp/media/msportcom
176,MOVIE WALKER PRESS,https://news.yahoo.co.jp/media/mvwalk
177,MRO北陸放送,https://news.yahoo.co.jp/media/mrov
178,MRT宮崎放送,https://news.yahoo.co.jp/media/mrt
179,MusicVoice,https://news.yahoo.co.jp/media/musicv
180,my caddie,https://news.yahoo.co.jp/media/ism
181,NBA Rakuten,https://news.yahoo.co.jp/media/nrakuten
182,NBC長崎放送,https://news.yahoo.co.jp/media/nbcv
183,NBS長野放送,https://news.yahoo.co.jp/media/nbstv
184,netkeiba.com,https://news.yahoo.co.jp/media/kiba
185,NET ViVi,https://news.yahoo.co.jp/media/netvivi
186,NewsPicks,https://news.yahoo.co.jp/media/newspicksn
187,NEWSつくば,https://news.yahoo.co.jp/media/newstkb
188,NEWS ポストセブン,https://news.yahoo.co.jp/media/pseven
189,NFL公式サイト日本語版,https://news.yahoo.co.jp/media/nfljapan
190,NHKテキストビュー,https://news.yahoo.co.jp/media/nhktextv
191,NIKKEI STYLE,https://news.yahoo.co.jp/media/nikkeisty
192,nippon.com,https://news.yahoo.co.jp/media/nipponcom
193,NNA,https://news.yahoo.co.jp/media/nna
194,Nosweb.jp,https://news.yahoo.co.jp/media/nosweb
195,NRI研究員の時事解説,https://news.yahoo.co.jp/media/nrin
196,ＮＳＴ新潟総合テレビ,https://news.yahoo.co.jp/media/nsttv
197,Number Web,https://news.yahoo.co.jp/media/number
198,Numero TOKYO,https://news.yahoo.co.jp/media/numero
199,ＯＡＢ大分朝日放送,https://news.yahoo.co.jp/media/oabv
200,OCEANS,https://news.yahoo.co.jp/media/oceans
201,octane.jp,https://news.yahoo.co.jp/media/octane
202,OHK岡山放送,https://news.yahoo.co.jp/media/ohk
203,OKMusic,https://news.yahoo.co.jp/media/okm
204,otocoto,https://news.yahoo.co.jp/media/otocoto
205,OurAge,https://news.yahoo.co.jp/media/ourage
206,Pen Online,https://news.yahoo.co.jp/media/penonline
207,PHILE WEB,https://news.yahoo.co.jp/media/phileweb
208,PHPオンライン衆知,https://news.yahoo.co.jp/media/php_s
209,PHPオンライン衆知（THE21）,https://news.yahoo.co.jp/media/php_t
210,PHPオンライン衆知（Voice）,https://news.yahoo.co.jp/media/voice
211,PHPオンライン衆知（歴史街道）,https://news.yahoo.co.jp/media/php_r
212,ＰＨＰファミリー,https://news.yahoo.co.jp/media/phpfamily
213,qBiz 西日本新聞経済電子版,https://news.yahoo.co.jp/media/qbizs
214,QJWeb クイック・ジャパン ウェブ,https://news.yahoo.co.jp/media/qjweb
215,Rallys,https://news.yahoo.co.jp/media/rallysv
216,RBC琉球放送,https://news.yahoo.co.jp/media/rbc
217,RCC中国放送,https://news.yahoo.co.jp/media/rccv
218,REAL SPORTS,https://news.yahoo.co.jp/media/realspo
219,Reライフ.net,https://news.yahoo.co.jp/media/relifenet
220,RKB毎日放送,https://news.yahoo.co.jp/media/rkbv
221,RKC高知放送,https://news.yahoo.co.jp/media/rkckochi
222,RKK熊本放送,https://news.yahoo.co.jp/media/rkk
223,rockinon.com,https://news.yahoo.co.jp/media/rorock
224,Rolling Stone Japan,https://news.yahoo.co.jp/media/rolling
225,Safari Online,https://news.yahoo.co.jp/media/safariweb
226,SankeiBiz,https://news.yahoo.co.jp/media/fsi
227,ＳＢＣ信越放送,https://news.yahoo.co.jp/media/sbc
228,ScanNetSecurity,https://news.yahoo.co.jp/media/scan
229,S Cawaii,https://news.yahoo.co.jp/media/scawaii
230,sippo,https://news.yahoo.co.jp/media/sippo
231,SmartFLASH,https://news.yahoo.co.jp/media/flash
232,SOCCER DIGEST Web,https://news.yahoo.co.jp/media/sdigestw
233,SOCCER KING,https://news.yahoo.co.jp/media/soccerk
234,sorae 宇宙へのポータルサイト,https://news.yahoo.co.jp/media/sorae_jp
235,SPAIA AI競馬,https://news.yahoo.co.jp/media/spaia
236,STVニュース北海道,https://news.yahoo.co.jp/media/stv
237,Suits-woman.jp,https://news.yahoo.co.jp/media/suitsw
238,SUUMOジャーナル,https://news.yahoo.co.jp/media/suumoj
239,Tarzan Web,https://news.yahoo.co.jp/media/tarzanweb
240,tbc東北放送,https://news.yahoo.co.jp/media/tbcv
241,TBS系（JNN）,https://news.yahoo.co.jp/media/jnn
242,TechCrunch Japan,https://news.yahoo.co.jp/media/techcrj
243,TechTargetジャパン,https://news.yahoo.co.jp/media/zdn_tt
244,telling，,https://news.yahoo.co.jp/media/telling
245,tenki.jp,https://news.yahoo.co.jp/media/tenki
246,tennis365.net,https://news.yahoo.co.jp/media/tennisnet
247,TeNYテレビ新潟,https://news.yahoo.co.jp/media/teny
248,THE ANSWER,https://news.yahoo.co.jp/media/theanswer
249,THE DIGEST,https://news.yahoo.co.jp/media/thedigest
250,THE PAGE,https://news.yahoo.co.jp/media/wordleaf
251,THE TENNIS DAILY,https://news.yahoo.co.jp/media/tennisd
252,T JAPAN web,https://news.yahoo.co.jp/media/tjapan
253,TNCテレビ西日本,https://news.yahoo.co.jp/media/tncv
254,TOKYO FM＋,https://news.yahoo.co.jp/media/tokyofm
255,TOKYO HEADLINE WEB,https://news.yahoo.co.jp/media/theadline
256,TOKYO MX,https://news.yahoo.co.jp/media/tokyomx
257,TopNews,https://news.yahoo.co.jp/media/fliv
258,TSKさんいん中央テレビ,https://news.yahoo.co.jp/media/tsk
259,tvkニュース（テレビ神奈川）,https://news.yahoo.co.jp/media/tvk
260,ｔｙｓテレビ山口,https://news.yahoo.co.jp/media/tys
261,UTYテレビ山梨,https://news.yahoo.co.jp/media/utyv
262,UX新潟テレビ21,https://news.yahoo.co.jp/media/niigatatvv
263,VICTORY,https://news.yahoo.co.jp/media/victory
264,VOCE,https://news.yahoo.co.jp/media/voce
265,VOGUE GIRL,https://news.yahoo.co.jp/media/voguegirl
266,VOGUE JAPAN,https://news.yahoo.co.jp/media/vogue
267,WATCHNAVI Salon,https://news.yahoo.co.jp/media/watchnavi
268,WEB CARTOP,https://news.yahoo.co.jp/media/wcartop
269,webChronos,https://news.yahoo.co.jp/media/chronos
270,WEBUOMO,https://news.yahoo.co.jp/media/webuomo
271,webオートバイ,https://news.yahoo.co.jp/media/autoby
272,webスポルティーバ,https://news.yahoo.co.jp/media/sportiva
273,Web担当者Forum,https://news.yahoo.co.jp/media/webtan
274,Web東奥,https://news.yahoo.co.jp/media/webtoo
275,webマガジン mi-mollet,https://news.yahoo.co.jp/media/mimollet
276,Webマガジン コロカル,https://news.yahoo.co.jp/media/colocal
277,Webモーターマガジン,https://news.yahoo.co.jp/media/mmagazine
278,WEBヤングマシン,https://news.yahoo.co.jp/media/webym
279,Wedge,https://news.yahoo.co.jp/media/wedge
280,WIRED.jp,https://news.yahoo.co.jp/media/wired
281,withnews,https://news.yahoo.co.jp/media/withnews
282,with online,https://news.yahoo.co.jp/media/withonline
283,WoW!Korea,https://news.yahoo.co.jp/media/wow
284,WWD JAPAN.com,https://news.yahoo.co.jp/media/wwdjapan
285,yab山口朝日放送,https://news.yahoo.co.jp/media/yabv
286,Yahoo! JAPAN クリエイターズプログラム,https://news.yahoo.co.jp/media/ycreatp
287,Yahoo! JAPAN リオオリンピック特集,https://news.yahoo.co.jp/media/yrioolym
288,Yahoo!ニュース,https://news.yahoo.co.jp/media/yjnews
289,Yahoo!ニュース Voice,https://news.yahoo.co.jp/media/ynewstalk
290,Yahoo!ニュース 特集,https://news.yahoo.co.jp/media/ytokushup
291,YAMAKEI ONLINE（ヤマケイオンライン）,https://news.yahoo.co.jp/media/yamakei
292,ZDNet Japan,https://news.yahoo.co.jp/media/zdnet
293,あいテレビ,https://news.yahoo.co.jp/media/itv
294,青森放送,https://news.yahoo.co.jp/media/rab
295,秋田朝日放送,https://news.yahoo.co.jp/media/aab
296,秋田テレビ,https://news.yahoo.co.jp/media/akt
297,朝日新聞EduA,https://news.yahoo.co.jp/media/edua
298,朝日新聞デジタル,https://news.yahoo.co.jp/media/asahi
299,朝日新聞デジタル＆［アンド］,https://news.yahoo.co.jp/media/asahiand
300,アジアプレス・ネットワーク,https://news.yahoo.co.jp/media/asiap
301,アスキー,https://news.yahoo.co.jp/media/ascii
302,＠ＤＩＭＥ,https://news.yahoo.co.jp/media/dime
303,＠S［アットエス］ by 静岡新聞SBS,https://news.yahoo.co.jp/media/at_s
304,＠IT,https://news.yahoo.co.jp/media/zdn_ait
305,アニメ！アニメ！,https://news.yahoo.co.jp/media/anmanmv
306,アニメージュプラス,https://news.yahoo.co.jp/media/animage
307,アフロ,https://news.yahoo.co.jp/media/storyfulv
308,＆GP,https://news.yahoo.co.jp/media/andgp
309,アーバン ライフ メトロ,https://news.yahoo.co.jp/media/metro
310,石川テレビ,https://news.yahoo.co.jp/media/ishikawa
311,伊豆新聞,https://news.yahoo.co.jp/media/izu
312,伊勢新聞,https://news.yahoo.co.jp/media/isenp
313,いぬのきもち WEB MAGAZINE,https://news.yahoo.co.jp/media/inumag
314,茨城新聞クロスアイ,https://news.yahoo.co.jp/media/ibaraki
315,医療介護ＣＢニュース,https://news.yahoo.co.jp/media/cbn
316,イレブンスポーツ,https://news.yahoo.co.jp/media/elevenspo
317,岩手日日新聞社,https://news.yahoo.co.jp/media/iwanichi
318,岩手日報,https://news.yahoo.co.jp/media/iwatenpv
319,インサイド,https://news.yahoo.co.jp/media/isd
320,イーファイト,https://news.yahoo.co.jp/media/gbr
321,ウィメンズヘルス,https://news.yahoo.co.jp/media/womensh
322,ウェザーニュース,https://news.yahoo.co.jp/media/weather
323,ウェザーマップ,https://news.yahoo.co.jp/media/wmap
324,ウォーカープラス,https://news.yahoo.co.jp/media/tkwalk
325,ウォール・ストリート・ジャーナル日本版,https://news.yahoo.co.jp/media/wsj
326,ウオッチライフニュース,https://news.yahoo.co.jp/media/watchlife
327,宇部日報,https://news.yahoo.co.jp/media/ubenippo
328,映画.com,https://news.yahoo.co.jp/media/eiga
329,映画ナタリー,https://news.yahoo.co.jp/media/nataliee
330,エキサイトニュース,https://news.yahoo.co.jp/media/exmusic
331,愛媛新聞ONLINE,https://news.yahoo.co.jp/media/ehime
332,エムオンプレス,https://news.yahoo.co.jp/media/mnet
333,エンタメNEXT,https://news.yahoo.co.jp/media/entame
334,エンタメOVO,https://news.yahoo.co.jp/media/tvfan
335,大分合同新聞,https://news.yahoo.co.jp/media/mjikenbo
336,大手小町（OTEKOMACHI）,https://news.yahoo.co.jp/media/otekomachi
337,沖縄タイムス,https://news.yahoo.co.jp/media/okinawat
338,沖縄テレビOTV,https://news.yahoo.co.jp/media/otv
339,沖縄ニュースQAB,https://news.yahoo.co.jp/media/qab
340,おとなの週末,https://news.yahoo.co.jp/media/matomeshi
341,オトナンサー,https://news.yahoo.co.jp/media/otonans
342,オリコン,https://news.yahoo.co.jp/media/oric
343,オルタナ,https://news.yahoo.co.jp/media/alterna
344,お笑いナタリー,https://news.yahoo.co.jp/media/natalieo
345,音楽と人,https://news.yahoo.co.jp/media/ongakuto
346,音楽ナタリー,https://news.yahoo.co.jp/media/natalien
347,オートスポーツweb,https://news.yahoo.co.jp/media/rcg
348,オーヴォ,https://news.yahoo.co.jp/media/ovo
349,鹿児島ニュースＫＴＳ,https://news.yahoo.co.jp/media/kts
350,家庭画報.com,https://news.yahoo.co.jp/media/kateigaho
351,カナロコ by 神奈川新聞,https://news.yahoo.co.jp/media/kana
352,河北新報,https://news.yahoo.co.jp/media/khks
353,関西テレビ,https://news.yahoo.co.jp/media/kantele
354,感染症・予防接種ナビ,https://news.yahoo.co.jp/media/kansensho
355,カンパラプレス,https://news.yahoo.co.jp/media/kanpara
356,紀伊民報,https://news.yahoo.co.jp/media/agara
357,北日本新聞,https://news.yahoo.co.jp/media/kitanihon
358,北日本放送,https://news.yahoo.co.jp/media/knb
359,キネマ旬報WEB,https://news.yahoo.co.jp/media/kinejun
360,九州朝日放送,https://news.yahoo.co.jp/media/kbcv
361,教育とICT Online,https://news.yahoo.co.jp/media/kyoikuict
362,教員養成セミナー,https://news.yahoo.co.jp/media/kyousemi
363,京都新聞,https://news.yahoo.co.jp/media/kyt
364,共同通信,https://news.yahoo.co.jp/media/kyodonews
365,ギズモード・ジャパン,https://news.yahoo.co.jp/media/giz
366,岐阜新聞Ｗｅｂ,https://news.yahoo.co.jp/media/gifuweb
367,ぎふチャンDIGITAL,https://news.yahoo.co.jp/media/gifuchan
368,クックパッドニュース,https://news.yahoo.co.jp/media/cookpadn
369,熊本日日新聞,https://news.yahoo.co.jp/media/kumanichi
370,クランクイン！,https://news.yahoo.co.jp/media/crankinn
371,くるくら,https://news.yahoo.co.jp/media/parkblog
372,くるまのニュース,https://news.yahoo.co.jp/media/kurumans
373,クロワッサンオンライン,https://news.yahoo.co.jp/media/crssntv
374,クーリエ・ジャポン,https://news.yahoo.co.jp/media/courrier
375,群馬テレビ,https://news.yahoo.co.jp/media/gtv
376,競馬のおはなし,https://news.yahoo.co.jp/media/keibana
377,健康産業新聞,https://news.yahoo.co.jp/media/kenkoshin
378,健康産業速報,https://news.yahoo.co.jp/media/kenkosoku
379,ゲキサカ,https://news.yahoo.co.jp/media/gekisaka
380,月刊糖尿病ライフ さかえ,https://news.yahoo.co.jp/media/sakae
381,月刊バレーボール＆月刊バスケットボール,https://news.yahoo.co.jp/media/nbpvbball
382,月刊陸上競技,https://news.yahoo.co.jp/media/getsuriku
383,現代ビジネス,https://news.yahoo.co.jp/media/gendaibiz
384,幻冬舎ゴールドオンライン,https://news.yahoo.co.jp/media/gonline
385,高校サッカードットコム,https://news.yahoo.co.jp/media/kksoccer
386,高校生新聞オンライン,https://news.yahoo.co.jp/media/koukousei
387,高校野球ドットコム,https://news.yahoo.co.jp/media/hbnippon
388,好書好日,https://news.yahoo.co.jp/media/bookasahi
389,講談社　JOSEISHI.NET,https://news.yahoo.co.jp/media/kjn
390,高知さんさんテレビ,https://news.yahoo.co.jp/media/newskss
391,神戸新聞NEXT,https://news.yahoo.co.jp/media/kobenext
392,コスモポリタン,https://news.yahoo.co.jp/media/cosmopoli
393,コミックナタリー,https://news.yahoo.co.jp/media/nataliec
394,ゴルフ情報ALBA.Net,https://news.yahoo.co.jp/media/alba
395,ゴルフダイジェスト・オンライン（GDO）,https://news.yahoo.co.jp/media/gdo
396,ゴルフネットワーク,https://news.yahoo.co.jp/media/golfnw
397,ゴング格闘技,https://news.yahoo.co.jp/media/gkakutogi
398,サイエンスポータル,https://news.yahoo.co.jp/media/sportal
399,埼玉新聞,https://news.yahoo.co.jp/media/saitama
400,佐賀新聞,https://news.yahoo.co.jp/media/saga
401,佐賀ニュース サガテレビ,https://news.yahoo.co.jp/media/sagatv
402,さくらんぼテレビ,https://news.yahoo.co.jp/media/sakuranbo
403,サッカー批評Web,https://news.yahoo.co.jp/media/soccerh
404,サッカーマガジンWeb,https://news.yahoo.co.jp/media/soccerm
405,サライ.jp,https://news.yahoo.co.jp/media/seraijp
406,サンキュ！,https://news.yahoo.co.jp/media/thankyu
407,産経新聞,https://news.yahoo.co.jp/media/san
408,サンケイスポーツ,https://news.yahoo.co.jp/media/sanspo
409,サンテレビ,https://news.yahoo.co.jp/media/suntvv
410,サンデー毎日×週刊エコノミストOnline,https://news.yahoo.co.jp/media/economist
411,山陽新聞デジタル,https://news.yahoo.co.jp/media/sanyo
412,ザテレビジョン,https://news.yahoo.co.jp/media/the_tv
413,シェアーズカフェ・オンライン,https://news.yahoo.co.jp/media/scafe
414,静岡朝日テレビ,https://news.yahoo.co.jp/media/satvv
415,静岡放送（SBS）,https://news.yahoo.co.jp/media/sbsv
416,シネマトゥデイ,https://news.yahoo.co.jp/media/flix
417,下野新聞SOON,https://news.yahoo.co.jp/media/soon
418,集英社ハピプラニュース,https://news.yahoo.co.jp/media/shueishaz
419,週刊SPA!,https://news.yahoo.co.jp/media/sspa
420,週刊金曜日,https://news.yahoo.co.jp/media/kinyobi
421,週刊東洋経済,https://news.yahoo.co.jp/media/stoyos
422,週刊ベースボールONLINE,https://news.yahoo.co.jp/media/baseballo
423,就職ジャーナル,https://news.yahoo.co.jp/media/sjournal
424,週プレNEWS,https://news.yahoo.co.jp/media/playboyz
425,週刊女性PRIME,https://news.yahoo.co.jp/media/jprime
426,食品産業新聞社ニュースWEB,https://news.yahoo.co.jp/media/ssnp
427,食品新聞,https://news.yahoo.co.jp/media/shokuhin
428,食楽web,https://news.yahoo.co.jp/media/syokuraku
429,新R25,https://news.yahoo.co.jp/media/srnijugo
430,新潮社 フォーサイト,https://news.yahoo.co.jp/media/fsight
